#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

####################
#	Bookmarks
####################
BM_WAR_OF_THE_RING_DESC;Middle-Earth, 3018th Year of the Third Age. I amar prestar aen, The world is changed. Han mathon ne nen, I feel it in the water. Han mathon ne chae, I feel it in the earth.  A han noston ned 'wilith, I smell it in the air. Much that once was is lost, for none now live who remember it. These are dark times for Middle-Earth, large shadows spread in the East. Sauron, the Dark Lord, desperately looks for his Ring and is gathering all evil to him. Soon he will be ready to strike the Free Peoples. The kingdoms of Men are weak and in decline. Gondor seems to be the last realm with any chance of defending Middle-Earth. The Dwarves hide in the depths of their mountains, while the Elves flee to West. While Mordor prepares in the east, the traitor Saruman expands his domain into a weak Rohan, the Land of Horses. In these dark times the fates of all Middle-Earth lie with a single Hobbit, charged with a very dangerous mission.;;;;;;;;;;;x
BM_KIN_STRIFE_DESC;Middle-Earth, 1427th Year of the Third Age. The peaceful kingdom of Gondor is approaching a perilous time in it's history. Valacar, son of Romendacil II of Gondor, married a non-Numenorean wife. Despite her being daughter of the mighty King of Rhovanion, Vidugavia, most of the lords of Gondor think that her son, Eldacar, is not a true Numenorean, and so cannot be king. Civil war threatens to tear apart the great Southern kingdom of men. In Eriador, both Rhudaur and Cardolan have been defeated by Angmar, and Arthedain seems the only realm that can stop a full invasion of Eriador. Will you play as the Witch-King, and complete the conquest of the North? Or will you play as Araphor of Arthedain, and try to save the last remnants of the Kingdom of Arnor from darkness?;;;;;;;;;;;x
BM_FALL_OF_ARNOR_DESC;Middle-Earth, 1308th Year of the Third Age. This bookmark takes place roughly 1700 years before the events of the Lord of the Rings trilogy. It is a turbulent time for the successor kingdoms of Arnor, and the last light of the Dúnedain seems near to being extinguished. The three kingdoms of Arthedain, Cardolan and Rhudaur, split from Arnor upon the death Eärendur have had a relatively peaceful period, but this is set to change with the rise of the Witch-King of Angmar in the north. His strength is growing and soon he will be ready to strike at Rhudaur, the weakest of the three kingdoms and, if successful, perhaps begin to bring the age of the Dúnedain to a close.;;;;;;;;;;;x
BM_WAINRIDERS_INVASION_DESC;Middle Earth, 1 Narwain 1847, the Third Age of this world.;;;;;;;;;;;x
BM_NEW_SHADOW_DESC;Middle Earth, 1 Narwain 36, the Fourth Age of this world. After the defeat of Sauron, Aragorn, the last heir of the house of Isildur reforged the United Kingdom of the Dunedain, as the King Elessar Telcontar.;;;;;;;;;;;x
BM_LAST_ALLIANCE_DESC;Middle-Earth, 1 Narwain 3418, the Second Age of this World.;;;;;;;;;;;x

#Era Info
BM_WAR_OF_THE_RING_INFO;Middle-Earth, 3018th Year of the Third Age. I amar prestar aen, The world is changed. Han mathon ne nen, I feel it in the water. Han mathon ne chae, I feel it in the earth.  A han noston ned 'wilith, I smell it in the air. Much that once was is lost, for none now live who remember it. These are dark times for Middle-Earth, large shadows spread in the East. Sauron, the Dark Lord, desperately looks for his Ring and is gathering all evil to him. Soon he will be ready to strike the Free Peoples. The kingdoms of Men are weak and in decline. Gondor seems to be the last realm with any chance of defending Middle-Earth. The Dwarves hide in the depths of their mountains, while the Elves flee to West. While Mordor prepares in the east, the traitor Saruman expands his domain into a weak Rohan, the Land of Horses. In these dark times the fates of all Middle-Earth lie with a single Hobbit, charged with a very dangerous mission.;;;;;;;;;;;x
BM_KIN_STRIFE_INFO;Middle-Earth, 1427th Year of the Third Age. The peaceful kingdom of Gondor is approaching a perilous time in it's history. Valacar, son of Romendacil II of Gondor, married a non-Numenorean wife. Despite her being daughter of the mighty King of Rhovanion, Vidugavia, most of the lords of Gondor think that her son, Eldacar, is not a true Numenorean, and so cannot be king. Civil war threatens to tear apart the great Southern kingdom of men. In Eriador, both Rhudaur and Cardolan have been defeated by Angmar, and Arthedain seems the only realm that can stop a full invasion of Eriador. Will you play as the Witch-King, and complete the conquest of the North? Or will you play as Araphor of Arthedain, and try to save the last remnants of the Kingdom of Arnor from darkness?;;;;;;;;;;;x
BM_FALL_OF_ARNOR_INFO;Middle-Earth, 1308th Year of the Third Age. This bookmark takes place roughly 1700 years before the events of the Lord of the Rings trilogy. It is a turbulent time for the successor kingdoms of Arnor, and the last light of the Dúnedain seems near to being extinguished. The three kingdoms of Arthedain, Cardolan and Rhudaur, split from Arnor upon the death Eärendur have had a relatively peaceful period, but this is set to change with the rise of the Witch-King of Angmar in the north. His strength is growing and soon he will be ready to strike at Rhudaur, the weakest of the three kingdoms and, if successful, perhaps begin to bring the age of the Dúnedain to a close.;;;;;;;;;;;x
DARK_AGES_INFO;Middle-Earth, 1 Narwain 1308, the Third Age of this world. This bookmark takes place roughly 1700 years before the events of the Lord of the Rings trilogy. It is a turbulent time for the successor kingdoms of Arnor, and the last light of the Dúnedain seems near to being extinguished. The three kingdoms of Arthedain, Cardolan and Rhudaur, split from Arnor upon the death Eärendur have had a relatively peaceful period, but this is set to change with the rise of the Witch-King of Angmar in the north. His strength is growing and soon he will be ready to strike at Rhudaur, the weakest of the three kingdoms and, if successful, perhaps begin to bring the age of the Dúnedain to a close.;;;;;;;;;;;x
BM_LAST_ALLIANCE_INFO;Middle-Earth, 1 Narwain 3418, the Second Age of this World.;;;;;;;;;;;x
BM_NEW_SHADOW_INFO;Middle-Earth, 1 Narwain 3418, the Second Age of this World.;;;;;;;;;;;x

##################
#	Characters
##################

#Eras
ERA_THEODEN;Althane Théoden of Rohan;;;;;;;;;;;x
ERA_DENETHOR;Steward Denethor II of Gondor;;;;;;;;;;;x
ERA_SARUMAN;Saruman the White;;;;;;;;;;;x
ERA_SAURON;Dark Lord Sauron of Mordor;;;;;;;;;;;x
ERA_ARAGORN;Aragorn II of the Dunedain;;;;;;;;;;;x
ERA_ELROND;Lord Elrond of Rivendell;;;;;;;;;;;x
ERA_DAIN;King Dáin II of Durin's Folk;;;;;;;;;;;x
ERA_ARAPHOR;King Araphor of Arthedain;;;;;;;;;;;x
ERA_VALACAR;King Valacar of Gondor;;;;;;;;;;;x
ERA_CASTAMIR;Lord Castamir of Pelargir;;;;;;;;;;;x
ERA_LIUBAGILDS;King Liubagilds of Rhovanion;;;;;;;;;;;x
ERA_MALVEGIL;King Malvegil of Arthedain;;;;;;;;;;;x
ERA_ROMENDACIL;King Romendacil II of Gondor;;;;;;;;;;;x
ERA_WITCH_KING;The Witch-King of Angmar;;;;;;;;;;;x
ERA_FULKAHARI;Fulkahari of Rhovanion;;;;;;;;;;;x
ERA_DOR;King Dor of Durin's Folk;;;;;;;;;;;x
ERA_THRANDUIL;King Thranduil of Eryn Galen;;;;;;;;;;;x
ERA_MINALCAR;King Minalcar of Cardolan;;;;;;;;;;;x
ERA_FORODACIL;King Forodacil of Rhudaur;;;;;;;;;;;x
ERA_CHAR_NAME_23100;High Chief Arkhai the Strong;;;;;;;;;;;x
ERA_CHAR_NAME_4091;King Durin IV;;;;;;;;;;;x
ERA_CHAR_NAME_ELESSAR;High King Elessar Telcontar;;;;;;;;;;;x
ERA_CHAR_NAME_12135;High King Elendil the Tall;;;;;;;;;;;x
ERA_CHAR_NAME_4097;King Dor of Durin's Folk;;;;;;;;;;;x
ERA_CHAR_NAME_3104;King Thranduil of Mirkwood;;;;;;;;;;;x
ERA_CHAR_NAME_2013;King Malvegil of Arthedain;;;;;;;;;;;x
ERA_CHAR_NAME_2089;King Minalcar of Cardolan;;;;;;;;;;;x
ERA_CHAR_NAME_3065;Cirdan the Shipwright;;;;;;;;;;;x
ERA_CHAR_NAME_2097;King Forodacil of Rhudaur;;;;;;;;;;;x
ERA_CHAR_NAME_1668;King Romendacil II of Gondor;;;;;;;;;;;x
ERA_CHAR_NAME_12223;Witch-King of Angmar;;;;;;;;;;;x
ERA_CHAR_NAME_9010;King Fulkahari of Rhovanion;;;;;;;;;;;x
ERA_CHAR_NAME_2016;King Araphor of Arthedain;;;;;;;;;;;x
ERA_CHAR_NAME_1671;King Eldacar of Gondor;;;;;;;;;;;x
ERA_CHAR_NAME_1739;Castamir of Anarion's House;;;;;;;;;;;x
ERA_CHAR_NAME_9013;King Liubagilds of Rhovanion;;;;;;;;;;;x
ERA_CHAR_NAME_24;King Theoden of Rohan;;;;;;;;;;;x
ERA_CHAR_NAME_1943;Denethor II, Steward of Gondor;;;;;;;;;;;x
ERA_CHAR_NAME_10016;Dark Lord Sauron of Mordor;;;;;;;;;;;x
ERA_CHAR_NAME_2038;Aragorn II of the Dunedain;;;;;;;;;;;x
ERA_CHAR_NAME_3003;Elrond, Lord of Rivendell;;;;;;;;;;;x
ERA_CHAR_NAME_8079;Frodo Baggins of Bag's End;;;;;;;;;;;x
ERA_CHAR_NAME_2039;King Eldarion of the Reunited Kingdoms;;;;;;;;;;;x
ERA_CHAR_NAME_368;King Elfara of Rohan;;;;;;;;;;;x
ERA_CHAR_NAME_9277;King Brand II of Dale;;;;;;;;;;;x
ERA_CHAR_NAME_5502;King Bulughan II of Rhun;;;;;;;;;;;x
ERA_CHAR_NAME_1669;King Minalcar of Cardolan;;;;;;;;;;;x
ERA_CHAR_NAME_3139;High King Gil-Galad;;;;;;;;;;;x
ERA_CHAR_NAME_3102;King Oropher of Eryn Galen;;;;;;;;;;;x
ERA_CHAR_NAME_5501;King Tokhtaman V of Rhun;;;;;;;;;;;x
ERA_CHAR_NAME_9276;King Bain II of Dale;;;;;;;;;;;x
ERA_CHAR_NAME_29;King Elfwine the Fair of Rohan;;;;;;;;;;;x
ERA_CHAR_NAME_30450;Lord Kotrigur of the Wainriders;;;;;;;;;;;x
ERA_CHAR_NAME_4056;King Thorin III Stonehelm;;;;;;;;;;;x
ERA_CHAR_NAME_4167;King Ógur II of Zirakdum;;;;;;;;;;;x
ERA_CHAR_NAME_10032;Saruman the White;;;;;;;;;;;x
ERA_CHAR_NAME_10033;Gandalf the Grey;;;;;;;;;;;x

#Character Infos
ERA_CHAR_INFO_4097;The Dwarves of Khazad-Dum are the most glorious and most powerful of their race. With their mines of Mithrils, they acquired an huge wealth and unrivaled prestige. But since the fall of Eregion in the Second Age, they are locked in their powerful city and dig ever and ever deeper.;;;;;;;;;;;x
ERA_CHAR_INFO_3104;Thranduil is the son of Oropher, a Sindar from the former Kingdom of Doriath ruled by Elu Thingol. After the fall of Beleriand, Thranduil and Oropher settled in Greenwood the Great, the great forest in the east of the Misty Mountains, where they rules the Sylvan Elves. After the death of Oropher during the War of the Last Alliance, Thranduil reign alone in the forest, and settled in sumptuous caves, like the Menegroth of old.;;;;;;;;;;;x
ERA_CHAR_INFO_2013;Malvegil is the son of King Celebrindor of Arthedain and came to the throne in TA 1272 at the death of his father. Under his rule the Witch-King in the north of the Ettenmoors in the mountains,establishes Angmar and evil things begin to appear in Arnor. Many Orcs and evil Men begin to gather on both sides of the Misty Mountains, and Arthedain is in an uneasy watch;;;;;;;;;;;x
ERA_CHAR_INFO_2089;Minalcar of Cardolan is a descendant of Thorondor,the second son of Earendur and the first King of Cardolan.He keeps constant watch at the Witch King and tries to protect his kingdom from the vast legions of Angmar.Cardolan might not have the military strength of Arthedain,however it has more economic strength due to the fact that Cardolan's capital is Tharbad,one of the richest cities in Arnor where the Great South Road passes.;;;;;;;;;;;x
ERA_CHAR_INFO_2097;Forodacil is a descendant of Aldarion,the third and youngest son of Earendur and the first king of Rhudaur.Forodacil rules the weakest kingdom in Arnor,he has less military strength,economic strenght and populace in comparison to Cardolan and Arthedain.At this moment his kingdom is in a troubled state,his vassals being mostly Hill men begin to align themselves with the Witch King of Angmar,and it wont be long until Rhudaur feels the cold breath of the North.;;;;;;;;;;;x
ERA_CHAR_INFO_1668;Rómendacil II, born Minalcar, is the nineteenth King of Gondor. To secure the East of Gondor, in T.A. 1248 Minalcar led a great force that defeated a large Easterling army between Rhovanion and the Sea of Rhun, and even destroyed their encampments east of the Sea. Minalcar then took the name Rómendacil or "East-victor".;;;;;;;;;;;x
ERA_CHAR_INFO_12223;The Witch-King of Angmar is one of the Ringwraiths, corrupted during Second Age by the Rings of the Men, gifts of Sauron himself. He's now a servent of Sauron, and rules a terrifying Kingdom in the North of the Kingdom of the Dunedain.;;;;;;;;;;;x
ERA_CHAR_INFO_9010;Fulkahari is the son of the great King Vidugavia of Rhovanion. He's a true friend and ally of the Kingdom of Gondor, and his realm is a powerful strength in the East. His sister was married to Valacar, heir of the throne of Gondor.;;;;;;;;;;;x
ERA_CHAR_INFO_2016;Araphor is the son of Arveleg I and came early to the throne of Arthedain.While he is very young he has a good mind for strategy.The Witch-king of Angmar prepares to launch a mighty invasion on his kingdom in the hopes that he will destroy it. Araphor's father Arveleg fought in the defence of the Tower of Amon Sul, and his early death in that battle brought Araphor to the throne.;;;;;;;;;;;x
ERA_CHAR_INFO_1671;Eldacar born as Vinitharya in the Kingdom of Rhovanion is the son of Valacar and the northwoman Vidumavi, whose migthiest prince was his maternal grandfather Vidugavia. In TA 1260, he was brought to Gondor by his father on orders of his paternal grandfather, king Romendacil II. His reign is already lingering unrest, for he is the son of princess Vidumavi, a daughter of the Northmen King Vidugavia, a lesser man and that is not acceptable from the people of Gondor.;;;;;;;;;;;x
ERA_CHAR_INFO_1739;The great-grandson of the unremarkable King Calmacil, Castamir is not in line for the throne, but his royal background has made him the Lord of Ships under the previous king, Valacar. His lineage and influence leaves him in a position to challenge the current king, Eldacar, who is only half Dúnedain. As King Valacar's only son, Eldacar is the legitimate King of Gondor, but his half Rhovanion lineage angers citizens who believe in a pure dúnedain royalty.;;;;;;;;;;;x
ERA_CHAR_INFO_9013;Liubagilds is the heir of the great King Vidugavia of Rhovanion. He is a true friend and ally of the Kingdom of Gondor, and his realm is a powerful bastion in the East.;;;;;;;;;;;x
ERA_CHAR_INFO_24;Théoden is the only son of Thengel, and became king after the death of his father in TA 2980. Théoden speaks Sindarin and Westron more often than Rohirric, due to the influence of his father, and spent a part of his youth growing up in the mountain vales of Gondor, his mother's homeland. His sister Théodwyn lived with him in Edoras, and after she and her husband both died he adopted her children Éomer and Éowyn as his own. He has a son Théodred, whose mother Elfhild died in childbirth.Now however Theoden is old and under the spell of Saruman,which has led to, Orcs and Dunlendings as well as the new fighting Uruk-hai,to roam freely and unchecked the land of Rohan.;;;;;;;;;;;x
ERA_CHAR_INFO_10016;Sauron, the eponymous Lord of the Rings, is a fallen Maia, the creator of the One Ring, Sauron became the second Dark Lord and strove to conquer Arda by creating the Rings of Power.Now the Dark Lord,has returned to Mordor,he has began preparations for his final war against the free peoples of Middle-earth. Sauron breeds immense armies of Orcs and allied with and enslaved Men from the east and south. He gathers his most terrifying servants, the Nazgul , or Ringwraiths, each wearing one of the nine rings designed for mortal men. He has adopted the symbol of a lidless eye, and is able to exert his will over Middle-earth, so that the Eye of Sauron becomes a symbol of power and fear. He will strike first at the heart of Men, in Gondor.If Gondor falls the age of Men will come to an end.;;;;;;;;;;;x
ERA_CHAR_INFO_2038;Aragorn II, the son of Arathorn II and Gilraen, also known as Elessar as well as Strider,is a descendant of Elros Tar-Minyatur. His ancestor Arvedui was wedded to Fíriel, who was descended from Anárion, who bore their son Aranarth, making Aragorn the last descendant of Anárion as well. When Aragorn was only two years old, his father Arathorn was killed while pursuing orcs. Aragorn was afterwards fostered in Rivendell by Elrond.When he came of age he assumed his proper role as the sixteenth Chieftain of the Dúnedain, and left the comforts of Rivendell for the wild, where he lives with the remainder of his people, whose kingdom had been destroyed through civil and regional wars centuries before. From TA 2957 to TA 2980, Aragorn undertook great journeys, serving in the armies of King Thengel of Rohan, and Steward Ecthelion II of Gondor.;;;;;;;;;;;x
ERA_CHAR_INFO_3003;Elrond Peredhel is a half-elf, son of Eärendil and Elwing, and twin brother of Elros. While his brother chose a mortal life, he chose to live with the elves. During the Second Age, he was the Lieutenant of Gil-Galad, the last High King of the Noldor. He founded the sanctuary of Rivendell, the last Homely House east of the sea, where the last of the Noldor remain during the Third Age.;;;;;;;;;;;x
ERA_CHAR_INFO_8079;Frodo Baggins, son of Drogo Baggins, is a Hobbit of the Shire. He is a Ring-bearer, best friend to his gardener, Samwise Gamgee. Much of Frodo's youth was spent at Brandy Hall in Buckland, the ancestral home of the Brandybuck family.Frodo was known as something of a rascal, befriending Meriadoc (Merry) Brandybuck and Peregrin (Pippin) Took and causing trouble wherever they went. They would often steal mushrooms from Farmer Maggot's farm Bamfurlong. In TA 2980, when Frodo was only 12 years old, his parents drowned in a boating accident on the Brandywine River. An only child, Frodo stayed in Brandy Hall until his 99-year-old "uncle" Bilbo adopted him in TA 2989. Bilbo took Frodo to live with him in his home at Bag End and made him his heir. Frodo prepares now to leave Bag End and undertake a dangerous quest.;;;;;;;;;;;x
ERA_CHAR_INFO_4043;Dain II Ironfoot is one of the most powerful warriors of Middle-Earth. He fought in the Battles of Azanulbizar and Five Armies. After the death of Thorin Oakenshield, he became the King Under the Mountain, and the true heir of the House of Durin. His kingdom is exceedingly rich and his people very prosperous. He is a true friend of the Men of Dale.;;;;;;;;;;;x
ERA_CHAR_INFO_23100;Arkhai the Strong is the first ruler of the unificated tribes of Rhun. He's clearly a powerful character, and a strong ally of Sauron. With his two sons, Daritai the Black and Alchagai the Kind, he's a true threat in the east.;;;;;;;;;;;x
ERA_CHAR_INFO_4091;Durin IV is the King of Durin's folk who rules the great Dwarven city of Khazad-dum, and the fourth king to have the name Durin Like his father he bears a Ring of Power.Like all Durins after Durin I he is given the name of the first of the Seven Fathers of the Dwarves because he greatly resembles him in both appearance and manner. Indeed it is believed among the Dwarves that he is the reincarnation of Durin I. He has answered the summons of Gild-galad and Elendil to fight Sauron.;;;;;;;;;;;x
ERA_CHAR_INFO_12135;Elendil is the father of Isildur and Anárion, a survivor of the Downfall of Númenor, and the founder and first King of Arnor and Gondor. Elendil is also known as Elendil the Tall, being the tallest of Men who escaped the Downfall He is also known as Elendil the Fair.He is known as a great warrior, a wise king, and a heroic figure among the Dúnedain, who loves every man, woman and child of Arnor and Gondor, and is loved by them in return.He now fights Sauron to save his people from destruction.;;;;;;;;;;;x
ERA_CHAR_INFO_3065;Círdan, also known as Nowë and Círdan the Shipwright, is a Telerin Elf (of which he is one of the wisest princes), a great mariner and shipwright in Middle-earth. He is one of the three oldest living elves in Middle-earth at the end of the Third Age, along with Galadriel and Celeborn, who were all born during the Years of the Trees. In the First Age, Círdan was a ruler of a host of the Teleri under Elwë, and during the long wait in Beleriand he fell in love with the sea. In the Second Age, Círdan stayed behind when the Elves were summoned to Valinor, and set up the havens of Forlond, Harlond and Mithlond in the destroyed land of Lindon. Círdan served as lieutenant of Gil-galad, the last High King of the Ñoldor of Middle-earth. From the Third Age onwards, after the fall of Gil-galad , Círdan remain at the Grey Havens of Mithlond where he is lord, building ships which transport the departing Elves to Valinor.;;;;;;;;;;;x
ERA_CHAR_INFO_1943;Denethor is the first child and eldest son of Ecthelion II. In TA 2976, he married Finduilas of Dol Amroth, daughter of Prince Adrahil II of Dol Amroth. Together, the couple have two sons, Boromir and Faramir. A few years later, in TA 2988, Finduilas died, leaving Denethor bitter. He succeeded his father Ecthelion II as the twenty-sixth Ruling Steward in TA 2984.He continues to defend Gondor from the unending war with Sauron.;;;;;;;;;;;x
ERA_CHAR_INFO_3139;Gil-galad, originally named Ereinion, is a Ñoldorin Elf, son of Orodreth.He is High King of the Ñoldor in Middle-earth, and bears many titles, including High King of the Elves of the West, King of the Eldar, King of Lindon, Lord of the High Elves, and the Lord of Eriador.He was still a child at the time of the Dagor Bragollach when Morgoth broke the Siege of Angband. As a result his father sent him to Círdan at the Havens of the Falas for safekeeping.He is a war hardened king who has fought Sauron many times back in the war of Elves and Sauron.Now he has allied with Elendil of the Dunedain to destroy the Dark Lord and bring an end to the greatest enemy of the free peoples of Middle-Earth.;;;;;;;;;;;x
ERA_CHAR_INFO_3102;Oropher is one of the Iathrim who spent his early life in Doriath. Following the destruction of Beleriand and the War of Wrath, most of the Noldorin exiles and remnants of the Sindar retreated to Lindon. The Valar reinvited these Elves to Aman, but Oropher, among many others, was unwilling and remained in Lindon. Some of the Sindar of Lindon, not wishing to stay with the dominant Noldor under Gil-galad, chose to go east and live with the Nandor with whom they shared the same Telerin ancestry. Oropher with his people crossed the Misty Mountains and mingled with the Silvan Elves of Greenwood the Great. The Sindar adopted the language and wholly embraced the life of the Silvan Elves. The Silvan Elves, who live in the south of Greenwood, accepted Oropher as their King, who rules from his capital on Amon Lanc.;;;;;;;;;;;x
ERA_CHAR_INFO_30450;Lord Kotrigur of the Wainriders;;;;;;;;;;;x
ERA_CHAR_INFO_4056;King Thorin III Stonehelm;;;;;;;;;;;x
ERA_CHAR_INFO_10032;Saruman the White as he was once known, now he calls himself Saruman of Many Colors but more alarmingly he calls himself Ring Maker. Revealing himself as a servant of the Dark Lord Sauron, he has sent shockwaves running through all the land as the greatest of allies now turns to the greatest of enemies. From the pits of Isengard rise the armies of the Uruk-Hai, for as the shadow rises in the East, the West goes to meet it. The forces of good must rise to defend against the new threat, or face dominion by the Two Towers.;;;;;;;;;;;x
ERA_CHAR_INFO_10033;Originally called Olórin, he is accounted as the wisest of the Maiar.He is a Maia of Manwë and Varda.He also served under two other Valar, such as Irmo and Nienna. When the Valar decided to send the order of the Istari to Middle-earth, to counsel and assist all those in Middle-earth who opposed the Dark Lord Sauron, Manwë and Varda decided to include Olórin among the five who were sent. When he arrived to Middle-earth, he received Narya, the ring of fire, from Círdan the Shipwright. Gandalf, spent many centuries walking among the Elves as a stranger, learning from them and teaching them. He later revealed himself as one of the Istari, and eventually became known as the wisest of and most powerful of that order. He joined the White Council, which was formed to investigate a dark power in Dol Guldur, of which Galadriel wanted him to become the leader, yet Saruman came to lead the Council instead of him. Although Saruman was initially more powerful, was more knowledgeable about many matters regarding Sauron and the Rings of Power, he later grew jealous and afraid of Gandalf, which was the reason of his betrayal.;;;;;;;;;;;x

#############
#	Titles
#############
FELLOWSHIP_GREY_GANDALF;Gandalf the Grey;;;;;;;;;;;x

PICK_STARTING_ERA_TEXT;The Middle-Earth Project bookmarks span the Third Age of Arda. The Age of Men is coming!;;;;;;;;;;;x
PICK_ERA_YEAR;$YEAR$, Third Age;;;;;;;;;;;x
