#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
devil_worshipers_summon_familiar_cd_tooltip;§Y[Root.GetTitledFirstName]§! has not selected a familiar in the past 5 years\n;[Root.Get_Le_Title]§Y[Root.GetTitledFirstName]§! n'a pas choisi d'animal familier depuis 5 ans\n;§Y[Root.GetTitledFirstName]§! hat seit 5 Jahren keinen Vertrauten gewählt.\n;;§Y[Root.GetTitledFirstName]§! no ha elegido un espectro en 5 años.;;;;;;;;;x
quest_devil_worshipers_corrupt_priest_desc;The [Root.Religion.GetPriestTitle]s of [Root.Religion.GetHighGodName] are oblivious fools. §Y[FromFrom.GetTitledFirstName]§! leads [FromFrom.GetHerHis] sheepish flock down a path which will only bring weakness and stagnation. It is up to you to give [FromFrom.GetHerHim] a new direction.;Les [Root.Religion.GetPriestTitle]s [Root.Get_du_HighGod][Root.Religion.GetHighGodName] n'ont pas le sens des réalités. [FromFrom.Get_Le_Title]§Y[FromFrom.GetTitledFirstName]§! mène ses fidèles sur un chemin qui n'apporte que faiblesse et stagnation. Il vous revient de lui donner une nouvelle direction.;[Root.Religion.GetPriestTitle] von [Root.Religion.GetHighGodName] sind einfältige Narren. §Y[FromFrom.GetTitledFirstName]§! führt [FromFrom.GetHerHis]e Schafe auf einen Weg, der nur in Schwäche und Stillstand enden wird. Es liegt an Euch, [Root.Religion.Getihmihr] eine neue Richtung zu weisen.;;Los religiosos de [Root.Religion.GetHighGodName] no tienen dos dedos de frente. §Y[FromFrom.GetTitledFirstName]§! dirige a su congregación por una senda que solo lleva a la debilidad y el estancamiento. Tu misión consiste en darle una nueva orientación.;;;;;;;;;x
quest_devil_worshipers_corrupt_priest_tooltip;To complete this mission, §Gright-click§! on the portrait of §Y[FromFrom.GetTitledFirstName]§!, select §Y'Corrupt [FromFrom.Religion.GetPriestTitle]'§! and successfully corrupt [FromFrom.GetHerHim].;Pour réussir cette mission, faites un clic droit sur le portrait [FromFrom.Get_du_Title]§Y[FromFrom.GetTitledFirstName]§!, sélectionnez (et menez à bien) §Y'Corrompre un [FromFrom.Religion.GetPriestTitle]'§!.;Um diese Mission abzuschließen, rechtsklickt auf das Porträt von §Y[FromFrom.GetTitledFirstName]§!, wählt "§Y[FromFrom.Religion.GetPriestTitle]§! korrumpieren" und korrumpiert [FromFrom.GetHerHim].;;Para completar esta misión, haz clic con el botón secundario en el retrato de §Y[FromFrom.GetTitledFirstName]§! y selecciona §YCorromper a [FromFrom.Religion.GetPriestTitle]§!.;;;;;;;;;x
quest_devil_worshipers_desecrate_temple;Desecrate the Temple of [FromFrom.GetName];Profaner le temple de [FromFrom.GetName];Schändet [FromFrom.GetHolding] von [FromFrom.GetName];;Profanar el/la [FromFrom.GetHolding] de [FromFrom.GetName];;;;;;;;;x
quest_the_devil_worshipers_sacrifice_ruler;Sacrifice a Ruler;Sacrifier un souverain;Einen Herrscher opfern;;Sacrificar a un gobernante;;;;;;;;;x
quest_the_devil_worshipers_sacrifice_ruler_desc;The powerful and mighty [Root.GetDWDevil] takes and gives. While we are rewarded with powers far beyond what most kings and queens ever dream of, everything has a price. [Root.GetDWDevil] demands payment in blood and souls. Offer them the life of a powerful ruler.;[Root.GetDWDevil] avec sa puissance, prend et donne. Bien que nous soyons récompensés avec des pouvoirs qui vont au-delà de ce dont les rois et les reines ont toujours rêvé, tout a un prix. [Root.GetDWDevil] exige un paiement avec du sang et des âmes. Prenez la vie d'un puissant souverain, en guise d'offrande.;[Root.GetDWDevil] nimmt und [Root.GetDWDevil] gibt. Auch wenn wir Kräfte erhalten, die jenseits all dessen sind, was selbst Könige und Königinnen sich erträumen können, hat alles seinen Preis. [Root.GetDWDevil] verlangt, in Blut und Seelen bezahlt zu werden. Bietet [Root.Getihmihr] das Leben eines mächtigen Herrschers dar.;;[Root.GetDWDevil] es una divinidad poderosa capaz de dar y quitar. Sus fieles recibimos poderes que ya quisieran los monarcas más poderosos, pero todo en esta vida tiene un precio. [Root.GetDWDevil] exige sangre y almas. Ofrécele la vida de un gobernante fuerte.;;;;;;;;;x
quest_the_devil_worshipers_sacrifice_ruler_tooltip;To complete this mission, §Gright-click§! on the portrait of a prisoner in your dungeons who is a landed ruler and select §Y'Sacrifice to [Root.GetDWDevil]'§!.;Pour réussir cette mission, faites un clic droit sur le portrait d'un de vos prisonniers qui possède des terres et sélectionnez §Y'Sacrifier à [Root.GetDWDevil]'§!.;Um diese Mission abzuschließen, rechtsklickt auf das Porträt eines Gefangenen in Euren Kerkern mit Rechtsanspruch auf ein Land und wählt "§YFür [Root.GetDWDevil] opfern§!".;;Para completar esta misión, haz clic con el botón secundario en el retrato de un terrateniente preso en la mazmorra y selecciona §YHonrar a [Root.GetDWDevil]§!.;;;;;;;;;x
quest_the_devil_worshipers_sacrifice_holy_person;Sacrifice a Holy Person;Sacrifier une sainte personne;Einen Glaubensanhänger opfern;;Sacrificar a un religioso;;;;;;;;;x
quest_the_devil_worshipers_sacrifice_holy_person_desc;The powerful and mighty [Root.GetDWDevil] takes and gives. While we are rewarded with powers far beyond what most kings and queens ever dream of, everything has a price. [Root.GetDWDevil] demands payment in blood and souls. Offer them someone who pledged their life to [Root.Religion.GetHighGodName].;[Root.GetDWDevil] avec sa puissance, prend et donne. Bien que nous soyons récompensés avec des pouvoirs qui vont au-delà de ce dont les rois et les reines ont toujours rêvé, tout a un prix. [Root.GetDWDevil] exige un paiement avec du sang et des âmes. Prenez la vie de quelqu'un qui voue sa vie [Root.Get_au_HighGod][Root.Religion.GetHighGodName], en guise d'offrande.;[Root.GetDWDevil] nimmt und [Root.GetDWDevil] gibt. Auch wenn wir Kräfte erhalten, die jenseits all dessen sind, was selbst Könige und Königinnen sich erträumen können, hat alles seinen Preis. [Root.GetDWDevil] verlangt, in Blut und Seelen bezahlt zu werden. Bietet [Root.Getihmihr] jemanden dar, der sein Leben [Root.Religion.GetHighGodName] verschrieben hat.;;[Root.GetDWDevil] es una divinidad poderosa capaz de dar y quitar. Sus fieles recibimos poderes que ya quisieran los monarcas más poderosos, pero todo en esta vida tiene un precio. [Root.GetDWDevil] exige sangre y almas. Ofrécele a alguien que haya consagrado su vida a [Root.Religion.GetHighGodName].;;;;;;;;;x
quest_the_devil_worshipers_sacrifice_holy_person_tooltip;To complete this mission, §Gright-click§! on the portrait of a prisoner in your dungeons who is a [Root.Religion.GetPriestTitle] or an ascetic and select §Y'Sacrifice to [Root.GetDWDevil]'§!.;Pour réussir cette mission, faites un clic droit sur le portrait d'un de vos prisonniers qui est [Root.Religion.GetPriestTitle] ou ascète, et sélectionnez §Y'Sacrifier à [Root.GetDWDevil]'§!.;Um diese Mission abzuschließen, rechtsklickt auf das Porträt eines Gefangenen in Euren Kerkern, der den Titel "[Root.Religion.GetPriestTitle]" trägt oder ein Asket ist, und wählt "§YFür [Root.GetDWDevil] opfern§!".;;Para completar esta misión, haz clic con el botón secundario en el retrato de un asceta preso en la mazmorra y selecciona §YHonrar a [Root.GetDWDevil]§!.;;;;;;;;;x
quest_the_devil_worshipers_sacrifice_virgin;Sacrifice a Virgin;Sacrifier une personne vierge;Eine Jungfrau opfern;;Sacrificar a alguien virgen;;;;;;;;;x
quest_the_devil_worshipers_sacrifice_virgin_desc;The powerful and mighty [Root.GetDWDevil] takes and gives. While we are rewarded with powers far beyond what most kings and queens ever dream of, everything has a price. [Root.GetDWDevil] demands payment in blood and souls. Offer them the life of someone who has never known love.;[Root.GetDWDevil] avec sa puissance, prend et donne. Bien que nous soyons récompensés avec des pouvoirs qui vont au-delà de ce dont les rois et les reines ont toujours rêvé, tout a un prix. [Root.GetDWDevil] exige un paiement avec du sang et des âmes. Prenez la vie de quelqu'un qui n'a jamais connu l'amour, en guise d'offrande.;[Root.GetDWDevil] nimmt und [Root.GetDWDevil] gibt. Auch wenn wir Kräfte erhalten, die jenseits all dessen sind, was selbst Könige und Königinnen sich erträumen können, hat alles seinen Preis. [Root.GetDWDevil] verlangt, in Blut und Seelen bezahlt zu werden. Bietet [Root.Getihmihr] das Leben von jemandem dar, der noch nie geliebt hat.;;[Root.GetDWDevil] es una divinidad poderosa capaz de dar y quitar. Sus fieles recibimos poderes que ya quisieran los monarcas más poderosos, pero todo en esta vida tiene un precio. [Root.GetDWDevil] exige sangre y almas. Ofrécele la vida de alguien que nunca haya conocido el amor.;;;;;;;;;x
quest_the_devil_worshipers_sacrifice_virgin_tooltip;To complete this mission, §Gright-click§! on the portrait of a prisoner in your dungeons who is a virgin and select §Y'Sacrifice to [Root.GetDWDevil]'§!. Children, chaste and ascetic characters are likely virgins.;Pour réussir cette mission, faites un clic droit sur le portrait d'un de vos prisonniers qui est vierge (les personnages enfants, chastes et ascétiques correspondent), et sélectionnez §Y'Sacrifier à [Root.GetDWDevil]'§!.;Um diese Mission abzuschließen, rechtsklickt auf das Porträt eines Gefangenen in Euren Kerkern, der eine Jungfrau ist, und wählt "§YFür [Root.GetDWDevil] opfern§!". Kinder sowie keusche und asketische Personen gelten als Jungfrauen.;;Para completar esta misión, haz clic con el botón secundario en el retrato de un preso virgen de la mazmorra y selecciona §YHonrar a [Root.GetDWDevil]§!. Los niños, los ascetas y los personajes castos suelen cumplir este requisito.;;;;;;;;;x
quest_the_devil_worshipers_sacrifice_dwarf;Sacrifice a Dwarf;Sacrifier un nain;Einen Zwerg opfern;;Sacrificar a un enano;;;;;;;;;x
quest_the_devil_worshipers_sacrifice_dwarf_desc;The powerful and mighty [Root.GetDWDevil] takes and gives. While we are rewarded with powers far beyond what most kings and queens ever dream of, everything has a price. [Root.GetDWDevil] demands payment in blood and souls. Offer them the life of a dwarf.;[Root.GetDWDevil] avec sa puissance, prend et donne. Bien que nous soyons récompensés avec des pouvoirs qui vont au-delà de ce dont les rois et les reines ont toujours rêvé, tout a un prix. [Root.GetDWDevil] exige un paiement avec du sang et des âmes. Prenez la vie d'un nain, en guise d'offrande.;[Root.GetDWDevil] nimmt und [Root.GetDWDevil] gibt. Auch wenn wir Kräfte erhalten, die jenseits all dessen sind, was selbst Könige und Königinnen sich erträumen können, hat alles seinen Preis. [Root.GetDWDevil] verlangt, in Blut und Seelen bezahlt zu werden. Bietet [Root.Getihmihr] das Leben eines Zwergs dar.;;[Root.GetDWDevil] es una divinidad poderosa capaz de dar y quitar. Sus fieles recibimos poderes que ya quisieran los monarcas más poderosos, pero todo en esta vida tiene un precio. [Root.GetDWDevil] exige sangre y almas. Ofrécele la vida de un enano.;;;;;;;;;x
quest_the_devil_worshipers_sacrifice_dwarf_tooltip;To complete this mission, §Gright-click§! on the portrait of a prisoner in your dungeons who is a dwarf and select §Y'Sacrifice to [Root.GetDWDevil]'§!.;Pour réussir cette mission, faites un clic droit sur le portrait d'un de vos prisonniers qui est un nain, et sélectionnez §Y'Sacrifier à [Root.GetDWDevil]'§!.;Um diese Mission abzuschließen, rechtsklickt auf das Porträt eines Gefangenen in Euren Kerkern, der ein Zwerg ist, und wählt "§YFür [Root.GetDWDevil] opfern§!".;;Para completar esta misión, haz clic con el botón secundario en el retrato de un enano preso y selecciona §YHonrar a [Root.GetDWDevil]§!.;;;;;;;;;x
quest_the_devil_worshipers_demonic_impregnation;Spawn of [Root.GetDWDevil];Descendance [Root.GetDWDevilDuDela];Inkarnation von [Root.GetDWDevil];;Semilla de [Root.GetDWDevil];;;;;;;;;x
quest_the_devil_worshipers_demonic_impregnation_desc;The time has come for the embodied spawn of [Root.GetDWDevil] to enter this world and bring about a new era of glorious majesty. This child will lead humankind to a great future where we, the true followers, shall rule empires. The honor of choosing the unholy mother has fallen upon you.;Le temps est venu pour la progéniture [Root.GetDWDevilDuDela] d'entrer dans ce monde et de provoquer une nouvelle ère de majesté glorieuse. Cet enfant conduira l'humanité à un grand avenir où nous, les vrais disciples, régnerons sur des empires. L'honneur de choisir la mère impie vous revient.;Die Zeit ist gekommen, dass die Inkarnation von [Root.GetDWDevil] diese Welt betritt und eine neue Ära ruhmreicher Pracht einläutet. Dieses Kind wird die Menschheit in eine große Zukunft führen, in der wir, die wahren Anhänger, über Imperien herrschen werden. Die Ehre der Wahl einer unheiligen Mutter ist Euch zugefallen.;;Ha llegado la hora de que el mundo reciba a un engendro de [Root.GetDWDevil] para que dé comienzo una nueva era majestuosa. Este retoño guiará a la humanidad hacia un nuevo futuro en el que los verdaderos fieles gobernaremos imperios. El honor de elegir a la impía madre de la criatura es tuyo.;;;;;;;;;x
quest_the_devil_worshipers_demonic_possession;Demonic Possession;Posséder par le démon;Vom Teufel besessen;;Posesión demoníaca;;;;;;;;;x
quest_the_devil_worshipers_demonic_possession_desc;Our almighty [Root.GetDWDevil] needs all sort of servants. For some missions, a true [Root.GetDWMagician] is needed. Other and more menial tasks, however, do not require the same kind of power and wit. Place §Y[FromFrom.GetTitledFirstName]§! under your control and have them carry out [Root.GetDWDevil]'s wishes.;[Root.GetDWDevil] a besoin de toute sorte de serviteurs. Pour certaines missions, un[Root.GetNoneE] vrai[Root.GetNoneE] [Root.GetDWMagician] est nécessaire. D'autres tâches inférieures ne requièrent pas le même genre de pouvoir ni d'intelligence. Placez [FromFrom.Get_le_Title]§Y[FromFrom.GetTitledFirstName]§! sous votre contrôle et faites-[FromFrom.GetLeLa] mettre à exécution les souhaits [Root.GetDWDevilDuDela].;[Root.GetDWDevil] braucht alle Arten von Dienern. Für einige Missionen wird [Root.Geteineine] wahre[Root.GetMrMale] [Root.GetDWMagician] benötigt. Andere und gewöhnlichere Aufgaben wiederum erfordern nicht dieselbe Art von Macht und Wissen. Bringt §Y[FromFrom.GetTitledFirstName]§! dazu, die Wünsche von [Root.GetDWDevil] auszuführen.;;[Root.GetDWDevil] necesita todo tipo de sirvientes. Para algunas tareas necesita a [Root.GetDWMagician]s, pero para otras más mundanas no precisa de siervos con tanto poder e ingenio. Somete a §Y[FromFrom.GetTitledFirstName]§! para que haga realidad los deseos de [Root.GetDWDevil].;;;;;;;;;x
quest_the_devil_worshipers_demonic_possession_tooltip;To complete this mission, §Gright-click§! on the portrait of §Y[FromFrom.GetTitledFirstName]§!, select §Y'Demonic Possession'§! and successfully enthrall [FromFrom.GetHerHim].;Pour réussir cette mission, faites un clic droit sur le portrait [FromFrom.Get_du_Title]§Y[FromFrom.GetTitledFirstName]§!, sélectionnez §Y'Posséder par le démon'§! et ensorcelez-[FromFrom.GetLeLa] avec succès.;Um diese Mission abzuschließen, rechtsklickt auf das Porträt von §Y[FromFrom.GetTitledFirstName]§!, wählt "§YVom Teufel besessen§!" und macht [FromFrom.GetHerHim] Euch gefügig.;;Para completar esta misión, haz clic con el botón secundario en el retrato de §Y[FromFrom.GetTitledFirstName]§! y selecciona §YPosesión demoníaca§!.;;;;;;;;;x
devil_worshipers_summon_familiar_desc;As a practitioner of [Root.GetDWDarkMagic], §Y[Root.GetTitledFirstName]§! can summon a familiar of [Root.GetHerHis] choice. This supernatural guardian will grant §Y[Root.GetTitledFirstName]§! its powers by increasing [Root.GetHerHis] attributes.;Puisque [Root.Get_le_Title]§Y[Root.GetTitledFirstName]§! pratique [Root.GetDWDarkMagic], [Root.GetIlElle] peut faire appel à un animal familier de son choix. Ce protecteur surnaturel lui accordera ses pouvoirs en augmentant ses compétences.;§Y[Root.GetTitledFirstName]§! praktiziert [Root.GetDWDarkMagic] und kann einen Vertrauten [Root.GetHerHis]er Wahl herbeirufen. Dieser übernatürliche Wächter erhöht die Attribute von §Y[Root.GetTitledFirstName]§! und verleiht [Root.Getihmihr] so seine Macht.;;§Y[Root.GetTitledFirstName]§! puede invocar al espectro que desee con [Root.GetDWDarkMagic]. Este guardián sobrenatural le prestará sus poderes y mejorará sus atributos.;;;;;;;;;x
devil_worshipers_summon_familiar_power_desc;Enables §Gright-clicking§! on your character's portrait to Summon a Familiar, in exchange for §Y[Root.Society.GetCurrency]§!.;Permet d'invoquer un animal familier, en échange de §Y[Root.Society.GetCurrency]§!.\n(Faites un clic droit sur votre portrait);Ermöglicht das Rechtsklicken auf das Porträt Eures Charakters, um für §Y[Root.Society.GetCurrency]§! einen Vertrauten zu beschwören.;;Activa el clic con el botón secundario en el retrato de tu personaje para invocar un espectro a cambio de §Y[Root.Society.GetCurrency]§!.;;;;;;;;;x
devil_worshipers_dark_divorce_power_desc;Enables §Gright-clicking§! the portrait of your spouse in order to annul your marriage, in the name of [Root.GetDWDevil], in exchange for §Y[Root.Society.GetCurrency]§!. Your spouse will be no more.;Permet d'annuler votre mariage, au nom [Root.GetDWDevilDuDela], en échange de §Y[Root.Society.GetCurrency]§!. Votre [Root.GetHusbandWifeOpp] ne sera plus.\n(Faites un clic droit sur le portrait de votre [Player.GetHusbandWifeOpp]);Ermöglicht das Rechtsklicken auf das Porträt Eures Ehepartners, um im Namen von [Root.GetDWDevil] für §Y[Root.Society.GetCurrency]§! Eure Heirat zu annullieren. Euer Ehepartner wird verschwinden.;;Activa el clic con el botón secundario en el retrato de tu cónyuge para anular tu matrimonio en nombre de [Root.GetDWDevil] y a cambio de §Y[Root.Society.GetCurrency]§!. Tu cónyuge dejará de existir.;;;;;;;;;x
devil_worshipers_dark_healing_power_desc;Enables §Gright-clicking§! on your character's portrait in order to perform a dark ritual to heal yourself, in exchange for §Y[Root.Society.GetCurrency]§!.;Permet d'exécuter un rituel maléfique pour vous soigner, en échange de §Y[Root.Society.GetCurrency]§!.\n(Faites un clic droit sur votre portrait);Ermöglicht das Rechtsklicken auf das Porträt Eures Charakters, um für §Y[Root.Society.GetCurrency]§! ein dunkles Ritual zu Eurer eigenen Heilung durchzuführen.;;Activa el clic con el botón secundario en el retrato de tu personaje para llevar a cabo un ritual oscuro para curarte a cambio de §Y[Root.Society.GetCurrency]§!.;;;;;;;;;x
devil_worshipers_invite_disciple_of_devil_power_desc;Enables the decision to invite a member of §Y[Root.Society.GetName]§! to join you at your court, in exchange for §Y[Root.Society.GetCurrency]§!.;Permet la décision d'inviter un membre [Root.Get_du_Society]§Y[Root.Society.GetName]§! à rejoindre votre Cour, en échange de §Y[Root.Society.GetCurrency]§!.;Ermöglicht die Entscheidung, für §Y[Root.Society.GetCurrency]§! ein Mitglied des "§Y[Root.Society.GetName]§!"-Zirkels dazu einzuladen, sich Euch an Eurem Hof anzuschließen.;;Activa la decisión de invitar a un miembro de §Y[Root.Society.GetName]§! a unirse a tu corte a cambio de §Y[Root.Society.GetCurrency]§!.;;;;;;;;;x
devil_worshipers_prolong_life_power_desc;Enables §Gright-clicking§! the portraits of your children in an attempt to steal their life force, in exchange for §Y[Root.Society.GetCurrency]§!.;Permet de voler la force de vie de vos enfants, en échange de §Y[Root.Society.GetCurrency]§!.\n(Faites un clic droit sur leurs portraits);Ermöglicht das Rechtsklicken auf die Porträts Eurer Kinder, um zu versuchen, ihnen für §Y[Root.Society.GetCurrency]§! die Lebenskraft zu rauben.;;Activa el clic con el botón secundario en los retratos de tus hijos para intentar arrebatarles la fuerza vital a cambio de §Y[Root.Society.GetCurrency]§!.;;;;;;;;;x
