#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
VIETtraits.14.desc;Longshanks;;;;;;;;;;;;;x
VIETtraits.14.a;Longshanks;;;;;;;;;;;;;x
VIETtraits.15.desc;Longshanks;;;;;;;;;;;;;x
VIETtraits.15.a;Longshanks;;;;;;;;;;;;;x
VIETtraits.16.desc;Longshanks;;;;;;;;;;;;;x
VIETtraits.16.a;Longshanks;;;;;;;;;;;;;x
VIETtraits.17.desc;Longshanks;;;;;;;;;;;;;x
VIETtraits.17.a;Longshanks;;;;;;;;;;;;;x
VIETtraits.18.desc;Longshanks;;;;;;;;;;;;;x
VIETtraits.18.a;Longshanks;;;;;;;;;;;;;x
VIETtraits.19.desc;Longshanks;;;;;;;;;;;;;x
VIETtraits.19.a;Longshanks;;;;;;;;;;;;;x
