ca_bowyer_3;Small Bowyer and Practice Range;;;;;;;;;;;;;x
ca_bowyer_3_desc;A small enclosed area where bows are made and archers practice.;;;;;;;;;;;;;x
ca_bowyer_4;Small Bowyer and Practice Range;;;;;;;;;;;;;x
ca_bowyer_4_desc;A small enclosed area where bows are made and archers practice.;;;;;;;;;;;;;x
ca_bowyer_5;Bowyer and Practice Range;;;;;;;;;;;;;x
ca_bowyer_5_desc;An open area where bows are made and archers practice.;;;;;;;;;;;;;x
ca_bowyer_6;Bowyer and Practice Range;;;;;;;;;;;;;x
ca_bowyer_6_desc;An open area where bows are made and archers practice.;;;;;;;;;;;;;x
ca_bowyer_7;Large Bowyer and Practice Range;;;;;;;;;;;;;x
ca_bowyer_7_desc;A large open area where bows are made and archers practice.;;;;;;;;;;;;;x
ca_bowyer_8;Large Bowyer and Practice Range;;;;;;;;;;;;;x
ca_bowyer_8_desc;A large open area where bows are made and archers practice.;;;;;;;;;;;;;x
ca_bowyer_9;Archer Training Grounds;;;;;;;;;;;x
ca_bowyer_9_desc;An extremely large open area where bows are made and hundreds of archers practice.;;;;;;;;;;;x
ca_bowyer_10;Archery District;;;;;;;;;;;x
ca_bowyer_10_desc;An whole district dedicated to Archery pursuits, where bows are made and hundreds of archers practice.;;;;;;;;;;;x
ca_bowyer_11;Elven Bowmen;;;;;;;;;;;x
ca_bowyer_11_desc;Elves are widely regarded as the best bowmen.;;;;;;;;;;;x
ca_bowyer_12;Elven Bow Specialists;;;;;;;;;;;x
ca_bowyer_12_desc;The Elves have dedicated themselves to Archery, they are the best of the best.;;;;;;;;;;;x
ca_stables_1;Tiny Stable;;;;;;;;;;;;;x
ca_stables_1_desc;A small building housing a few horses used for war.;;;;;;;;;;;;;x
ca_stables_2;Tiny Stable;;;;;;;;;;;;;x
ca_stables_2_desc;A small building housing a few horses used for war.;;;;;;;;;;;;;x
ca_stables_3;Small Stable;;;;;;;;;;;;;x
ca_stables_3_desc;A building housing horses used for war.;;;;;;;;;;;;;x
ca_stables_4;Small Stable;;;;;;;;;;;;;x
ca_stables_4_desc;A building housing horses used for war.;;;;;;;;;;;;;x
ca_stables_5;Stable;;;;;;;;;;;;;x
ca_stables_5_desc;A few buildings which house horses for war along with the weapons used by the horsemen.;;;;;;;;;;;;;x
ca_stables_6;Stable;;;;;;;;;;;;;x
ca_stables_6_desc;A few buildings which house horses for war along with the weapons used by the horsemen.;;;;;;;;;;;;;x
ca_stables_7;Large Stable;;;;;;;;;;;;;x
ca_stables_7_desc;A collection of buildings which house horses and help prepare horsemen for war.;;;;;;;;;;;;;x
ca_stables_8;Large Stable;;;;;;;;;;;;;x
ca_stables_8_desc;A collection of buildings which house horses and help prepare horsemen for war.;;;;;;;;;;;;;x
ca_stables_9;Stable Complex;;;;;;;;;;;;;x
ca_stables_9_desc;A large collection of buildings which house horses and help prepare horsemen for war, and which also offers quarters for the stable workers.;;;;;;;;;;;;;x
ca_ranches_1;Marked Horsegrounds;;;;;;;;;;;;;x
ca_ranches_1_desc;An area marked off for the care and training of horses.;;;;;;;;;;;;;x
ca_ranches_2;Roped Horsegrounds;;;;;;;;;;;;;x
ca_ranches_2_desc;A roped off area for the care and training of horses.;;;;;;;;;;;;;x
ca_ranches_3;Fenced Horsegrounds;;;;;;;;;;;;;x
ca_ranches_3_desc;A fenced off area for the care and training of a horse.;;;;;;;;;;;;;x
ca_ranches_4;Personal Stables;;;;;;;;;;;;;x
ca_ranches_4_desc;A building for housing and care of horses.;;;;;;;;;;;;;x
ca_ranches_5;Large Personal Stables;;;;;;;;;;;;;x
ca_ranches_5_desc;A large building for the housing and care of horses.;;;;;;;;;;;;;x
ca_ranches_6;Horse Barns;;;;;;;;;;;;;x
ca_ranches_6_desc;A barn with all the requirements for the basic care and housing of horses.;;;;;;;;;;;;;x
ca_ranches_7;Commune Barn;;;;;;;;;;;;;x
ca_ranches_7_desc;A large Public barn for community upkeep of horses.;;;;;;;;;;;;;x
ca_ranches_8;Commune Stables;;;;;;;;;;;;;x
ca_ranches_8_desc;A collection of tables for public care and housing of the community's horses.;;;;;;;;;;;;;x
ca_ranches_9;Commune Stable Complex;;;;;;;;;;;;;x
ca_ranches_9_desc;Public stables with provisions for everything required for the care of the community's horses.;;;;;;;;;;;;;x
ca_swan_knights_1;Knights of Dol Amroth;;;;;;;;;;;;;x
ca_swan_knights_1_desc;A small contingent of Swan Knights have set up in the area.;;;;;;;;;;;;;x
ca_swan_knights_2;Knights of Dol Amroth;;;;;;;;;;;;;x
ca_swan_knights_2_desc;A moderate contingent of Swan Knights have set up in the area.;;;;;;;;;;;;;x
ca_swan_knights_3;Knights of Dol Amroth;;;;;;;;;;;;;x
ca_swan_knights_3_desc;A full contingent of Swan Knights have set up in the area;;;;;;;;;;;;;x
ca_training_grounds_1;Tiny Training Ground;;;;;;;;;;;;;x
ca_training_grounds_1_desc;A tiny space for troops to learn tactics and increase fighting strength.;;;;;;;;;;;;;x
ca_training_grounds_2;Tiny Training Ground;;;;;;;;;;;;;x
ca_training_grounds_2_desc;A tiny space for troops to learn tactics and increase fighting strength.;;;;;;;;;;;;;x
ca_training_grounds_3;Small Training Ground;;;;;;;;;;;;;x
ca_training_grounds_3_desc;A small space for troops to learn tactics and increase fighting strength.;;;;;;;;;;;;;x
ca_training_grounds_4;Small Training Ground;;;;;;;;;;;x
ca_training_grounds_4_desc;A open small space for troops to learn tactics and increase fighting strength.;;;;;;;;;;;x
ca_farms_1;Tiny Household Farm;;;;;;;;;;;x
ca_farms_1_desc;A tiny household farm.;;;;;;;;;;;x
ca_farms_2;Small Household Farm;;;;;;;;;;;x
ca_farms_2_desc;A small household farm.;;;;;;;;;;;x
ca_farms_3;Small Farm;;;;;;;;;;;x
ca_farms_3_desc;A small farm.;;;;;;;;;;;x
ca_farms_4;Farm;;;;;;;;;;;x
ca_farms_4_desc;A farm.;;;;;;;;;;;x
ca_farms_5;Large Farm;;;;;;;;;;;x
ca_farms_5_desc;A large farm.;;;;;;;;;;;x
ca_farms_6;Farm Complex;;;;;;;;;;;x
ca_farms_6_desc;A collection of local farms.;;;;;;;;;;;x
ca_farms_7;Farm Network;;;;;;;;;;;x
ca_farms_7_desc;A network of regional farms.;;;;;;;;;;;x
ca_farms_8;Guarded Farm Network;;;;;;;;;;;x
ca_farms_8_desc;Guards are protecting the farms.;;;;;;;;;;;x
ca_farms_9;Extensive Farm Supply Network;;;;;;;;;;;x
ca_farms_9_desc;Farms are guarded, large, and now have supply depots.;;;;;;;;;;;x
ca_wheat_1;Tiny Household Wheat Farm;;;;;;;;;;;x
ca_wheat_1_desc;A tiny household farm, specialising in Wheat.;;;;;;;;;;;x
ca_wheat_2;Small Household Farm;;;;;;;;;;;x
ca_wheat_2_desc;A small household farm, specialising in Wheat.;;;;;;;;;;;x
ca_wheat_3;Small Farm;;;;;;;;;;;x
ca_wheat_3_desc;A small farm, specialising in Wheat.;;;;;;;;;;;x
ca_wheat_4;Farm;;;;;;;;;;;x
ca_wheat_4_desc;A farm, specialising in Wheat.;;;;;;;;;;;x
ca_wheat_5;Large Farm;;;;;;;;;;;x
ca_wheat_5_desc;A large farm, specialising in Wheat.;;;;;;;;;;;x
ca_wheat_6;Farm Complex;;;;;;;;;;;x
ca_wheat_6_desc;A collection of local farms, specialising in Wheat.;;;;;;;;;;;
ca_wheat_7;Farm Network;;;;;;;;;;;x
ca_wheat_7_desc;A network of regional farms, specialising in Wheat.;;;;;;;;;;;x
ca_wheat_8;Guarded Farm Network;;;;;;;;;;;x
ca_wheat_8_desc;Guards are protecting the farms, specialising in Wheat.;;;;;;;;;;;x
ca_wheat_9;Extensive Farm Supply Network;;;;;;;;;;;x
ca_wheat_9_desc;Farms are guarded, large, and now have supply depots, specialising in Wheat.;;;;;;;;;;;x
ca_elf_crafts_1;Craft Table;;;;;;;;;;;x
ca_elf_crafts_1_desc;A table in the Bungalow dedicated to Crafts.;;;;;;;;;;;x
ca_elf_crafts_2;Craft Room;;;;;;;;;;;x
ca_elf_crafts_2_desc;A room in the Bungalow dedicated to Crafts.;;;;;;;;;;;x
ca_elf_crafts_3;Large Craft Room;;;;;;;;;;;x
ca_elf_crafts_3_desc;A large room in the Bungalow dedicated to Crafts.;;;;;;;;;;;x
ca_elf_crafts_4;Small Craft Wing;;;;;;;;;;;x
ca_elf_crafts_4_desc;A small, unused wing of the Bungalow dedicated to Crafts.;;;;;;;;;;;x
ca_elf_crafts_5;Craft Wing;;;;;;;;;;;x
ca_elf_crafts_5_desc;A refitted wing of the Bungalow dedicated to Crafts.;;;;;;;;;;;x
ca_elf_crafts_6;Large Craft Wing;;;;;;;;;;;x
ca_elf_crafts_6_desc;A custom wing of the Bungalow built to accomidate Crafting.;;;;;;;;;;;x
ca_elf_crafts_7;Crafting Building;;;;;;;;;;;x
ca_elf_crafts_7_desc;A converted shed dedicated to Crafts.;;;;;;;;;;;x
ca_elf_crafts_8;Crafting House;;;;;;;;;;;x
ca_elf_crafts_8_desc;A new house built to house all Crafting Requirements.;;;;;;;;;;;x
ca_elf_crafts_9;Crafting District;;;;;;;;;;;x
ca_elf_crafts_9_desc;A whole district dedicted to Crafting production.;;;;;;;;;;;x
ca_mines_1;Tiny Mine;;;;;;;;;;;x
ca_mines_1_desc;A tiny Mine.;;;;;;;;;;;x
ca_mines_2;Small Mine;;;;;;;;;;;x
ca_mines_2_desc;A small Mine.;;;;;;;;;;;x
ca_mines_3;Small Mine;;;;;;;;;;;x
ca_mines_3_desc;A small Mine.;;;;;;;;;;;x
ca_mines_4;Mine;;;;;;;;;;;x
ca_mines_4_desc;A Mine.;;;;;;;;;;;x
ca_mines_5;Large Mine;;;;;;;;;;;x
ca_mines_5_desc;A large Mine.;;;;;;;;;;;x
ca_mines_6;Deep Mine;;;;;;;;;;;x
ca_mines_6_desc;A Mine dug deep.;;;;;;;;;;;x
ca_mines_7;Mine Network;;;;;;;;;;;x
ca_mines_7_desc;A network of regional Mines.;;;;;;;;;;;x
ca_mines_8;Guarded Mine Network;;;;;;;;;;;x
ca_mines_8_desc;Guards are protecting the Mines.;;;;;;;;;;;x
ca_mines_9;Extensive Mine Network;;;;;;;;;;;x
ca_mines_9_desc;Mines are guarded, large, and now have supply depots.;;;;;;;;;;;x
ca_butchers_1;Meatcutter;;;;;;;;;;;x
ca_butchers_1_desc;A local meatcutter.;;;;;;;;;;;x
ca_butchers_2;Meatcutter's Hut;;;;;;;;;;;x
ca_butchers_2_desc;A small mobile hut to house the Meatcutter.;;;;;;;;;;;x
ca_butchers_3;Meatcutter's House;;;;;;;;;;;x
ca_butchers_3_desc;A permanent house for the Meatcutter.;;;;;;;;;;;x
ca_butchers_4;Meatcutting Team;;;;;;;;;;;x
ca_butchers_4_desc;A team of meatcutters to provide local demands.;;;;;;;;;;;x
ca_butchers_5;Meatcutting Teams;;;;;;;;;;;x
ca_butchers_5_desc;Several teams of meatcutters to meet local meat production.;;;;;;;;;;;x
ca_butchers_6;Butcher Shop;;;;;;;;;;;x
ca_butchers_6_desc;A professionalized shop to meet meat manufacturing.;;;;;;;;;;;x
ca_butchers_7;Large Butcher Shop;;;;;;;;;;;x
ca_butchers_7_desc;A large shop housing several professional meatcutters.;;;;;;;;;;;x
ca_butchers_8;Meat Market;;;;;;;;;;;x
ca_butchers_8_desc;A market of several Butcher shops.;;;;;;;;;;;x
ca_butchers_9;Extensive Meat Market;;;;;;;;;;;x
ca_butchers_9_desc;An extensive market of Butcher shops, displaying numerable prime cuts of meat.;;;;;;;;;;;x
ca_furnaces_1;Metalworker;;;;;;;;;;;x
ca_furnaces_1_desc;A local metalworker.;;;;;;;;;;;x
ca_furnaces_2;Metalworker's Hut;;;;;;;;;;;x
ca_furnaces_2_desc;A small mobile hut to house the Metalworker.;;;;;;;;;;;x
ca_furnaces_3;Metalworker's House;;;;;;;;;;;x
ca_furnaces_3_desc;A permanent house for the Metalworker.;;;;;;;;;;;x
ca_furnaces_4;Apprenticeship;;;;;;;;;;;x
ca_furnaces_4_desc;An apprentice to the Metalworker.;;;;;;;;;;;x
ca_furnaces_5;Metalworking Teams;;;;;;;;;;;x
ca_furnaces_5_desc;Several metalworkers and their apprentices have set up in the area.;;;;;;;;;;;x
ca_furnaces_6;Smithery;;;;;;;;;;;x
ca_furnaces_6_desc;A professionalized smithery.;;;;;;;;;;;x
ca_furnaces_7;Large Smithery;;;;;;;;;;;x
ca_furnaces_7_desc;A large professionalized structure housing several metalworking teams.;;;;;;;;;;;x
ca_furnaces_8;Smithing Grounds;;;;;;;;;;;x
ca_furnaces_8_desc;A designated area housing several Metalshops.;;;;;;;;;;;x
ca_furnaces_9;Extensive Smithing Grounds;;;;;;;;;;;x
ca_furnaces_9_desc;A full market catering to the needs of Smiths, the smoke from the burning wood can be smelled miles away.;;;;;;;;;;;x
ca_markets_1;Tiny Market;;;;;;;;;;;;;x
ca_markets_1_desc;A tiny market has been built.;;;;;;;;;;;;;x
ca_markets_2;Small Market;;;;;;;;;;;;;x
ca_markets_2_desc;A small market has been built.;;;;;;;;;;;;;x
ca_markets_3;Market;;;;;;;;;;;;;x
ca_markets_3_desc;A market has been built.;;;;;;;;;;;;;x
ca_markets_4;Market;;;;;;;;;;;;;x
ca_markets_4_desc;A market has been built.;;;;;;;;;;;;;x
ca_markets_5;Large Market;;;;;;;;;;;;;x
ca_markets_5_desc;A large market has been built.;;;;;;;;;;;;;x
ca_markets_6;Large Market;;;;;;;;;;;;;x
ca_markets_6_desc;A large market has been built.;;;;;;;;;;;;;x
ca_markets_7;Full Market;;;;;;;;;;;;;x
ca_markets_7_desc;A bustling market has been built.;;;;;;;;;;;;;x
ca_markets_8;Full Market;;;;;;;;;;;;;x
ca_markets_8_desc;A bustling market has been built.;;;;;;;;;;;;;x
ca_pipeweed_1;Small Pipeweed Patch;;;;;;;;;;;;;x
ca_pipeweed_1_desc;A small patch of Pipeweed.;;;;;;;;;;;;;x
ca_pipeweed_2;Pipeweed Patch;;;;;;;;;;;;;x
ca_pipeweed_2_desc;A patch of Pipeweed.;;;;;;;;;;;;;x
ca_pipeweed_3;Large Pipeweed Patch;;;;;;;;;;;;;x
ca_pipeweed_3_desc;A large patch of Pipeweed.;;;;;;;;;;;;;x
ca_pipeweed_4;Small Pipeweed Plot;;;;;;;;;;;;;x
ca_pipeweed_4_desc;A small plot of land dedicated to Pipeweed.;;;;;;;;;;;;;x
ca_pipeweed_5;Pipeweed Plot;;;;;;;;;;;;;x
ca_pipeweed_5_desc;A plot of land dedicated to Pipeweed.;;;;;;;;;;;;;x
ca_pipeweed_6;Large Pipeweed Plot;;;;;;;;;;;;;x
ca_pipeweed_6_desc;A large plot of land dedicated to Pipeweed.;;;;;;;;;;;;;x
ca_pipeweed_7;Pipeweed Parcel;;;;;;;;;;;;;x
ca_pipeweed_7_desc;A large parcel of land for Pipeweed cultivation.;;;;;;;;;;;;;x
ca_pipeweed_8;Pipeweed Farm;;;;;;;;;;;;;x
ca_pipeweed_8_desc;A farm for Pipeweed production.;;;;;;;;;;;;;x
ca_hops_1;Small Hops Patch;;;;;;;;;;;;;x
ca_hops_1_desc;A small patch of hops.;;;;;;;;;;;;;x
ca_hops_2;Hops Patch;;;;;;;;;;;;;x
ca_hops_2_desc;A patch of hops.;;;;;;;;;;;;;x
ca_hops_3;Large Hops Patch;;;;;;;;;;;;;x
ca_hops_3_desc;A large patch of hops.;;;;;;;;;;;;;x
ca_hops_4;Small Hops Plot;;;;;;;;;;;;;x
ca_hops_4_desc;A small plot of land dedicated to hops.;;;;;;;;;;;;;x
ca_hops_5;Hops Plot;;;;;;;;;;;;;x
ca_hops_5_desc;A plot of land dedicated to hops.;;;;;;;;;;;;;x
ca_hops_6;Large Hops Plot;;;;;;;;;;;;;x
ca_hops_6_desc;A large plot of land dedicated to hops.;;;;;;;;;;;;;x
ca_hops_7;Hops Parcel;;;;;;;;;;;;;x
ca_hops_7_desc;A large parcel of land for hops cultivation.;;;;;;;;;;;;;x
ca_hops_8;Hops Farm;;;;;;;;;;;;;x
ca_hops_8_desc;A farm for hops production.;;;;;;;;;;;;;x
ca_mushrooms_1;Small mushrooms Patch;;;;;;;;;;;;;x
ca_mushrooms_1_desc;A small patch of mushrooms.;;;;;;;;;;;;;x
ca_mushrooms_2;mushrooms Patch;;;;;;;;;;;;;x
ca_mushrooms_2_desc;A patch of mushrooms.;;;;;;;;;;;;;x
ca_mushrooms_3;Large mushrooms Patch;;;;;;;;;;;;;x
ca_mushrooms_3_desc;A large patch of mushrooms.;;;;;;;;;;;;;x
ca_mushrooms_4;Small mushrooms Plot;;;;;;;;;;;;;x
ca_mushrooms_4_desc;A small plot of land dedicated to mushrooms.;;;;;;;;;;;;;x
ca_mushrooms_5;mushrooms Plot;;;;;;;;;;;;;x
ca_mushrooms_5_desc;A plot of land dedicated to mushrooms.;;;;;;;;;;;;;x
ca_mushrooms_6;Large mushrooms Plot;;;;;;;;;;;;;x
ca_mushrooms_6_desc;A large plot of land dedicated to mushrooms.;;;;;;;;;;;;;x
ca_mushrooms_7;mushrooms Parcel;;;;;;;;;;;;;x
ca_mushrooms_7_desc;A large parcel of land for mushrooms cultivation.;;;;;;;;;;;;;x
ca_mushrooms_8;mushrooms Farm;;;;;;;;;;;;;x
ca_mushrooms_8_desc;A farm for mushrooms production.;;;;;;;;;;;;;x
ca_docks_1;Small Pier;;;;;;;;;;;x
ca_docks_1_desc;A small pier for fishing boats to offload.;;;;;;;;;;;;;x
ca_docks_2;Pier;;;;;;;;;;;x
ca_docks_2_desc;A larger pier that can service 2 boats at once.;;;;;;;;;;;;;x
ca_docks_3;Pier System;;;;;;;;;;;x
ca_docks_3_desc;A large system of piers to attend to many boats at once.;;;;;;;;;;;;;x
ca_docks_4;Small Dock;;;;;;;;;;;x
ca_docks_4_desc;A small dock to attend to a merchant ship.;;;;;;;;;;;;;x
ca_docks_5;Large Dock;;;;;;;;;;;x
ca_docks_5_desc;A proper dock to ease offloading of several ships.;;;;;;;;;;;;;x
ca_docks_6;Marina;;;;;;;;;;;x
ca_docks_6_desc;A bustling marina seeing to countless Merchant vessels a day.;;;;;;;;;;;;;x
ca_docks_7;Dockworks;;;;;;;;;;;x
ca_docks_7_desc;A Full Dockworks with everything needed to see to the Merchant vessels.;;;;;;;;;;;;;x
ca_docks_8;Elven Shipwright;;;;;;;;;;;x
ca_docks_8_desc;A Full Dockworks with everything needed to see to the Merchant vessels, along with an Elven shipwright for the best ship designs.;;;;;;;;;;;;;x
ca_docks_9;Elven Shipwrights;;;;;;;;;;;x
ca_docks_9_desc;A Full Dockworks with everything needed to see to the Merchant vessels, along with a full host of Elven shipwright for the best ship designs.;;;;;;;;;;;;;x
ca_shipyard_1;Ship Clearing;;;;;;;;;;;x
ca_shipyard_1_desc;A small area designated for the construction and maintenance of fishing boats.;;;;;;;;;;;;;x
ca_shipyard_2;Shipwright;;;;;;;;;;;x
ca_shipyard_2_desc;An enclosed building for the construction and maintenance of smaller vessels.;;;;;;;;;;;;;x
ca_shipyard_3;Shipyard;;;;;;;;;;;x
ca_shipyard_3_desc;A shipyard that can maintain all but the largest vessels.;;;;;;;;;;;;;x
ca_shipyard_4;Partial Dry Dock;;;;;;;;;;;x
ca_shipyard_4_desc;A small dry dock to allow construction and maintenance of a Large warship.;;;;;;;;;;;;;x
ca_shipyard_5;Full Dry Dock;;;;;;;;;;;x
ca_shipyard_5_desc;A full Dry Dock allowing construction and maintenance of several Large warships.;;;;;;;;;;;;;x
ca_shipyard_6;Shipworks;;;;;;;;;;;x
ca_shipyard_6_desc;An entire district dedicated to suppling the region's navy.;;;;;;;;;;;;;x
ca_uruk_pits_1;Uruk Pits;;;;;;;;;;;x
ca_uruk_pits_2;Uruk Pits;;;;;;;;;;;x
ca_uruk_pits_3;Uruk Pits;;;;;;;;;;;x
ca_uruk_pits_4;Uruk Pits;;;;;;;;;;;x
ca_uruk_pits_desc;Large powerful orcs called Uruks are bred fight in pits to increase their strength and ferocity.;;;;;;;;;;;x
ca_nest_1Eagles' Nest;;;;;;;;;;;x
ca_nest_1_desc;The nest of the Eagles, from which they venture out.;;;;;;;;;;;x
ca_nest_2;Eagles' Nest;;;;;;;;;;;x
ca_nest_2_desc;The nest of the Eagles, from which they venture out.;;;;;;;;;;;x
ca_nest_3;Eagles' Nest;;;;;;;;;;;x
ca_nest_3_desc;The nest of the Eagles, from which they venture out.;;;;;;;;;;;x
ca_nest_4;Eagles' Nest;;;;;;;;;;;x
ca_nest_4_desc;The nest of the Eagles, from which they venture out.;;;;;;;;;;;x
ca_entmoot_1;Entmoot;;;;;;;;;;;x
ca_entmoot_1_desc;The Entmoot, where the Ents gather to discuss the most important matters.;;;;;;;;;;;x
ca_entmoot_2;Entmoot;;;;;;;;;;;x
ca_entmoot_2_desc;The Entmoot, where the Ents gather to discuss the most important matters.;;;;;;;;;;;x
ca_entmoot_3;Entmoot;;;;;;;;;;;x
ca_entmoot_3_desc;The Entmoot, where the Ents gather to discuss the most important matters.;;;;;;;;;;;x
ca_entmoot_4;Entmoot;;;;;;;;;;;x
ca_entmoot_4_desc;The Entmoot, where the Ents gather to discuss the most important matters.;;;;;;;;;;;x
ca_dragon_lair_1;Dragon's Lair;;;;;;;;;;;x
ca_dragon_lair_1_desc;The Dragon's Lair, where the Dragon rests and collects its horde.;;;;;;;;;;;x
ca_dragon_lair_2;Dragon's Lair;;;;;;;;;;;x
ca_dragon_lair_2_desc;The Dragon's Lair, where the Dragon rests and collects its horde.;;;;;;;;;;;x
ca_dragon_lair_3;Dragon's Lair;;;;;;;;;;;x
ca_dragon_lair_3_desc;The Dragon's Lair, where the Dragon rests and collects its horde.;;;;;;;;;;;x
ca_dragon_lair_4;Dragon's Lair;;;;;;;;;;;x
