#CODE;ENGLISH;FRENCH;GERMAN;SPANISH;ITALIAN;;x
healer_fix_character;Heal [Root.GetFirstName];;;;;;;;;;;;;x
healer_fix_character_desc;As a healer, you can restore [Root.GetFirstName] to perfect health;;;;;;;;;;;;;x
healer_imp_fertility;Blessings of Fertility;;;;;;;;;;;;;x
healer_imp_fertility_desc;As a healer, you can boost [Root.GetFirstName]'s fertility;;;;;;;;;;;;;x
healer_protection;Protection from Darkness;;;;;;;;;;;;;x
healer_protection_desc;As a healer, you can cast a protection hedge around [Root.GetFirstName];;;;;;;;;;;;;x
healer_break_corruption;Banish Dark Corruption;;;;;;;;;;;;;x
healer_break_corruption_desc;As a healer, you can remove the darkness from [Root.GetFirstName] and free [Root.GetHerHim] from corruption.;;;;;;;;;;;;;x
fighter_duel;Challenge to Duel;;;;;;;;;;;;;x
fighter_duel_desc;As a fighter, you can send a an honor challenge to [Root.GetFirstName];;;;;;;;;;;;;x

EVTDESCprofession_events.0;You wish to adopt a greater profession through deeper study, which category would you enjoy?;;;;;;;;;;;;;x
EVTOPTAprofession_events.0;Music Theory;;;;;;;;;;;;;x
EVTOPTBprofession_events.0;War and Combat;;;;;;;;;;;;;x
EVTOPTCprofession_events.0;Metalwork and Crafting;;;;;;;;;;;;;x
EVTOPTDprofession_events.0;The Dark Arts;;;;;;;;;;;;;x
EVTOPTEprofession_events.0;Restorative Arts;;;;;;;;;;;;;x
EVTDESCAprofession_events.11;You've gain an appreciation for music in all its forms.;;;;;;;;;;;;;x
EVTDESCBprofession_events.11;You've gain an appreciation for combat in all its forms.;;;;;;;;;;;;;x
EVTDESCCprofession_events.11;You've gain an appreciation for crafting in all its forms.;;;;;;;;;;;;;x
EVTDESCDprofession_events.11;You've gain an appreciation for magic in all its forms.;;;;;;;;;;;;;x
EVTDESCEprofession_events.11;You've gain an appreciation for healing in all its forms.;;;;;;;;;;;;;x
EVTOPTAprofession_events.11;Very Well;;;;;;;;;;;;;x
EVTDESCAprofession_events.12;You've gain an increase ability for music.;;;;;;;;;;;;;x
EVTDESCBprofession_events.12;You've gain an increase ability for healing.;;;;;;;;;;;;;x
EVTDESCCprofession_events.12;You've gain an increase ability for crafting.;;;;;;;;;;;;;x
EVTDESCDprofession_events.12;You've gain an increase ability for sorcery.;;;;;;;;;;;;;x
EVTOPTAprofession_events.12;Very Well;;;;;;;;;;;;;x
EVTDESCprofession_events.22;You've gain an increased ability in combat.;;;;;;;;;;;;;x
EVTOPTAprofession_events.22;Very Well;;;;;;;;;;;;;x
EVTDESCprofession_events.3;You've decided to change your secondary profession.;;;;;;;;;;;;;x
EVTOPTAprofession_events.3;I will stand amongst the greatest composers;;;;;;;;;;;;;x
EVTOPTBprofession_events.3;I wish to craft masterworks;;;;;;;;;;;;;x
EVTOPTCprofession_events.3;The dark arts suit me best;;;;;;;;;;;;;x
EVTOPTDprofession_events.3;I wish to put my efforts towards healing;;;;;;;;;;;;;x
EVTOPTEprofession_events.3;Nevermind;;;;;;;;;;;;;x
EVTDESCprofession_events.31;You've successfully switched professions.;;;;;;;;;;;;;x
EVTOPTAprofession_events.31;Excellent;;;;;;;;;;;;;x
EVTDESCprofession_events.61;[FromFrom.GetFirstName] brings you before an altar. Fear overcomes you as [FromFrom.GetSheHe] brings out a dagger.;;;;;;;;;;;;;x
EVTOPTAprofession_events.61;Nooo!!;;;;;;;;;;;;;x
EVTDESCprofession_events.62;You've been touched by [FromFrom.GetFirstName]'s powers of Darkness and your body is restored.;;;;;;;;;;;;;x
EVTOPTAprofession_events.62;My gratitude;;;;;;;;;;;;;x
EVTOPTBprofession_events.62;My Nerves are Shot;;;;;;;;;;;;;x
EVTOPTCprofession_events.62;Life Seems Pointless;;;;;;;;;;;;;x
EVTOPTDprofession_events.62;My wits escape me;;;;;;;;;;;;;x
EVTOPTEprofession_events.62;The Darkness takes me!;;;;;;;;;;;;;x
EVTDESCprofession_events.63;You've noticed that your burdens grow heavier day by day, and you soon find it overwhelming.;;;;;;;;;;;;;x
EVTOPTAprofession_events.63;My Nerves are Shot;;;;;;;;;;;;;x
EVTOPTBprofession_events.63;Life Seems Pointless;;;;;;;;;;;;;x
EVTOPTCprofession_events.63;My wits escape me;;;;;;;;;;;;;x
EVTOPTDprofession_events.63;My body, I can't move;;;;;;;;;;;;;x
EVTDESCprofession_events.64;In the darkness you begin to hear faint sounds without source, each night the sounds grow closer til now they scream in your ear..;;;;;;;;;;;;;x
EVTOPTAprofession_events.64;I give up;;;;;;;;;;;;;x
EVTOPTBprofession_events.64;No, I'll remain strong;;;;;;;;;;;;;x
EVTDESCAprofession_events.641;[From.GetBestName] has succumbed to the Dying Whisper and ended [From.GetHerHis] life.;;;;;;;;;;;;;x
EVTDESCBprofession_events.641;Despite your efforts, [From.GetBestName] has fought off the dark spell you cast, [From.GetSheHe] still yet clings to life.;;;;;;;;;;;;;x
EVTOPTAprofession_events.641;Excellent!;;;;;;;;;;;;;x
EVTOPTBprofession_events.641;Damn!;;;;;;;;;;;;;x
EVTDESCprofession_events.65;You wake in the dead of night, the warmth you once felt in the light is diminished, your protections are gone.;;;;;;;;;;;;;x
EVTOPTAprofession_events.65;No!;;;;;;;;;;;;;x
EVTDESCprofession_events.66;You find youself in great darkness, you scan the room arond you, but find nothing familiar. You try to move but find  yourself unable. As you struggle, a dark figure appears before you and a sinister laugh rings out, soon become deafening. You jolt upright, a faint voice still ringing in your ears.;;;;;;;;;;;;;x
EVTOPTAprofession_events.66;My Master.;;;;;;;;;;;;;x
EVTOPTBprofession_events.66;Just a dream. Only a dream...;;;;;;;;;;;;;x
EVTDESCprofession_events.671;You find your dark magic has begun to weaken with time, shortly your dominance over [From.GetFirstName] will end and they will be free of your influence.;;;;;;;;;;;;;x
EVTOPTAprofession_events.671;No, they serve my will!;;;;;;;;;;;;;x
EVTOPTBprofession_events.671;The effort is no longer in me.;;;;;;;;;;;;;x
EVTDESCprofession_events.7;A number of ingredients are required in order to craft a potion. It can take time or money to gather them.;;;;;;;;;;;;;x
EVTOPTAprofession_events.7;I have money;;;;;;;;;;;;;x
EVTOPTBprofession_events.7;I have time;;;;;;;;;;;;;x
EVTOPTCprofession_events.7;Nevermind;;;;;;;;;;;;;x
EVTDESCprofession_events.71;You've successfully crafted a potion.;;;;;;;;;;;;;x
EVTOPTAprofession_events.71;Excellent;;;;;;;;;;;;;x
EVTDESCprofession_events.72;You've been touched by [FromFrom.GetFirstName]'s powers of healing.;;;;;;;;;;;;;x
EVTOPTAprofession_events.72;My Gratitude;;;;;;;;;;;;;x
EVTOPTBprofession_events.72;You've destroyed me!;;;;;;;;;;;;;x
EVTDESCprofession_events.73;You've been touched by [FromFrom.GetFirstName]'s powers of healing, you feel a protective light surrounding you.;;;;;;;;;;;;;x
EVTOPTAprofession_events.73;My Gratitude;;;;;;;;;;;;;x
EVTDESCprofession_events.74;[FromFrom.GetFirstName]'s appears to you 'I see the darkness upon your mind, such a crushing burden. Friend, let me free you from it.'.;;;;;;;;;;;;;x
EVTOPTAprofession_events.74;Leave me be, fiend!;;;;;;;;;;;;;x
EVTOPTBprofession_events.74;I know your face.;;;;;;;;;;;;;x
EVTDESCprofession_events.8;[FromFrom.GetFirstName]'s envoy arrives in your court. "My liege has sent challenge, the fourth day from this I will meet you on a neutral field. If you decline, you shall be condemned a coward forever more.";;;;;;;;;;;;;x
EVTOPTAprofession_events.8;I accept;;;;;;;;;;;;;x
EVTOPTBprofession_events.8;Ridiculous.;;;;;;;;;;;;;x
EVTDESCprofession_events.81;[From.GetFirstName] returns word, denying your challenge. "I am too important to my people to risk my life in pity combat with an inferior such as you. I refuse.";;;;;;;;;;;;;x
EVTOPTAprofession_events.81;The Coward!;;;;;;;;;;;;;x

#Craftables
EVTDESCmep_craftables_events.0;What type of forging do you wish?;;;;;;;;;;;;;x
EVTOPTAmep_craftables_events.0;I want a general item;;;;;;;;;;;;;x
EVTOPTBmep_craftables_events.0;I wish to reforge a broken item;;;;;;;;;;;;;x
EVTOPTCmep_craftables_events.0;Actually, nothing now.;;;;;;;;;;;;;x
EVTDESCmep_craftables_events.1;What type of item should be crafted?;;;;;;;;;;;;;x
EVTOPTAmep_craftables_events.1;I want a weapon;;;;;;;;;;;;;x
EVTOPTBmep_craftables_events.1;I wish to have a new set of armor;;;;;;;;;;;;;x
EVTOPTCmep_craftables_events.1;My horse needs protection;;;;;;;;;;;;;x
EVTOPTDmep_craftables_events.1;Gurthang must be restored;;;;;;;;;;;;;x
EVTOPTEmep_craftables_events.1;Renew the blade that was broken;;;;;;;;;;;;;x
EVTDESCmep_craftables_events.11;What quality of material should be used in the crafting?;;;;;;;;;;;;;x
EVTOPTAmep_craftables_events.11;Standard quality would suffice;;;;;;;;;;;;;x
EVTOPTBmep_craftables_events.11;I can afford High quality materials;;;;;;;;;;;;;x
EVTOPTCmep_craftables_events.11;Only the best will do.;;;;;;;;;;;;;x
EVTDESCmep_craftables_events.111;After many hours at the forge, [new_artifact.GetName] is complete;;;;;;;;;;;;;x
EVTOPTAmep_craftables_events.111;Excellent;;;;;;;;;;;;;x
EVTDESCmep_craftables_events.112;[mep_crafter.GetFirstName] calls upon you, when you arrive [mep_crafter.GetSheHe] presents to you the freshly forged [new_artifact.GetName].;;;;;;;;;;;;;x
EVTOPTAmep_craftables_events.112;It's magnificent! Please accept this bonus.;;;;;;;;;;;;;x
EVTOPTBmep_craftables_events.112;It's magnificent!;;;;;;;;;;;;;x
EVTOPTCmep_craftables_events.112;It'll do.;;;;;;;;;;;;;x
EVTOPTDmep_craftables_events.112;It's utter crap!;;;;;;;;;;;;;x
EVTDESCmep_craftables_events.12;What quality of material should be used in the crafting?;;;;;;;;;;;;;x
EVTOPTAmep_craftables_events.12;Standard quality would suffice;;;;;;;;;;;;;x
EVTOPTBmep_craftables_events.12;I can afford High quality materials;;;;;;;;;;;;;x
EVTOPTCmep_craftables_events.12;Only the best will do.;;;;;;;;;;;;;x
EVTDESCmep_craftables_events.121;After many hours at the forge, [new_artifact.GetName] is complete;;;;;;;;;;;;;x
EVTOPTAmep_craftables_events.121;Excellent;;;;;;;;;;;;;x
EVTDESCmep_craftables_events.122;[mep_crafter.GetFirstName] calls upon you, when you arrive [mep_crafter.GetSheHe] presents to you the freshly forged [new_artifact.GetName].;;;;;;;;;;;;;x
EVTOPTAmep_craftables_events.122;It's magnificent! Please accept this bonus.;;;;;;;;;;;;;x
EVTOPTBmep_craftables_events.122;It's magnificent!;;;;;;;;;;;;;x
EVTOPTCmep_craftables_events.122;It'll do.;;;;;;;;;;;;;x
EVTOPTDmep_craftables_events.122;It's utter crap!;;;;;;;;;;;;;x
EVTDESCmep_craftables_events.13;You decide to have a magnificent set of armor forged for your horse. You bring your steed to the armory where its measurements are taken down.;;;;;;;;;;;;;x
EVTOPTAmep_craftables_events.13;It shouldn't be long now.;;;;;;;;;;;;;x
EVTDESCmep_craftables_events.131;You spend the day in front of the forge, hammer striking against iron as you try to fit armor to the horse.;;;;;;;;;;;;;x
EVTOPTAmep_craftables_events.131;The armor is finished;;;;;;;;;;;;;x
EVTOPTBmep_craftables_events.131;I've failed;;;;;;;;;;;;;x
EVTDESCAmep_craftables_events.132;You wait for hours, listening to the chorus of the armory as metal rhythmically clashes against metal. As the day fades, [mep_crafter.GetFirstName] appears before you. "My lord, the armor is finished";;;;;;;;;;;;;x
EVTDESCBmep_craftables_events.132;You wait for hours, listening to the chaotic smashing of metal. As your frustration peaks, [mep_crafter.GetFirstName] finally presents [mep_crafter.GetHerHim]self "I couldn't manage the task. Apologies, the armor is mangled.";;;;;;;;;;;;;x
EVTOPTAmep_craftables_events.132;Excellent, here is a gratuity as thanks;;;;;;;;;;;;;x
EVTOPTBmep_craftables_events.132;Well done, smith.;;;;;;;;;;;;;x
EVTOPTCmep_craftables_events.132;Fool, I should have chosen another smith!;;;;;;;;;;;;;x
EVTOPTDmep_craftables_events.132;What? My money is gone. You'll die for this!;;;;;;;;;;;;;x
EVTDESCmep_craftables_events.20;After many hours at the forge, your work is finished, as you look upon your work.;;;;;;;;;;;;;x
EVTOPTAmep_craftables_events.20;Narsil is whole once again.;;;;;;;;;;;;;x
EVTOPTBmep_craftables_events.20;Gurthang is restored.;;;;;;;;;;;;;x
EVTOPTCmep_craftables_events.20;I have failed.;;;;;;;;;;;;;x
EVTOPTDmep_craftables_events.20;Narsil is whole once again.;;;;;;;;;;;;;x
EVTOPTEmep_craftables_events.20;Gurthang is restored.;;;;;;;;;;;;;x
EVTOPTFmep_craftables_events.20;I have failed.;;;;;;;;;;;;;x
EVTDESCAmep_craftables_events.21;[mep_crafter.GetFirstName] appears to you, a humble bolt of cloth draped over the forged weapon. you pull away the drape to reveal the shimmering blade of Narsil. You take up the sword and inspect it, not a single marring to betray its history.;;;;;;;;;;;;;x
EVTDESCBmep_craftables_events.21;[mep_crafter.GetFirstName] appears to you, a sheathed blade in [mep_crafter.GetHerHis] hand. You pull the black blade from its hold, the light catches on the blade, its glint cast off once again as a pale flame.;;;;;;;;;;;;;x
EVTDESCCmep_craftables_events.21;[mep_crafter.GetFirstName] appears to you, the shards of Narsil spread upon a silver tray. "I have failed in my attempts, the blade still yet remains broken.";;;;;;;;;;;;;x
EVTDESCDmep_craftables_events.21;[mep_crafter.GetFirstName] appears to you, a sheathed blade in [mep_crafter.GetHerHis] hand. You pull the sword free only to see its shape still marred. "I could do nothing for it. It remains as it was.";;;;;;;;;;;;;x
EVTOPTAmep_craftables_events.21;Excellent.;;;;;;;;;;;;;x
EVTOPTBmep_craftables_events.21;Begone, I shall find a better smith.;;;;;;;;;;;;;x
EVTOPTCmep_craftables_events.21;Death alone can repay this failure.;;;;;;;;;;;;;x

#Employment
hire_craftsman;Hire a Crafter;;;;;;;;;;;;;x
hire_craftsman_desc;You can search for a court Craftsman;;;;;;;;;;;;;x

EVTDESCemploy_events.1;You've decided to hire a craftsman and bring them to your court. You can look for a famed talent or hire someone local.;;;;;;;;;;;;;x
EVTOPTAemploy_events.1;Approach [master_crafter.GetFirstName].;;;;;;;;;;;;;x
EVTOPTBemploy_events.1;Approach [skilled_crafter.GetFirstName].;;;;;;;;;;;;;x
EVTOPTCemploy_events.1;Approach [trained_crafter.GetFirstName].;;;;;;;;;;;;;x
EVTOPTDemploy_events.1;Just Find Someone local.;;;;;;;;;;;;;x
EVTDESCemploy_events.11;[From.GetBestName] sends a messenger, "My liege wishes to offer you employment in [From.GetHerHis] court," as he hands you a bag of gold.;;;;;;;;;;;;;x
EVTOPTAemploy_events.11;Sounds ideal.;;;;;;;;;;;;;x
EVTOPTBemploy_events.11;Apologies, I have work here.;;;;;;;;;;;;;x
EVTDESCemploy_events.12;Your messenger returns from [From.GetFirstName] with news, the money bag notably missing.;;;;;;;;;;;;;x
EVTOPTAemploy_events.12;I'm glad [From.GetFirstName] accepted;;;;;;;;;;;;;x
EVTOPTBemploy_events.12;[From.GetSheHe] kept the money?!;;;;;;;;;;;;;x

#Medical
EVTDESCAmep_med_events.1;Nearly at Death's door, you call upon [doc.GetFirstName] to treat you.;;;;;;;;;;;;;x
EVTDESCBmep_med_events.1;Severely ill, you call upon [doc.GetFirstName] to treat you.;;;;;;;;;;;;;x
EVTDESCCmep_med_events.1;With some noticeable illness, you call upon [doc.GetFirstName] to treat you.;;;;;;;;;;;;;x
EVTDESCDmep_med_events.1;Suffering a nagging cough, you call upon [doc.GetFirstName] to treat you.;;;;;;;;;;;;;x
EVTOPTAmep_med_events.1;Please, help me.;;;;;;;;;;;;;x
EVTOPTBmep_med_events.1;Actually*Cough Cough* I'm sure it's nothing.;;;;;;;;;;;;;x
EVTDESCmep_med_events.11;Nearly at Death's door, [From.GetFirstName] calls on you to heal [From.GetHerHis] ailments.;;;;;;;;;;;;;x
EVTOPTAmep_med_events.11;I can but try.;;;;;;;;;;;;;x
EVTOPTBmep_med_events.11;I'll do my best.;;;;;;;;;;;;;x
EVTOPTCmep_med_events.11;Shouldn't be too hard.;;;;;;;;;;;;;x
EVTOPTDmep_med_events.11;Wth ease.;;;;;;;;;;;;;x
EVTDESCAmep_med_events.12;You find all your ills cleared, [doc.GetFirstName] has completely healed you.;;;;;;;;;;;;;x
EVTDESCBmep_med_events.12;Despite [doc.GetFirstName]'s efforts, some of your ailments were too much for [doc.GetHerHis] talents and so remain.;;;;;;;;;;;;;x
EVTDESCCmep_med_events.12;[doc.GetFirstName] has failed miserably, large parts of you have been cut away and otherwise destroyed.;;;;;;;;;;;;;x
EVTOPTAmep_med_events.12;Words cannot express my gratitude.;;;;;;;;;;;;;x
EVTOPTBmep_med_events.12;[doc.GetSheHe] tried atleast.;;;;;;;;;;;;;x
EVTOPTCmep_med_events.12;YOU IGNORANT FOOP!;;;;;;;;;;;;;x
EVTOPTDmep_med_events.12;Only death will soothe me!;;;;;;;;;;;;;x
