#CODE;ENGLISH;FRENCH;GERMAN;SPANISH;x
AIREASON_WRONG_RELIGION;Other Race;Autre Race;;;;;x
same_religion_group;Same Racial Group;Race différente;;;;;x
§WReligion;Race;Race;;;;;x
Religion;Race;Race;;;;;x
§WWorld Religions;World Races;Races;;;;;x
§bReligion:;Race:;Race:;;;;;x
PROVIRO_REL;Race in Province;Race in Province;;;;;x
PROVIRO_SREL;Main Race;Race Principale;;;;;x
LEDGER_RELIGION;Race;Race;;;;;x
LEDGER_PIE_RELIGON;Race;Race;;;;;x
DIPRELCH_DIFF_RELIGION;Different Race;Race Différente;;;;;x
RELIGION;Race;Race;;;;;x
MESSAGESETTING_RULERS1;You will receive messages regarding independent rulers of the same Race as you;You will receive messages regarding independent rulers of the same Race as you;;;;;x
RELIGION_MENU;§YRace§!;Race;;;;;x
MAPMODE_RELIGION;§YRaces§!;§YRaces§!;;;;;x
MAPMODE_RELIGION_DESC;This map mode show the spread of all Race in Middle-Earth.;This map mode show the spread of all Race in Middle-Earth.;;;;;x
STAT_RELIGION;Race;Race;;;;;x
STAT_RELIGION_DESC;Race is a defining attribute of characters and determines which community they belong to. Characters of other Races are at best considered untrustworthy...;Race is a defining attribute of characters and determines which community they belong to. Characters of other Races are at best considered untrustworthy...;;;;;x
STAT_RELIGION_PROV_DESC;The Race of the populace is likely to affect the Race of characters born in the county.;The Race of the populace is likely to affect the Race of characters born in the county.;;;;;x
GUARDIAN_IRO;A guardian is a teacher and mentor to a child character. The skills, traits and culture of the guardian are likely to be passed on to the young ward.;A guardian is a teacher and mentor to a child character. The skills, traits and culture of the guardian are likely to be passed on to the young ward.;;;;;x
WARD_IRO;Adult characters can take on two children as their wards, passing on their skills, traits and culture.;Adult characters can take on two children as their wards, passing on their skills, traits and culture.;;;;;x
SUPPLY_RELIGION;Different Racial Group: $VALUE$;Different Racial Group: $VALUE$;;;;;x
REL_HEAD_OPINION;Representative of Race Opinion;Representative of Race Opinion;;;;;x
HAVE_LESS_RELIGIONS_THAN;Have less Races than ;Have less Races than ;;;;;x
HAVE_MORE_RELIGIONS_THAN;Have more Races than ;Have more Races than ;;;;;x
HAVE_NOT_RELIGION;Have not Race ;Have not Race ;;;;;x
HAVE_RELIGION;Have Race ;Have Race ;;;;;x
ISNT_STATE_RELIGION;Has different Race than the Liege;Has different Race than the Liege;;;;;x
IS_STATE_RELIGION;Has the same Race as the Liege;Has the same Race as the Liege;;;;;x
DOESNT_CONTROL_RELIGION;Does NOT control a Race;Does NOT control a Race;;;;;x
CONTROLS_RELIGION;Controls a Race;Controls a Race;;;;;x
RELIGION_HAS_LESS_AUTHORITY_THAN;Race has less Hegemony than ;Race has less Hegemony than ;;;;;x
RELIGION_HAS_AUTHORITY_OF_AT_LEAST;Race has Hegemony of at least ;Race has Hegemony of at least ;;;;;x
IS_PARENT_REL_OF;Is the parent Race of §Y$RELIGION$§!;Is the parent Race of §Y$RELIGION$§!;;;;;x
IS_NOT_PARENT_REL_OF;Is NOT the parent Race of §Y$RELIGION$§!;Is NOT the parent Race of §Y$RELIGION$§!;;;;;x
occupied_different_religion;Recently conquered (different Race);Recently conquered (different Race);;;;;x
occupied_different_religiongroup;Recently conquered (different racial group);Recently conquered (different racial group);;;;;x
EDUCATE_CHARACTER_INTERACTION_LONG_DESC;At age 6, children can be assigned a guardian for a proper upbringing. The choice is important, because the mentor will tend to pass on their skills, traits, culture and type of education to the child.;At age 6, children can be assigned a guardian for a proper upbringing. The choice is important, because the mentor will tend to pass on their skills, traits, culture and type of education to the child.;;;;;x
THREAT_LIEGE_RELIGION;Same Race;Same Race;;;;;x
WIKIPEDIA_LINK;§YTolkien Gateway Link§W;§YTolkien Gateway Link§W;;;;;x
WIKIPEDIA_LINK_DESC;Opens a browser to the Tolkien Gateway page for this character;Opens a browser to the Tolkien Gateway page for this character;;;;;x
WIKIPEDIA_LINK_MISSING;§YThis character has no Tolkien Gateway link§W;§YThis character has no Tolkien Gateway link§W;;;;;x
WIKIPEDIA_LINK_DISABLED;Tolkien Gateway Links are disabled;Tolkien Gateway Links are disabled;;;;;x
ASK_TO_JOIN_WAR_INTERACTION_LONG_DESC;You can offer to join rulers of your own Race in many types of wars.;You can offer to join rulers of your own Race in many types of wars.;;;;;x
DECLARE_WAR_INTERACTION_4;§RNearby [Recipient.Religion.GetName] rulers might ask to join [Recipient.GetTitledName] in defense of their Race.§!;§RNearby [Recipient.Religion.GetName] rulers might ask to join [Recipient.GetTitledName] in defense of their Race.§!;;;;;x
opinion_accepted_religion;Accepted My Race;Accepted My Race;;;;;x
opinion_wrong_religion;Wrong Race;Wrong Race;;;;;x
HINT_PLOT_VIEW_TEXT_2;The Decisions available to you depend on a number of factors, such as your character'sRace. There are many different Decisions that cover everything from inviting new nobles to holding grand tournaments.;The Decisions available to you depend on a number of factors, such as your character'sRace. There are many different Decisions that cover everything from inviting new nobles to holding grand tournaments.;;;;;x
RETCAP_FROM_RELIGION;From Race: $AMOUNT$\n;From Race: $AMOUNT$\n;;;;;x
RELIGION_UNIT_MODIFIER;Modifier to all Units and Holdings controlled by this Race:;Modifier to all Units and Holdings controlled by this Race:;;;;;x
RELIGION_UNIT_HOME_MODIFIER;Additional Modifier in provinces of this Race:;Additional Modifier in provinces of this Race:;;;;;x
TOGGLE_LOOTER_DESC;Setting this Unit to be a Looter will allow it to loot the provinces and holdings of other races.\nThis will cause a temporary state of hostility with them however, allowing them to attack any of your troops;Setting this Unit to be a Looter will allow it to loot the provinces and holdings of other religions.\nThis will cause a temporary state of hostility with them however, allowing them to attack any of your troops;;;;;x
MORAL_AUTHORITY_OF_RELIGION;Hegemony of the §Y$RELIGION$§!: §Y$AUTHORITY$%§!;Authority of the §Y$RELIGION$§! faith: §Y$AUTHORITY$%§!;;;;;x
AIREASON_NOT_CONSORT_RELIGION;The §Y[Religion.GetName]§! Race does not permit the taking of concubines;The §Y[Religion.GetName]§! Race does not permit the taking of concubines;;;;;x
AIREASON_NO_WAR_AGAINST_REL_BRETHREN;Will not join  enemies against members of your Race;Will not join  enemies against members of your Race;;;;;x
religious_unrest;Racial Unrest;Racial Unrest;;;;;x
CAN_LOOT_RELIGION;Race allows looting;Race allows looting;;;;;x
CAN_NOT_LOOT_RELIGION;Your Race does not allow looting;Your Race does not allow looting;;;;;x
OFF_RELIGION;Offensive Race;Offensive Race;;;;;x
DEF_RELIGION;Defensive Race;Defensive Race;;;;;x
DEF_RELIGION_HOME_TERRITORY;Defensive Race in Home Territory;Defensive Race in Home Territory;;;;;x
religious_revolt_desc;Locals of a different race can rise up to throw off alien oppressors.;Peoples of a different religion group can rise up to throw off oppression and spread their faith with fire and sword.;;;;;x
BACK_TO_RELIGION_VIEW;Back to the Race View;Back to the Race View;;;;;x
TITLE_CANNOT_USURP_PRIMARY_OFF_OTHER_REL;§RCannot Usurp the sole primary title off a ruler of another Race who still holds land within it;§RCannot Usurp the sole primary title off a ruler of another Race who still holds land within it;;;;;x
TRAIT_OPINION_SAME_TRAIT_SAME_REL;Racial Same Trait Opinion: $VALUE$;Racial Same Trait Opinion: $VALUE$;;;;;x
VS_REL_ENEMY;Damage Against Racial Enemies;Damage Against Racial Enemies;;;;;x
opinion_infidel;Different Race;Different Race;;;;;x
dwarven_penalty;Dwarven Malus;Dwarven Malus;;;;;x
noldor_penalty;Noldor Malus;Noldor Malus;;;;;x
gondorian_penalty;Gondorian Malus;Gondorian Malus;;;;;x
dunedain_penalty;Dúnadan Malus;Dúnadan Malus;;;;;x
ent_penalty;Onodrim Malus;Onodrim Malus;;;;;x
tax_of_mordor;Tributes of Mordor;Tributes of Mordor;;;;;x
druedain_penalty;Drúadan Malus;Drúadan Malus;;;;;x
wilderness_penalty;Wilderness Malus;Wilderness Malus;;;;;x
centralization;Authority;Authority;;;;;x
centralization_desc;The Authority determines the generic level privileges, rights and obligations for Vassals,;The Authority determines the generic level privileges, rights and obligations for Vassals,;;;;;x
centralization_0;Autonomy;Autonomy;;;;;x
centralization_0_option;Min;Min;;;;;x
centralization_0_desc;Vassals are a law unto themselves, ruling their fiefs like petty kingdoms. Their obligations to their liege are minimal.;Vassals are a law unto themselves, ruling their fiefs like petty kingdoms. Their obligations to their liege are minimal.;;;;;x
centralization_1;Limited Authority;Limited Authority;;;;;x
centralization_1_option;Low;Low;;;;;x
centralization_1_desc;Vassals enjoy a very large degree of autonomy, but have to provide their liege with a fairly substantial portion of the levies and tributes.;Vassals enjoy a very large degree of autonomy, but have to provide their liege with a fairly substantial portion of the levies and tributes.;;;;;x
centralization_2;Medium Authority;Medium Authority;;;;;x
centralization_2_option;Medium;Medium;;;;;x
centralization_2_desc;The powers of vassals and the liege are in precarious balance.;The powers of vassals and the liege are in precarious balance.;;;;;x
centralization_3;High Authority;High Authority;;;;;x
centralization_3_option;High;High;;;;;x
centralization_3_desc;The liege has curbed the rights of the vassals.;The liege has curbed the rights of the vassals.;;;;;x
centralization_4;Absolute Authority;Absolute Authority;;;;;x
centralization_4_option;Max;Max;;;;;x
centralization_4_desc;The vassals are chafing under the unrestricted powers of the absolute liege.;The vassals are chafing under the unrestricted powers of the absolute liege.;;;;;x
AIREASON_PRESTIGE_EFFECTS;Influence Effects;Influence Effects;;;;;x
DYNA_PRESTIGE;Influence:;Influence:;;;;;x
PRESTIGE_EFFECT;$DIRECTION$ $VALUE$ Influence.\n;$DIRECTION$ $VALUE$ Influence.\n;;;;;x
FAM_PRESTIGE_EFFECT;$WHO$ $DIRECTION$ $VALUE$ family Influence.\n;$WHO$ $DIRECTION$ $VALUE$ family Influence.\n;;;;;x
COMBATEND_PRESTIGE;§YInfluence Gained in Battle§!;§YInfluence Gained in Battle§!;;;;;x
CLAIM_TITLE_INTERACTION_LONG_DESC;Invent a reason for why a certain title should belong to you. It will cost Influence to make people accept this (though less if you have a de jure claim to it, or if your [Player.Religion.GetPietyName] is high.) The current title holder will not be pleased...;Invent a reason for why a certain title should belong to you. It will cost Influence to make people accept this (though less if you have a de jure claim to it, or if your [Player.Religion.GetPietyName] is high.) The current title holder will not be pleased...;;;;;x
CLAIM_TITLE_INTERACTION_0;Select a title to claim. Claiming a title costs Influence and will lower §Y[Recipient.GetTitledFirstName]§W's opinion of you.;Select a title to claim. Claiming a title costs Influence and will lower §Y[Recipient.GetTitledFirstName]§W's opinion of you.;;;;;x
CLAIM_TITLE_INTERACTION_1;Claim the §Y[ThirdPartyTitle.GetFullName]§W for §R$PRESTIGE$§W Influence. This will lower §Y[Recipient.GetTitledFirstName]§W's opinion of you by §R$OPINION$§W.;Claim the §Y[ThirdPartyTitle.GetFullName]§W for §R$PRESTIGE$§W Influence. This will lower §Y[Recipient.GetTitledFirstName]§W's opinion of you by §R$OPINION$§W.;;;;;x
REVOKE_TITLE_INTERACTION_LONG_DESC;Revoke a title from one of your vassals. It will infuriate the vassal, and, unless you have a claim on the title, will cost you Influence and anger your other vassals too.;Revoke a title from one of your vassals. It will infuriate the vassal, and, unless you have a claim on the title, will cost you Influence and anger your other vassals too.;;;;;x
REVOKE_TITLE_INTERACTION_0;Select a title to revoke. Revoking a title will lower §Y[Recipient.GetTitledFirstName]§W's opinion of you. If you do not have a claim on the title or high enough Crown Authority, it will cost you Influence and anger your vassals.;Select a title to revoke. Revoking a title will lower §Y[Recipient.GetTitledFirstName]§W's opinion of you. If you do not have a claim on the title or high enough Crown Authority, it will cost you Influence and anger your vassals.;;;;;x
REVOKE_TITLE_INTERACTION_1;Revoke the §Y[ThirdPartyTitle.GetFullName]§W for §R$PRESTIGE$§W Influence. This will lower §Y[Recipient.GetTitledFirstName]§W's opinion of you by §R$OPINION$§W, and your other vassals' by §R$OPINION2$§W.;Revoke the §Y[ThirdPartyTitle.GetFullName]§W for §R$PRESTIGE$§W Influence. This will lower §Y[Recipient.GetTitledFirstName]§W's opinion of you by §R$OPINION$§W, and your other vassals' by §R$OPINION2$§W.;;;;;x
REVOKE_TITLE_INTERACTION_2;Revoke the §Y[ThirdPartyTitle.GetFullName]§W. This will lower §Y[Recipient.GetTitledFirstName]§W's opinion of you by §R$OPINION$§W.;Revoke the §Y[ThirdPartyTitle.GetFullName]§W. This will lower §Y[Recipient.GetTitledFirstName]§W's opinion of you by §R$OPINION$§W.;;;;;x
AWARD_HONORARY_TITLE_INTERACTION_LONG_DESC;You can hand out honorary titles to your courtiers, which will raise their opinion of you. Some honorary titles also come with minor estates (a source of income) and monthly Influence gain.;You can hand out honorary titles to your courtiers, which will raise their opinion of you. Some honorary titles also come with minor estates (a source of income) and monthly Influence gain.;;;;;x
DECLARE_WAR_INTERACTION_2;Attacking an ally would cost us §R$PRESTIGE$§! Influence;Attacking an ally would cost us §R$PRESTIGE$§! Influence;;;;;x
OFFER_MARRIGE_INTERACTION_LONG_DESC;Marriage and the choice of a spouse is important for several reasons:\n- You need to produce heirs lest your line end, and the game with it!\n- Half of your spouse's attribute values are added to your own.\n- You can call your in-laws to war (including those of your children and siblings)\n- Characters gain influence by marrying above their rank\n- Characters gain Influence by marrying into a influent Dynasty;Marriage and the choice of a spouse is important for several reasons:\n- You need to produce heirs lest your line end, and the game with it!\n- Half of your spouse's attribute values are added to your own.\n- You can call your in-laws to war (including those of your children and siblings)\n- Characters gain influence by marrying above their rank\n- Characters gain Influence by marrying into a influent Dynasty;;;;;x
CALL_ALLY_INTERACTION_LETTER_1;$ENEMYLIST$.\n\nDeclining would cost us §R$PRESTIGE$§! Influence.;$ENEMYLIST$.\n\nDeclining would cost us §R$PRESTIGE$§! Influence.;;;;;x
LEDGER_CHARACTER_PRESTIGE;Influence;Influence;;;;;x
Influence;Influence;Influence;;;;;x
MONTHLY_CHARACTER_PRESTIGE;Monthly Influence;Monthly Influence;;;;;x
MODIFIER_ADD_PRESTIGE;Monthly Influence gain;Monthly Influence gain;;;;;x
CH_PRESTIGE_CHANGE;Influence $DIRECTION$ by $CHANGE$;Influence $DIRECTION$ by $CHANGE$;;;;;x
STAT_PRESTIGE;Influence;Influence;;;;;x
STAT_PRESTIGE_DESC;Influence is a measure of your success and can be spent to carry out special actions. The Influence of each successive ruler you play is summed up and used to calculate your final score.;Influence is a measure of your success and can be spent to carry out special actions. The Influence of each successive ruler you play is summed up and used to calculate your final score.;;;;;x
TITLE_CREATION_DESC;You need to control §Y$REQ_PERC$%§! of its de jure Counties to create this title. Currently, you control $PERC$ ($HELD$/§Y$ALL$§!). Creating this title would give you §G$PRESTIGE$§! Influence and cost you §R$GOLD$§! Gold.;You need to control §Y$REQ_PERC$%§! of its de jure Counties to create this title. Currently, you control $PERC$ ($HELD$/§Y$ALL$§!). Creating this title would give you §G$PRESTIGE$§! Influence and cost you §R$GOLD$§! Gold.;;;;;x
TITLE_USURPATION_DESC;You need to control §Y$REQ_PERC$%§! of its de jure Counties to usurp this title. Currently, you control $PERC$ ($HELD$/§Y$ALL$§!). Usurping this title would give you §G$PRESTIGE$§! Influence and cost you §R$GOLD$§! Gold.;You need to control §Y$REQ_PERC$%§! of its de jure Counties to usurp this title. Currently, you control $PERC$ ($HELD$/§Y$ALL$§!). Usurping this title would give you §G$PRESTIGE$§! Influence and cost you §R$GOLD$§! Gold.;;;;;x
#TITLE_CREATION_COST_DESC;Creating this title would give you §G$PRESTIGE$§b Influence and cost you §R$GOLD$§b Gold.;Creating this title would give you §G$PRESTIGE$§b Influence and cost you §R$GOLD$§b Gold.;;;;;x
TITLE_USURPATION_COST_DESC;Usurping this title would give you §G$PRESTIGE$§! Influence and cost you §R$GOLD$§! Gold.;Usurping this title would give you §G$PRESTIGE$§! Influence and cost you §R$GOLD$§! Gold.;;;;;x
#STAT_SCORE_DESC;The Influence and [Player.Religion.GetPietyName] of each successive character you have played is added to your score at the time of their death. Your score will determine your final rank when the game ends.;The Influence and [Player.Religion.GetPietyName] of each successive character you have played is added to your score at the time of their death. Your score will determine your final rank when the game ends.;;;;;x
MONTHLY_PRESTIGE;Monthly Influence;Monthly Influence;;;;;x
TITLE_PRESTIGE;Monthly Influence;Monthly Influence;;;;;x
DYNASTY_PRESTIGE_DESC;The influence of a dynasty is measured by the number and rank of titles ever held by its members, living and dead. A fraction of this sum is given to each new member of the dynasty at birth, and to anyone who marries a member of the dynasty.;The influence of a dynasty is measured by the number and rank of titles ever held by its members, living and dead. A fraction of this sum is given to each new member of the dynasty at birth, and to anyone who marries a member of the dynasty.;;;;;x
DYNASTY_DRO;This is the Dynasty of this character. Some dynasties are more influent than others, depending on the number and rank of all landed titles ever held by their members, living and dead. A fraction of the Influence of both the mother and father's Dynasty is carried over to children born in wedlock. Spouses also get a fraction of each other's dynastic influence when marrying.;This is the Dynasty of this character. Some dynasties are more influent than others, depending on the number and rank of all landed titles ever held by their members, living and dead. A fraction of the Influence of both the mother and father's Dynasty is carried over to children born in wedlock. Spouses also get a fraction of each other's dynastic influence when marrying.;;;;;x
PRESTIGE_FROM_MARRIAGE;§Y$RULER$§!'s Influence Gain from the Marriage;§Y$RULER$§!'s Influence Gain from the Marriage;;;;;x
HAS_LOWER_PRESTIGE_THAN;Has Lower Influence than ;Has Lower Influence than ;;;;;x
HAS_HIGHER_PRESTIGE_THAN;Has Influence of at least ;Has Influence of at least ;;;;;x
PLAYER_HEIR_DESC;The Dynastic Heir is the legal successor to a character. If a player has no Dynastic Heir, the game will end. On succession, the Influence and [Player.Religion.GetPietyName] of a character is carried over to the Heir in the form of Score.;The Dynastic Heir is the legal successor to a character. If a player has no Dynastic Heir, the game will end. On succession, the Influence and [Player.Religion.GetPietyName] of a character is carried over to the Heir in the form of Score.;;;;;x
TITLE_CREATION_KING_DESC;You need to control §Y$REQ_PERC$%§! of its de jure Counties to create this title. Currently, you control $PERC$ ($HELD$/§Y$ALL$§!). Creating this title would give you §G$PRESTIGE$§! Influence and cost you §R$GOLD$§! Gold and §R$PIETY$§! $PIETYNAME$.;You need to control §Y$REQ_PERC$%§! of its de jure Counties to create this title. Currently, you control $PERC$ ($HELD$/§Y$ALL$§!). Creating this title would give you §G$PRESTIGE$§! Influence and cost you §R$GOLD$§! Gold and §R$PIETY$§! $PIETYNAME$.;;;;;x
TITLE_CREATION_KING_COST_DESC;Creating this title would give you §G$PRESTIGE$§! Influence and cost you §R$GOLD$§! Gold and §R$PIETY$§! $PIETYNAME$.;Creating this title would give you §G$PRESTIGE$§! Influence and cost you §R$GOLD$§! Gold and §R$PIETY$§! $PIETYNAME$.;;;;;x
COMBATEND_PRESTIGE_LOST;§YInfluence Lost in Battle§!;§YInfluence Lost in Battle§!;;;;;x
TITLE_TITULAR_CREATION_DESC;Creating this title would give you §G$PRESTIGE$§! Influence and cost you §R$GOLD$§!¤ and §R$PIETY$§! $PIETYNAME$.;Creating this title would give you §G$PRESTIGE$§! Influence and cost you §R$GOLD$§!¤ and §R$PIETY$§! $PIETYNAME$.;;;;;x
TITLE_CREATION_EMPEROR_DESC;You need to control §Y$REQ_PERC$%§! of its de jure Counties to create this title. Currently, you control $PERC$ ($HELD$/§Y$ALL$§!). Creating this title would give you §G$PRESTIGE$§! Influence and cost you §R$GOLD$§! Gold and §R$PIETY$§! $PIETYNAME$.;You need to control §Y$REQ_PERC$%§! of its de jure Counties to create this title. Currently, you control $PERC$ ($HELD$/§Y$ALL$§!). Creating this title would give you §G$PRESTIGE$§! Influence and cost you §R$GOLD$§! Gold and §R$PIETY$§! $PIETYNAME$.;;;;;x
TITLE_DESTRUCTION_COST_DESC;Destroying this title would cost you §R$PRESTIGE$§! Influence. All de jure vassals of the $TITLE$ will be upset (§R$OPINION$§! Opinion).;Destroying this title would cost you §R$PRESTIGE$§! Influence. All de jure vassals of the $TITLE$ will be upset (§R$OPINION$§! Opinion).;;;;;x
CANNOT_AFFORD_DESTRUCTION;Must have §R$PRESTIGE$§! Influence;Must have §R$PRESTIGE$§! Influence;;;;;x
PART_SCALED_PRESTIGE_EFFECT;§Y$WHO$§!: $DIRECTION$ $VALUE$ Influence from war contribution.\n;§Y$WHO$§!: $DIRECTION$ $VALUE$ Influence from war contribution.\n;;;;;x
INTERACTION_PREP_INV_REQ_PRESTIGE;§Y[Actor.GetTitledName]§! must have at least §Y$PRESTIGE$§! Influence;§Y[Actor.GetTitledName]§! must have at least §Y$PRESTIGE$§! Influence;;;;;x
MAKE_CONSORT_INTERACTION_3;§Y[Actor.GetBestName]§! would gain §G$PRESTIGE$§! Influence from taking a concubine as noble as §Y[ThirdPartyCharacter.GetBestName]§!.;§Y[Actor.GetBestName]§! would gain §G$PRESTIGE$§! Influence from taking a concubine as noble as §Y[ThirdPartyCharacter.GetBestName]§!.;;;;;x
alert_at_peace_Influence_loss_delayed;As a §Y$RELIGION$ Pagan§!, you lose §R$PRESTIGE$§! Influence every month for being at peace and doing no raiding.;As a §Y$RELIGION$ Pagan§!, you lose §R$PRESTIGE$§! Influence every month for being at peace and doing no raiding.;;;;;x
LOOT_EFFECTS;Loot: §Y$GOLD$§!¤\nInfluence: §Y$PRESTIGE$§!;Loot: §Y$GOLD$§!¤\nInfluence: §Y$PRESTIGE$§!;;;;;x
LOOT_SHIP_RETURNED_LOG;A fleet $AMOUNT$ has returned from raiding. §Y$OWNER$§! gains §Y$GOLD$§! gold and §Y$PRESTIGE$§! Influence;A fleet $AMOUNT$ has returned from raiding. §Y$OWNER$§! gains §Y$GOLD$§! gold and §Y$PRESTIGE$§! Influence;;;;;x
DECLARE_WAR_INTERACTION_0;Breaking the Truce (ends on §Y$DATE$§!) would cost you §R$PRESTIGE$§! Influence and lower all §Y[Recipient.Religion.GetGroupName]§! rulers' opinion of you by §R$OPINION$§!. You will be considered a '§YTruce Breaker§!' (§R-5§! Diplomacy for §Y5§! years.);Breaking the Truce (ends on §Y$DATE$§!) would cost you §R$PRESTIGE$§! Influence and lower all §Y[Recipient.Religion.GetGroupName]§! rulers' opinion of you by §R$OPINION$§!. You will be considered a '§YTruce Breaker§!' (§R-5§! Diplomacy for §Y5§! years.);;;;;x
OFFER_MARRIGE_INTERACTION_2A;Propose that §Y[ActorExtra.GetTitledFirstName]§W and §Y[RecipientExtra.GetTitledFirstName]§W get married. As the relative of a $MYPARTYTIER$, §Y$MYPARTY$§W would gain $PRESTIGE$ Influence from marrying into §YHouse [RecipientExtra.GetOnlyDynastyName]§W and $PRESTIGE2$ from marrying the relative of a $THEIRPARTYTIER$.;Propose that §Y[ActorExtra.GetTitledFirstName]§W and §Y[RecipientExtra.GetTitledFirstName]§W get married. As the relative of a $MYPARTYTIER$, §Y$MYPARTY$§W would gain $PRESTIGE$ Influence from marrying into §YHouse [RecipientExtra.GetOnlyDynastyName]§W and $PRESTIGE2$ from marrying the relative of a $THEIRPARTYTIER$.;;;;;x
OFFER_MARRIGE_INTERACTION_2B;Propose that §Y[ActorExtra.GetTitledFirstName]§W and §Y[RecipientExtra.GetTitledFirstName]§W get married. As the relative of a $MYPARTYTIER$, §Y$MYPARTY$§W and you would gain $PRESTIGE$ Influence from marrying into §YHouse [RecipientExtra.GetOnlyDynastyName]§W and $PRESTIGE2$ from marrying the relative of a $THEIRPARTYTIER$.;Propose that §Y[ActorExtra.GetTitledFirstName]§W and §Y[RecipientExtra.GetTitledFirstName]§W get married. As the relative of a $MYPARTYTIER$, §Y$MYPARTY$§W and you would gain $PRESTIGE$ Influence from marrying into §YHouse [RecipientExtra.GetOnlyDynastyName]§W and $PRESTIGE2$ from marrying the relative of a $THEIRPARTYTIER$.;;;;;x
OFFER_MARRIGE_INTERACTION_2C;Propose that §Y[ActorExtra.GetTitledFirstName]§W and §Y[RecipientExtra.GetTitledFirstName]§W get married. As a $MYPARTYTIER$, §Y$MYPARTY$§W would gain $PRESTIGE$ Influence from marrying into §YHouse [RecipientExtra.GetOnlyDynastyName]§W and $PRESTIGE2$ from marrying the relative of a $THEIRPARTYTIER$.;Propose that §Y[ActorExtra.GetTitledFirstName]§W and §Y[RecipientExtra.GetTitledFirstName]§W get married. As a $MYPARTYTIER$, §Y$MYPARTY$§W would gain $PRESTIGE$ Influence from marrying into §YHouse [RecipientExtra.GetOnlyDynastyName]§W and $PRESTIGE2$ from marrying the relative of a $THEIRPARTYTIER$.;;;;;x
