EVTTITcomingofmen.17;Invasion of the [From.Culture.GetName];;;;;;;;;;;;;x
EVTDESCcomingofmen.17;[From.GetDynName] has ended the long plight of his [From.Culture.GetName] people by settling in the wildlands of [From.GetBaseName]. The locals have found themselves overwhelmed, and any opposing lords have been killed or driven out by force.\n\nRangers and wardens find this land to now be fenced off by their new neighbors, and the belligerent secondborn refuse to treat with the high lords of Beleriand.  Only time will tell if [From.GetFullBaseName] proves to be a danger to the free peoples of Arda.;;;;;;;;;;;;;x
EVTOPTAcomingofmen.17;I weep for this troubled land...;;;;;;;;;;;;;x
EVTOPTBcomingofmen.17;It is war, then!;;;;;;;;;;;;;x

# A LETTER FROM FINROD TO THE EDAIN

EVTDESCcomingofmen.18;My friends, I have been in contact with Lord Dan of the Laegrim, who expresses grave concerns with me that I sympathize with. Your destructive behavior does not become you - please refrain from deforesting or hunting in Beleriand, or turn around and return to Palisor.\n\nNom the Wise;;;;;;;;;;;;;x
EVTOPTAcomingofmen.18;Your words are a knife! You have betrayed our trust and you misunderstand us.;;;;;;;;;;;;;x

# A LETTER FROM DAN ABOUT THE EDAIN

EVTDESCcomingofmen.19;Your words are a knife! You have betrayed our trust and you misunderstand our plight. We are now your unfriends.\n\n[From.GetFirstName];;;;;;;;;;;;;x
EVTOPTAcomingofmen.19;Oh dear.;;;;;;;;;;;;;x

# THINGOL SENDS A LETTER TO THE EDAIN

EVTDESCcomingofmen.20;I find myself beset by two problems. Orkish raiders from the Ered Engrin use the fords of Brithiac to raid through the sparsely peopled lands of Brethil, and the Edain pressure my subjects on the borders of my realm. In need of shelter, food, and grazing land for their beasts, the secondborn are a disaster in the making. Perhaps I can turn this second problem into an asset, and offer them the forest of Brethil in exchange for protection from ork-raids.;;;;;;;;;;;;;x
EVTOPTAcomingofmen.20;These new allies will make our lands safer.;;;;;;;;;;;;;x
EVTOPTBcomingofmen.20;No, this may have unintended consequences.;;;;;;;;;;;;;x

EVTDESCcomingofmen.21;My friends, I know of your flight from the east and your desire to find a new home. Beleriand is already peopled for the most part, but I find my subjects in the bountiful forest of Brethil beset by orc-raids even so.  If you would bolster the defenses on the fords of Brithiac, I would grant this land and all of its inhabitants to the stewardship of your noble people.;;;;;;;;;;;;;x
EVTOPTAcomingofmen.21;Our new homes await in Brethil!;;;;;;;;;;;;;x
EVTOPTBcomingofmen.21;No, we will not be your thralls.;;;;;;;;;;;;;x

# THINGOL INVITES US TO SETTLE IN SOME WILDERNESS

EVTDESCcomingofmen.22;Firstborn emissaries from Doriath have arrived at our encampments. They point to [target_settle_duchy.GetName], a bountiful land sparsely populated by their kind, in need of protection from the forces of the Dark Lord. The lords of Beleriand offer us these broad lands in exchange for peace between our peoples.\n\nWe could resettle to [target_settle_duchy.GetName] immediately and create a legitimate realm of our own, free from conflict with Ossiriandic tribes... but we would be surrounded on all sides by mighty Eldarin lords.;;;;;;;;;;;;;x
EVTOPTAcomingofmen.22;Let us join these civilized elves in the wilds of [target_settle_duchy.GetName].;;;;;;;;;;;;;x
EVTOPTBcomingofmen.22;No, we will find our own way!;;;;;;;;;;;;;x

# FORODWAITH SETTLE WILDERNESS

EVTDESCcomingofmen.24;Secondborn men have settled in the wild lands of [From.GetName]. What people we had in these lands are now subjects of the greater tribal realm that has arrived from the east.;;;;;;;;;;;;;x
EVTOPTAcomingofmen.24;Our new neighbors are welcome to these lands.;;;;;;;;;;;;;x
EVTOPTBcomingofmen.24;We must take back our lands from these invaders!;;;;;;;;;;;;;x

# FINROD OFFERS SUZERIANSHIP, BUT SAYS THEY CAN REMAIN FREE IF THEY GUARD TAEGLIN

# THE DRUGHU SETTLE IN EDAIN LANDS

# MONGOL-ESQUE EVENTS ABOUT A GREAT EASTERLING HORDE

# received a year before the main event by denizens of Lothlann

EVTNAME60000;The Swarthy Men;Le khan des khans;Der Khan der Khans;;Kan de Kanes;;;;;;;;;x
EVTDESC60000;My liege, vague rumors of a great host of dire warriors have reached us from the East.  We must ready our blades and prepare to defend our land, or abandon it.;Mon cher Suzerain, des rumeurs inquiétantes nous parviennent d'Extrême-Orient. Il semble qu'un grand khan ait rassemblé toutes les tribus des vastes steppes et ait pris la tête de millions de redoutables cavaliers pour conquérir les grandes cités de Cathay. À terme, ce nouveau Khagan pourrait représenter une menace pour le monde civilisé...;Mein Lehnsherr, aus dem fernen Osten erreichen uns vage Gerüchte über eine schier unaufhaltsame Bedrohung: Anscheinend hat ein Großkhan alle Stämme der weiten Steppe vereinigt und führt Millionen wilder Reitersoldaten gegen die großen Städte Chinas. Früher oder später könnte dieser neue Khan auch eine Bedrohung für die zivilisierte Welt darstellen ...;;Mi señor, nos llegan rumores de Extremo Oriente sobre una amenaza invencible. Parece que un gran Khan ha unido a todas las tribus de las vastas estepas y lidera a millones de feroces jinetes contra las villas de Catay. Con el tiempo, este nuevo Gran Kan podría amenazar al mundo civilizado...;;;;;;;;;x
EVTOPTA60000;We will see how exaggerated these rumors are!;Belle histoire !;Eine schöne Geschichte!;;¡Una bonita historia!;;;;;;;;;x

# a unified baradhrim host appears

EVTNAME60001;A Scourge of the East;Le fléau arrive;Die Geißel ist da;;Llega el azote;;;;;;;;;x
EVTDESC60001;My liege, a great Chieftain has come from the lands of the East leading a new host of swarthy easterling warriors.  He is marching on the lands of Forodwaith and seeks to subjugate the peoples of the north!;Mon cher Suzerain, le grand Khagan a lancé à l'assaut des territoires d'Asie centrale et de Perse orientale une horde composée d'innombrables cavaliers barbares. Après avoir fait leur apparition à Balkh, les armées païennes semblent avoir l'intention de conquérir le monde musulman !;Mein Lehnsherr, der Großkahn hat eine schier zahllose Horde barbarischer Reiter zur Eroberung Zentralasiens und des östlichen Persiens geschickt. Die heidnischen Armeen stehen schon in Balch und scheinen die gesamte muslimische Welt erobern zu wollen!;;Mi señor, el Gran Kan ha enviado una inmensa horda de bárbaros a caballo contra Asia central y el este de Persia. ¡Al presentarse en Balkh, los ejércitos paganos parecen decididos a la conquista del mundo musulmán!;;;;;;;;;x
EVTOPTB60001;Ôs have mercy on us!;Allah, aie pitié de nous !;Allah sei uns gnädig!;;¡Alá se apiade de nosotros!;;;;;;;;;x
EVTOPTC60001;The smelly savages had it coming.;Les Mahométans s'y attendaient.;Die Mohammedaner haben es nicht anders verdient;;Los mahometanos se lo han buscado;;;;;;;;;x
EVTOPTD60001;Their divine "Voice" must be powerful indeed.;Les dieux mongols sont forts.;Die mongolischen Götter sind stark;;Los dioses mongoles son poderosos;;;;;;;;;x

# if all independent baradhrim are corrupted

EVTNAME60002;The Fall of the Baradhrim;La Horde d'Or;Die Goldene Horde;;La Horda Dorada;;;;;;;;;x
EVTDESC60002;My lord, grave news has reached my ears. It seems as though the baradhrim have forsaken decency and reason and have sworn alleigance to the Black Enemy Morgoth!  They have put to death any in their newly conquered domain who will not worship Bauglir, whom they call the "Great Man".;Mon cher Suzerain, le terrible Khagan des Mongols a lancé une nouvelle horde vers l'ouest. Celle-ci, la 'Horde d'Or', aurait reçu l'ordre de conquérir l'Europe jusqu'à l'océan Atlantique !;Mein Lehnsherr, der schreckliche Khan der Mongolen hat eine weitere Horde gen Westen geschickt - die 'Goldene Horde'. Angeblich hat sie den Befehl, Europa bis zum Atlantik zu erobern!;;Mi señor, el terrible Emperador mongol ha enviado otra horda al oeste. ¡Parece ser que esta horda, la Horda Dorada, tiene la orden de conquistar Europa hasta el Océano Atlántico!;;;;;;;;;x
EVTOPTB60002;[This.Religion.GetHighGodName] preserve us!;Que Dieu nous en préserve !;Gott steh uns bei!;;¡Dios nos proteja!;;;;;;;;;x
EVTOPTC60002;They have crossed a line! It is time for them to suffer!;Il est temps que les infidèles souffrent !;Ungläubige, die Zeit des Leidens ist gekommen!;;¡Es hora de que sufran los infieles!;;;;;;;;;x
EVTOPTD60002;The "Great Man", you say?;Les dieux mongols sont forts.;Die mongolischen Götter sind stark;;Los dioses mongoles son poderosos ;;;;;;;;;x

# I can offer service to a strong mannish lord

EVTTITcomingofmen.33;An Edain Servant;;;;;;;;;
EVTDESCcomingofmen.33;My armies lack able warriors, and the hordes of the Enemy loom over us all. Perhaps a mighty lord of these Edain would be willing to enter my service with a host of Men. I could offer a fiefdom in [target_edain_offer_title.GetBaseName] in exchange for friendship and temporary vassalage.;;;;;;;;;;;;;x
EVTOPTAcomingofmen.33;I will send an offer to [target_edain_offer_target.GetFirstName].;;;;;;;;;;;;;x
EVTOPTBcomingofmen.33;No, this land is for the [Root.PrimaryTitle.GetAdjective] alone!;;;;;;;;;;;;;x

# I can offer an entire high lordship to a strong mannish lord

EVTTITcomingofmen.34;An Edain Vassal;;;;;;;;;
EVTDESCcomingofmen.34;The realm is in need of settlers and warriors alike, as the Eldar are far from numerous. A host of secondborn Edain could bolster our numbers by settling [target_edain_offer_title.GetBaseName] in exchange for titles and prestige. This would be a permanent arrangement, but the Enemy would surely tremble with the news of such a union.;;;;;;;;;;;;;x
EVTOPTAcomingofmen.34;I will send an offer to [target_edain_offer_target.GetFirstName].;;;;;;;;;;;;;x
EVTOPTBcomingofmen.34;No, this land is for the [Root.PrimaryTitle.GetAdjective] alone!;;;;;;;;;;;;;x

# letter offer of service

EVTDESCcomingofmen.35;My lord [This.GetFirstName] of men, my realm is abuzz with news of your martial prowess and that of your retainers. We would have you stand by our side in the fight against the Black Enemy, in exchange for a fiefdom in [target_edain_offer_title.GetBaseName]. You will be elevated to first amongst elf-lords, and a commander of my personal warriors. Upon your death, your people would be free to return to their homes, and your titles would fall out of the realm.;;;;;;;;;;;;;x
EVTOPTAcomingofmen.35;Such an opportunity! I will fight for you, my Lord, in [target_edain_offer_title.GetBaseName].;;;;;;;;;;;;;x
EVTOPTBcomingofmen.35;I cannot abandon my people.;;;;;;;;;;;;;x

# letter of vassalage

EVTDESCcomingofmen.36;My lord [This.GetFirstName] of men, my realm is in dire need of subjects willing to stand at arms against the tyranny of Morgoth in Beleriand. We would have you live by our side in the land of [target_edain_offer_title.GetBaseName], your people new denizens of my realm. You will be elevated to first amongst elf-lords, and a commander of my personal warriors. Upon your death, your people would remain in their new homes.;;;;;;;;;;;;;x
EVTOPTAcomingofmen.36;I accept this invitation, my Lord. I shall relocate to [target_edain_offer_title.GetBaseName].;;;;;;;;;;;;;x
EVTOPTBcomingofmen.36;I cannot abandon these lands.;;;;;;;;;;;;;x

# should I follow my predecessor?

EVTDESCcomingofmen.38;My predecessor was a great friend and servant of the elves. If I wish, I can keep my people in [This.PrimaryTitle.GetBaseName] under the rule of the [This.Liege.Culture.GetName], or leave this land.;;;;;;;;;;;;;x
EVTOPTAcomingofmen.38;This is our new home, these elves are our new lords;;;;;;;;;;;;;x
EVTOPTBcomingofmen.38;No, it is time to leave the service of the [This.Liege.Culture.GetName].;;;;;;;;;;;;;x

# should I follow my predecessor?

EVTDESCcomingofmen.42;My predecessor was a great friend of the elves. I can follow in the footsteps of my forebears and maintain friendship with the firstborn. This will discourage the elves from attacking my realm and will grant the possibility of mutual defense, but will restrict my freedoms and reduce my standing among the more traditional of my kinsmen.;;;;;;;;;;;;;x
EVTOPTAcomingofmen.42;These elves will always be our friends!;;;;;;;;;;;;;x
EVTOPTBcomingofmen.42;No, it is time that my [This.Culture.GetName] stand on their own.;;;;;;;;;;;;;x

# should I follow my predecessor?

EVTDESCcomingofmen.43;My predecessor was a great friend of the dwarves. I can follow in the footsteps of my forebears and maintain friendship with the children of Mahal. This will discourage the dwarves from attacking my realm and will grant the possibility of mutual defense, but will restrict my freedoms and reduce my standing among the more traditional of my kinsmen.;;;;;;;;;;;;;x
EVTOPTAcomingofmen.43;These dwarves will always be our friends!;;;;;;;;;;;;;x
EVTOPTBcomingofmen.43;No, it is time that my [This.Culture.GetName] stand on their own.;;;;;;;;;;;;;x
