#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_barad_annun_adj;Barad Annûn;;Barad Annûner;;;;;;;;;;;x
c_bay_of_tuor;Bay of Tuor;Bay of Tuor;Bay of Tuor;;Bay of Tuor;;;;;;;;;x
c_bay_of_tuor_adj;Bay of Tuor;;Bay of Tuorer;;;;;;;;;;;x
c_beleg_dun_falad;Beleg-dun-Falad;Beleg-dun-Falad;Beleg-dun-Falad;;Beleg-dun-Falad;;;;;;;;;x
c_beleg_dun_falad_adj;Beleg-dun-Faladrim;;beleg-dun-falader;;;;;;;;;;;x
c_belegost;Belegost;Belegost;Belegost;;Belegost;;;;;;;;;x
c_belegost_adj;Belegothrim;;belegoster;;;;;;;;;;;x
c_belegraw_gelion;Belegraw-Gelion;Belegraw-Gelion;Belegraw-Gelion;;Belegraw-Gelion;;;;;;;;;x
c_belegraw_gelion_adj;Belegraw-Gelionin;;belegraw-gelioner;;;;;;;;;;;x
c_bors_seat;Bor's Seat;Bor's Seat;Bor's Seat;;Bor's Seat;;;;;;;;;x
c_bors_seat_adj;Bors Seat;;Bor's Seater;;;;;;;;;;;x
c_brethil;Brethil;Brethil;Brethil;;Brethil;;;;;;;;;x
c_brethil_adj;Brethilrim;;brethiler;;;;;;;;;;;x
c_brilthor;Brilthor;Brilthor;Brilthor;;Brilthor;;;;;;;;;x
c_brilthor_adj;Brilthorim;;brilthorer;;;;;;;;;;;x
c_brithiac;Brithiac;Brithiac;Brithiac;;Brithiac;;;;;;;;;x
c_brithiac_adj;Brithiacrim;;brithiacer;;;;;;;;;;;x
c_brithombar;Brithombar;Brithombar;Brithombar;;Brithombar;;;;;;;;;x
c_brithombar_adj;Brithombarim;;brithombarer;;;;;;;;;;;x
c_calensta;Calensta;Calensta;Calensta;;Calensta;;;;;;;;;x
c_calensta_adj;Calenstin;;calenster;;;;;;;;;;;x
c_calensta_ambalar;Calensta Ambalar;Calensta Ambalar;Calensta Ambalar;;Calensta Ambalar;;;;;;;;;x
c_calensta_ambalar_adj;Calensta Ambalar;;Calensta Ambalarer;;;;;;;;;;;x
c_cape_balar;Cape Balar;Cape Balar;Cape Balar;;Cape Balar;;;;;;;;;x
c_cape_balar_adj;Cape;;Cape Balarer;;;;;;;;;;;x
c_caranthirs_pass;Caranthir's Pass;Caranthir's Pass;Caranthir's Pass;;Caranthir's Pass;;;;;;;;;x
c_caranthirs_pass_adj;Pass;;Caranthir's Passer;;;;;;;;;;;x
c_cerin_haleth;Cerin Haleth;Cerin Haleth;Cerin Haleth;;Cerin Haleth;;;;;;;;;x
c_cerin_haleth_adj;Cerin Halethin;;Cerin Halether;;;;;;;;;;;x
c_cirith_ninniach;Cirith Ninniach;Cirith Ninniach;Cirith Ninniach;;Cirith Ninniach;;;;;;;;;x
c_cirith_ninniach_adj;Cirith Ninniachrim;;Cirith Ninniacher;;;;;;;;;;;x
c_crissaegrim;Crissaegrim;Crissaegrim;Crissaegrim;;Crissaegrim;;;;;;;;;x
c_crissaegrim_adj;Crissaegrim;;crissaegrimer;;;;;;;;;;;x
c_crossings_of_taeglin;Crossings of Taeglin;Crossings of Taeglin;Crossings of Taeglin;;Crossings of Taeglin;;;;;;;;;x
c_crossings_of_taeglin_adj;Taeglin;;;;;;;;;;;;;x
c_cu_nan_eilch;Cû nan Eilch;Cû nan Eilch;Cû nan Eilch;;Cû nan Eilch;;;;;;;;;x
c_cu_nan_eilch_adj;Cû nan Eilch;;;;;;;;;;;;;x
c_dimrost;Dimrost;Dimrost;Dimrost;;Dimrost;;;;;;;;;x
c_dimrost_adj;Dimroth;;;;;;;;;;;;;x
c_dolmed;Dolmed;Dolmed;Dolmed;;Dolmed;;;;;;;;;x
c_dolmed_adj;Dolmed;;;;;;;;;;;;;x
c_dor_beor;Dor-Bëor;Dor-Bëor;Dor-Bëor;;Dor-Bëor;;;;;;;;;x
c_dor_beor_adj;Dor-Bëor;;;;;;;;;;;;;x
c_dor_caranthir;Dor Caranthir;Dor Caranthir;Dor Caranthir;;Dor Caranthir;;;;;;;;;x
c_dor_caranthir_adj;Dor Caranthir;;Dor Caranthir;;;;;;;;;;;x
c_dor_cuarthol;Newegludor;Dor-Cúarthol;Dor-Cúarthol;;Dor-Cúarthol;;;;;;;;;x
c_dor_cuarthol_adj;Neweglu;;;;;;;;;;;;;x
c_dor_daedeloth;Ladwen-na-Dhaideloth;Ladwen-na-Dhaideloth;Ladwen-na-Dhaideloth;;Ladwen-na-Dhaideloth;;;;;;;;;x
c_dor_daedeloth_adj;Ladwen-na-Dhaidelothrim;;Ladwen-na-Dhaidelothrim;;;;;;;;;;;x
c_dor_dinen;Dor Dinen;Dor Dinen;Dor Dinen;;Dor Dinen;;;;;;;;;x
c_dor_dinen_adj;Dor Dinen;;Dor Dinener;;;;;;;;;;;x
c_dor_fingon;Dor-Fingon;Dor-Fingon;Dor-Fingon;;Dor-Fingon;;;;;;;;;x
c_dor_fingon_adj;Dor-Fingon;;;;;;;;;;;;;x
c_dor_firn_i_guinar;Dor Firn-i-Guinar;Dor Firn-i-Guinar;Dor Firn-i-Guinar;;Dor Firn-i-Guinar;;;;;;;;;x
c_dor_firn_i_guinar_adj;Dor Firn-i-Guinar;;Dor Firn-i-Guinarer;;;;;;;;;;;x
c_dor_halethrim;Dor-Halethrim;Dor-Halethrim;Dor-Halethrim;;Dor-Halethrim;;;;;;;;;x
c_dor_halethrim_adj;Dor-Halethrim;;;;;;;;;;;;;x
c_dor_i_celon;Celondor;Celondor;Celondor;;Celondor;;;;;;;;;x
c_dor_i_celon_adj;Celondor;;;;;;;;;;;;;x
c_dor_im_toer;Dor-im-Toer;Dor-im-Toer;Dor-im-Toer;;Dor-im-Toer;;;;;;;;;x
c_dor_im_toer_adj;Dor-im-Toerim;;;;;;;;;;;;;x
c_dor_lomin;Dor-lómin;Dor-lómin;Dor-lómin;;Dor-lómin;;;;;;;;;x
c_dor_lomin_adj;Dor-lómin;;;;;;;;;;;;;x
c_dorthonian;Taur-na-Foen;;;;;;;;;;;;;x
c_dorthonian_adj;Taur-na-Foenim;;;;;;;;;;;;;x
c_drun;Drûn;Drûn;Drûn;;Drûn;;;;;;;;;x
c_drun_adj;Drûnrim;;drûner;;;;;;;;;;;x
c_dry_river;Dry River;Dry River;Dry River;;Dry River;;;;;;;;;x
c_dry_river_adj;Dry River;;Dry Riverer;;;;;;;;;;;x
c_duilwen;Dânwaith;;;;;;;;;;;;;x
c_duilwen_adj;Dânwaith;;;;;;;;;;;;;x
c_dunestolad;Dûnestolad;Dûnestolad;Dûnestolad;;Dûnestolad;;;;;;;;;x
c_dunestolad_adj;Dûnestoladrim;;dûnestolader;;;;;;;;;;;x
c_duven_taur;Duven-Taur;Duven-Taur;Duven-Taur;;Duven-Taur;;;;;;;;;x
c_duven_taur_adj;Duven-Taurim;;duven-taurer;;;;;;;;;;;x
c_east_march;East March;East March;East March;;East March;;;;;;;;;x
c_east_march_adj;East March;;East Marcher;;;;;;;;;;;x
c_echad_feanor;Echad Fëanor;Echad Fëanor;Echad Fëanor;;Echad Fëanor;;;;;;;;;x
c_echad_feanor_adj;Echadrim;;Echad Fëanorer;;;;;;;;;;;x
c_echoriath;Echoriath;Echoriath;Echoriath;;Echoriath;;;;;;;;;x
c_echoriath_adj;Echoriathrim;;echoriather;;;;;;;;;;;x
c_edenathrad;Edenathrad;Edenathrad;Edenathrad;;Edenathrad;;;;;;;;;x
c_edenathrad_adj;Edenathradrim;;edenathrader;;;;;;;;;;;x
c_edrain_duath;Edrain-Duath;Edrain-Duath;Edrain-Duath;;Edrain-Duath;;;;;;;;;x
c_edrain_duath_adj;Edrain-Duathrim;;edrain-duather;;;;;;;;;;;x
c_eglamar;Eglamar;Eglamar;Eglamar;;Eglamar;;;;;;;;;x
c_eglamar_adj;Eglamarim;;eglamarer;;;;;;;;;;;x
c_eglamar_2;Eglamar;Eglamar;Eglamar;;Eglamar;;;;;;;;;x
c_eglamar_2_adj;Eglamarim;;eglamarer;;;;;;;;;;;x
c_eglandor;Eglandor;Eglandor;Eglandor;;Eglandor;;;;;;;;;x
c_eglandor_adj;Eglandorim;;eglandorer;;;;;;;;;;;x
c_eglarest;Eglarest;Eglarest;Eglarest;;Eglarest;;;;;;;;;x
c_eglarest_adj;Eglarethrim;;eglarester;;;;;;;;;;;x
c_eithel_brithon;Eithel Brithon;Eithel Brithon;Eithel Brithon;;Eithel Brithon;;;;;;;;;x
c_eithel_brithon_adj;Eithel;;Eithel Brithoner;;;;;;;;;;;x
c_eithel_celebros;Eithel Celebros;Eithel Celebros;Eithel Celebros;;Eithel Celebros;;;;;;;;;x
c_eithel_celebros_adj;Eithel Celebrothrim;;Eithel Celebroser;;;;;;;;;;;x
c_eithel_gelion;Eithel Gelion;Eithel Gelion;Eithel Gelion;;Eithel Gelion;;;;;;;;;x
c_eithel_gelion_adj;Eithel Gelionrim;;Eithel Gelioner;;;;;;;;;;;x
c_eithel_i_nuin;Eithel-i-Nuin;Eithel-i-Nuin;Eithel-i-Nuin;;Eithel-i-Nuin;;;;;;;;;x
c_eithel_i_nuin_adj;Eithel;;eithel-i-nuiner;;;;;;;;;;;x
c_eithel_nenning;Eithel Nenning;Eithel Nenning;Eithel Nenning;;Eithel Nenning;;;;;;;;;x
c_eithel_nenning_adj;Eithel Nenning;;Eithel Nenninger;;;;;;;;;;;x
c_eithel_rathloriel;Eithel Rathloriel;Eithel Rathloriel;Eithel Rathloriel;;Eithel Rathloriel;;;;;;;;;x
c_eithel_rathloriel_adj;Rathlorielrim;;Eithel Rathlorieler;;;;;;;;;;;x
c_eithel_rivil;Eithel Rivil;Eithel Rivil;Eithel Rivil;;Eithel Rivil;;;;;;;;;x
c_eithel_rivil_adj;Eithel Rivil;;Eithel Riviler;;;;;;;;;;;x
c_eithel_sirion;Eithel Sirion;Eithel Sirion;Eithel Sirion;;Eithel Sirion;;;;;;;;;x
c_eithel_sirion_adj;Eithel Sirion;;Eithel Sirioner;;;;;;;;;;;x
c_eithem_mithrum;Eithem Mithrum;Eithem Mithrum;Eithem Mithrum;;Eithem Mithrum;;;;;;;;;x
c_eithem_mithrum_adj;Eithem Mithrum;;Eithem Mithrumer;;;;;;;;;;;x
c_emyn_edrain;Emyn Edrain;Emyn Edrain;Emyn Edrain;;Emyn Edrain;;;;;;;;;x
c_emyn_edrain_adj;Emyn Edrain;;Emyn Edrainer;;;;;;;;;;;x
c_emyn_eglain;Emyn Eglain;Emyn Eglain;Emyn Eglain;;Emyn Eglain;;;;;;;;;x
c_emyn_eglain_adj;Emyn Eglain;;Emyn Eglainer;;;;;;;;;;;x
c_emyn_faroth;Emyn Faroth;Emyn Faroth;Emyn Faroth;;Emyn Faroth;;;;;;;;;x
c_emyn_faroth_adj;Emyn Farothrim;;Emyn Farother;;;;;;;;;;;x
c_emyn_mithrum;Emyn Mithrum;Emyn Mithrum;Emyn Mithrum;;Emyn Mithrum;;;;;;;;;x
c_emyn_mithrum_adj;Emyn Mithrum;;Emyn Mithrumer;;;;;;;;;;;x
c_emyn_nuath;Emyn Núath;Emyn Núath;Emyn Núath;;Emyn Núath;;;;;;;;;x
c_emyn_nuath_adj;Emyn Núathrim;;Emyn Núather;;;;;;;;;;;x
c_enaid_brilthor;Enaid-Brilthor;Enaid-Brilthor;Enaid-Brilthor;;Enaid-Brilthor;;;;;;;;;x
c_enaid_brilthor_adj;Enaid-Brilthor;;enaid-brilthorer;;;;;;;;;;;x
c_enwinanuine;Enwinanuinë;Enwinanuinë;Enwinanuinë;;Enwinanuinë;;;;;;;;;x
c_enwinanuine_adj;Enwinanuinin;;enwinanuinëer;;;;;;;;;;;x
c_ereb;Ereb;Ereb;Ereb;;Ereb;;;;;;;;;x
c_ereb_adj;Erebrim;;ereber;;;;;;;;;;;x
c_ered_gorgoroth;Ered Gorgoroth;Ered Gorgoroth;Ered Gorgoroth;;Ered Gorgoroth;;;;;;;;;x
c_ered_gorgoroth_adj;Ered Gorgorothrim;;Ered Gorgorother;;;;;;;;;;;x
c_ered_lomin;Ered Lómin;Ered Lómin;Ered Lómin;;Ered Lómin;;;;;;;;;x
c_ered_lomin_adj;Ered Lóminrim;;Ered Lóminer;;;;;;;;;;;x
c_ered_wethrin;Ered Wethrin;Ered Wethrin;Ered Wethrin;;Ered Wethrin;;;;;;;;;x
c_ered_wethrin_adj;Ered Wethrin;;Ered Wethriner;;;;;;;;;;;x
c_eryd_echor;Eryd Echor;Eryd Echor;Eryd Echor;;Eryd Echor;;;;;;;;;x
c_eryd_echor_adj;Eryd Echorim;;Eryd Echorer;;;;;;;;;;;x
c_eryn_en_haladin;Eryn-en-Haladin;Eryn-en-Haladin;Eryn-en-Haladin;;Eryn-en-Haladin;;;;;;;;;x
c_eryn_en_haladin_adj;Eryn-en-Haladin;;eryn-en-haladiner;;;;;;;;;;;x
c_estolad;Estolad;Estolad;Estolad;;Estolad;;;;;;;;;x
c_estolad_adj;Estoladrim;;estolader;;;;;;;;;;;x
c_falad_ar_taur;Falad-ar-Taur;Falad-ar-Taur;Falad-ar-Taur;;Falad-ar-Taur;;;;;;;;;x
c_falad_ar_taur_adj;Falad-ar-Taurim;;falad-ar-taurer;;;;;;;;;;;x
c_falas;Falas;Falas;Falas;;Falas;;;;;;;;;x
c_falas_adj;Falathrim;;falaser;;;;;;;;;;;x
c_falasquil;Falasquil;Falasquil;Falasquil;;Falasquil;;;;;;;;;x
c_falasquil_adj;Falasquilin;;falasquiler;;;;;;;;;;;x
c_falin_malos;Falin Málos;Falin Málos;Falin Málos;;Falin Málos;;;;;;;;;x
c_falin_malos_adj;Falin Málothrim;;Falin Máloser;;;;;;;;;;;x
c_falls_of_esgalduin;Falls of Esgalduin;Falls of Esgalduin;Falls of Esgalduin;;Falls of Esgalduin;;;;;;;;;x
c_falls_of_esgalduin_adj;Fall;;Falls of Esgalduiner;;;;;;;;;;;x
c_fangros;Fangros;Fangros;Fangros;;Fangros;;;;;;;;;x
c_fangros_adj;Fangrothrim;;fangroser;;;;;;;;;;;x
c_fen_of_sereach;Gorfalong;Fen of Sereach;Fen of Sereach;;Fen of Sereach;;;;;;;;;x
c_fen_of_sereach_adj;Gorfalongrim;;Fen of Sereacher;;;;;;;;;;;x
c_fens_of_sirion;Fens of Sirion;Fens of Sirion;Fens of Sirion;;Fens of Sirion;;;;;;;;;x
c_fens_of_sirion_adj;Fens of Sirion;;Fens of Sirioner;;;;;;;;;;;x
c_fordimbar;Fordimbar;Fordimbar;Fordimbar;;Fordimbar;;;;;;;;;x
c_fordimbar_adj;Fordimbarim;;fordimbarer;;;;;;;;;;;x
c_fords_of_aros;Fords of Aros;Fords of Aros;Fords of Aros;;Fords of Aros;;;;;;;;;x
c_fords_of_aros_adj;Arothrim;;Fords of Aroser;;;;;;;;;;;x
c_forfalas;Forfalas;Forfalas;Forfalas;;Forfalas;;;;;;;;;x
c_forfalas_adj;Forfalathrim;;forfalaser;;;;;;;;;;;x
c_forlinaewen;Forlinaewen;Forlinaewen;Forlinaewen;;Forlinaewen;;;;;;;;;x
c_forlinaewen_adj;Forlinaewin;;forlinaewener;;;;;;;;;;;x
c_forlothlann;Forlothlann;Forlothlann;Forlothlann;;Forlothlann;;;;;;;;;x
c_forlothlann_adj;Forlothrim;;forlothlanner;;;;;;;;;;;x
c_forlum;Forlum;Forlum;Forlum;;Forlum;;;;;;;;;x
c_forlum_adj;Forlum;;forlumer;;;;;;;;;;;x
c_fornatumba;Fornatumba;Fornatumba;Fornatumba;;Fornatumba;;;;;;;;;x
c_fornatumba_adj;Fornatumbin;;fornatumber;;;;;;;;;;;x
c_fornrast;Fornrast;Fornrast;Fornrast;;Fornrast;;;;;;;;;x
c_fornrast_adj;Fornrathrim;;fornraster;;;;;;;;;;;x
c_forodwaith;Forochel;Forodwaith;Forodwaith;;Forodwaith;;;;;;;;;x
c_forodwaith_adj;Forochel;;forodwaither;;;;;;;;;;;x
c_forthargelion;Forthargelion;Forthargelion;Forthargelion;;Forthargelion;;;;;;;;;x
c_forthargelion_adj;Forthargelionrim;;forthargelioner;;;;;;;;;;;x
c_fuir_region;Fuir Region;Fuir Region;Fuir Region;;Fuir Region;;;;;;;;;x
c_fuir_region_adj;Fuir Regionrim;;Fuir Regioner;;;;;;;;;;;x
c_fuir_wethrin;Fuir-Wethrin;Fuir-Wethrin;Fuir-Wethrin;;Fuir-Wethrin;;;;;;;;;x
c_fuir_wethrin_adj;Fuir-Wethrin;;fuir-wethriner;;;;;;;;;;;x
c_galerant;Galerant;Galerant;Galerant;;Galerant;;;;;;;;;x
c_galerant_adj;Galerantrim;;galeranter;;;;;;;;;;;x
c_garthurian;Garthurian;Garthurian;Garthurian;;Garthurian;;;;;;;;;x
c_garthurian_adj;Garthurianrim;;garthurianer;;;;;;;;;;;x
c_gates_of_sirion;Gates of Sirion;Gates of Sirion;Gates of Sirion;;Gates of Sirion;;;;;;;;;x
c_gates_of_sirion_adj;Gate;;Gates of Sirioner;;;;;;;;;;;x
c_gaurwaithbardh;Gaurwaithbardh;Gaurwaithbardh;Gaurwaithbardh;;Gaurwaithbardh;;;;;;;;;x
c_gaurwaithbardh_adj;Gaurwaith;;gaurwaithbardher;;;;;;;;;;;x
c_ginglith;Ginglith;Ginglith;Ginglith;;Ginglith;;;;;;;;;x
c_ginglith_adj;Ginglithrim;;ginglither;;;;;;;;;;;x
c_gondolin;Gondolin;Gondolin;Gondolin;;Gondolin;;;;;;;;;x
c_gondolin_adj;Gondolindrim;;gondoliner;;;;;;;;;;;x
c_gorge_of_aglon;Gorge of Aglon;Gorge of Aglon;Gorge of Aglon;;Gorge of Aglon;;;;;;;;;x
c_gorge_of_aglon_adj;Gorge;;Gorge of Agloner;;;;;;;;;;;x
c_gorothress;Gorothress;Gorothress;Gorothress;;Gorothress;;;;;;;;;x
c_gorothress_adj;Gorothrim;;gorothresser;;;;;;;;;;;x
c_grey_plains;Grey Plains;Grey Plains;Grey Plains;;Grey Plains;;;;;;;;;x
c_grey_plains_adj;Grey;;Grey Plainser;;;;;;;;;;;x
c_gur_doriath;Gûr-Doriath;Gûr-Doriath;Gûr-Doriath;;Gûr-Doriath;;;;;;;;;x
c_gur_doriath_adj;Gûr-Doriathrim;;gûr-doriather;;;;;;;;;;;x
c_hallonnas;Hallonnas;Hallonnas;Hallonnas;;Hallonnas;;;;;;;;;x
c_hallonnas_adj;Hallonnathrim;;hallonnaser;;;;;;;;;;;x
c_hardimbar;Hardimbar;Hardimbar;Hardimbar;;Hardimbar;;;;;;;;;x
c_hardimbar_adj;Hardimbarin;;hardimbarer;;;;;;;;;;;x
c_harfalad;Harfalad;Harfalad;Harfalad;;Harfalad;;;;;;;;;x
c_harfalad_adj;Harfaladrim;;harfalader;;;;;;;;;;;x
c_harfalas;Ras Mewrim;Ras Mewrim;Ras Mewrim;;Ras Mewrim;;;;;;;;;x
c_harfalas_adj;Mewrim;;Mewrim;;;;;;;;;;;x
c_harlinaewen;Harlinaewen;Harlinaewen;Harlinaewen;;Harlinaewen;;;;;;;;;x
c_harlinaewen_adj;Harlinaewin;;harlinaewener;;;;;;;;;;;x
c_harlothlann;Harlothlann;Harlothlann;Harlothlann;;Harlothlann;;;;;;;;;x
c_harlothlann_adj;Harlothlrim;;harlothlanner;;;;;;;;;;;x
c_harn_region;Harn Region;Harn Region;Harn Region;;Harn Region;;;;;;;;;x
c_harn_region_adj;Harn Regionrim;;Harn Regioner;;;;;;;;;;;x
c_harnlum;Harnlum;Harnlum;Harnlum;;Harnlum;;;;;;;;;x
c_harnlum_adj;Harnlum;;harnlumer;;;;;;;;;;;x
c_harost;Harost;Harost;Harost;;Harost;;;;;;;;;x
c_harost_adj;Harothrim;;haroster;;;;;;;;;;;x
c_harthargelion;Harthargelion;Harthargelion;Harthargelion;;Harthargelion;;;;;;;;;x
c_harthargelion_adj;Harthargelionrim;;harthargelioner;;;;;;;;;;;x
c_helevorn;Helevorn;Helevorn;Helevorn;;Helevorn;;;;;;;;;x
c_helevorn_adj;Helevornwaith;;helevorner;;;;;;;;;;;x
c_high_faroth;High Faroth;High Faroth;High Faroth;;High Faroth;;;;;;;;;x
c_high_faroth_adj;High Farothrim;;High Farother;;;;;;;;;;;x
c_himlad;Himlad;Himlad;Himlad;;Himlad;;;;;;;;;x
c_himlad_adj;Himladrim;;himlader;;;;;;;;;;;x
c_himring;Himring;Himring;Himring;;Himring;;;;;;;;;x
c_himring_adj;Himring;;himringer;;;;;;;;;;;x
c_hisilome;Hísilómë;Hísilómë;Hísilómë;;Hísilómë;;;;;;;;;x
c_hisilome_adj;Hísilómin;;hísilómëer;;;;;;;;;;;x
c_hiswatuna;Hiswatúna;Hiswatúna;Hiswatúna;;Hiswatúna;;;;;;;;;x
c_hiswatuna_adj;Hiswatúnin;;hiswatúner;;;;;;;;;;;x
c_hithlu;Hithlu;Hithlu;Hithlu;;Hithlu;;;;;;;;;x
