#CODE;ENGLISH;FRENCH;GERMAN;SPANISH;ITALIAN;x
faction_independence_ultimatum_timer;;;;;;;;;;x
faction_claimant_timer;;;;;;;;;;x
declined_prestige_duel_timer;;;;;;;;;;x
recent_duel_timer;;;;;;;;;;x
subjugate_realm;Subjugate;;;;;;;;;x
capital_defenses;Capital defenses;;;;;;;;;x
settled_by_refugees;Recently Settled by Refugees;;;;;;;;;x
settled_by_colonists;Recently Settled by Colonists;;;;;;;;;x
dwarven_mining_colony;Dwarven Mining Colony;;;;;;;;;x
evil_reinforcement;Evil reinforcement;;;;;;;;;x
tax_of_evil;Tax of Evil;;;;;;;;;x
silvan_penalty;Silvan Malus;;;;;;;;;x
sindar_penalty;Sindar Malus;;;;;;;;;x
has_pledge_attacker;Pledge Attacker;;;;;;;;;x
has_pledge_defender;Pledge Defender;;;;;;;;;x
balrog_culture_modifier;Balrog;;;;;;;;;x
dragon_culture_modifier;Dragon;;;;;;;;;x
halfling_culture_modifier;Halfling;;;;;;;;;x
huorn_culture_modifier;Huorn;;;;;;;;;x
entish_culture_modifier;Entish;;;;;;;;;x
troll_culture_modifier;Troll;;;;;;;;;x
eagles_culture_modifier;Eagle;;;;;;;;;x
wilderness_culture_modifier;Wilderness;;;;;;;;;x
rohirrim_culture_modifier;Rohirrim;;;;;;;;;x
blacklock_culture_modifier;Blacklock;;;;;;;;;x
stonefoot_culture_modifier;Stonefoot;;;;;;;;;x
stiffbeard_culture_modifier;Stiffbeard;;;;;;;;;x
ironfist_culture_modifier;Ironfist;;;;;;;;;x
broadbeam_culture_modifier;Broadbeam;;;;;;;;;x
firebeard_culture_modifier;Firebeard;;;;;;;;;x
longbeard_culture_modifier;Longbeard;;;;;;;;;x
noldor_culture_modifier;Noldor;;;;;;;;;x
sindar_culture_modifier;Sindar;;;;;;;;;x
silvan_culture_modifier;Silvan;;;;;;;;;x
urukhai_culture_modifier;Uruk-hai;;;;;;;;;x
orkish_culture_modifier;Orkish;;;;;;;;;x
arnorian_culture_modifier;Arnorian;;;;;;;;;x
gondorian_culture_modifier;Gondorian;;;;;;;;;x
dunedain_culture_modifier;Dunedain;;;;;;;;;x
default_culture_modifier;;;;;;;;;;x
pretender_modifier;Pretender;;;;;;;;;x
troops_tutorial;Tutorial troops;;;;;;;;;x
occupied_tutorial;Occupied tutorial;;;;;;;;;x
normal_ai;Normal AI;;;;;;;;;x
normal_player;Normal player;;;;;;;;;x
negative_money_desc;Bankruptcy;;;;;;;;;x
opinion_dissatisfied_calligrapher;Dissatisfied calligrapher;;;;;;;;;x
opinion_shared_lifestyle;Shared lifestyle;;;;;;;;;x
opinion_fellow_guardian_realm;Fellow guardian;;;;;;;;;x
opinion_ignore;Ignore;;;;;;;;;x
opinion_mutual_enemy;Mutual enemy;;;;;;;;;x
dynastic_refused_title;Refused title;;;;;;;;;x
cuckolded;Cuckolded;;;;;;;;;x
unfaithful;Unfaithful;;;;;;;;;x
opinion_lowered_tribal_organization;Lowered tribal organization;;;;;;;;;x
opinion_granted_other_baron_vice_royalty;Granted other baron vice royalty;;;;;;;;;x
opinion_granted_other_count_vice_royalty;Granted other count vice royalty;;;;;;;;;x
opinion_granted_other_duke_vice_royalty;Granted other duke vice royalty;;;;;;;;;x
opinion_granted_other_king_vice_royalty;Granted other king vice royalty;;;;;;;;;x
opinion_granted_other_emperor_vice_royalty;Granted other emperor vice royalty;;;;;;;;;x
opinion_vassal_king;Vassal king;;;;;;;;;x
opinion_tournament_spectator;Tournament spectator;;;;;;;;;x
opinion_queen_love_beauty_chosen;Queen love;;;;;;;;;x
opinion_queen_love_beauty;Queen love;;;;;;;;;x
opinion_joust_target;Jousting target;;;;;;;;;x
opinion_castamirusurper;Usurper;;;;;;;;;x
protected_independance;Protected independance;;;;;;;;;x
hobbit_badparty;Bad party;;;;;;;;;x
hobbit_boringparty;Boring party;;;;;;;;;x
hobbit_goodparty;Good party;;;;;;;;;x
hobbit_greatparty;Great party;;;;;;;;;x
hobbit_no_gift;No gift;;;;;;;;;x
hobbit_good_gift;Good gift;;;;;;;;;x
hobbit_little_gift;Little gift;;;;;;;;;x
opinion_refused_to_trade;Refused to trade;;;;;;;;;x
mithril_gift;Mithril gift;;;;;;;;;x
opinion_steward_raised_authority;Raised crown authority;;;;;;;;;x
opinion_undivided_realm;Undivided realm;;;;;;;;;x
opinion_didnt_give_object_to_me;Didn't give object to me;;;;;;;;;x
opinion_gave_object_to_me;Gave object to me;;;;;;;;;x
opinion_didnt_give_palantir_to_me;Didn't give palantir to me;;;;;;;;;x
opinion_gave_palantir_to_me;Gave palantir to me;;;;;;;;;x
orc_army;Black Forges & Slave Labor;;;;;;;;;x
recently_visited_character;Has recently visited a foreign court;;;;;;;;;x
true_christian_knight;True Defender of the Eldar;;;;;;;;;x

culture_druedain_opinion;Drûghu Opinion;;;;;;;;;x
culture_haladin_opinion;Haladin Opinion;;;;;;;;;x
culture_brethilrim_opinion;Brethilrim Opinion;;;;;;;;;x
culture_maradin_opinion;Maradin Opinion;;;;;;;;;x
culture_hadoran_opinion;Hadoran Opinion;;;;;;;;;x
culture_beodin_opinion;Bëodin Opinion;;;;;;;;;x
culture_anach_opinion;Anachrim Opinion;;;;;;;;;x
culture_helmivalmistajat_opinion; Opinion;;;;;;;;;x
culture_lossoth_opinion;Helmivalmistajat Opinion;;;;;;;;;x
culture_baradhrim_opinion;Baradhrim Opinion;;;;;;;;;x
culture_ulbandim_opinion;Ulbandim Opinion;;;;;;;;;x
culture_boradin_opinion;Boradin Opinion;;;;;;;;;x
culture_longbeard_opinion;Longbeard Opinion;;;;;;;;;x
culture_firebeard_opinion;Firebeard Opinion;;;;;;;;;x
culture_broadbeam_opinion;Broadbeam Opinion;;;;;;;;;x
culture_petty_dwarves_opinion;Petty-Dwarven Opinion;;;;;;;;;x
culture_vanyar_opinion;Vanyar Opinion;;;;;;;;;x
culture_noldor_opinion;Ñoldor Opinion;;;;;;;;;x
culture_golodhrim_opinion;Golodhrim Opinion;;;;;;;;;x
culture_egledhrim_opinion;Egledhrim Opinion;;;;;;;;;x
culture_gondolindrim_opinion;Gondolindrim Opinion;;;;;;;;;x
culture_falmari_opinion;Falmari Opinion;;;;;;;;;x
culture_sindar_opinion;Sindar Opinion;;;;;;;;;x
culture_doriathrim_opinion;Iathrim Opinion;;;;;;;;;x
culture_eglath_opinion;Eglathrim Opinion;;;;;;;;;x
culture_falathrim_opinion;Falathrim Opinion;;;;;;;;;x
culture_mithrim_opinion;Mithrim Opinion;;;;;;;;;x
culture_lossidil_opinion;Lossodil Opinion;;;;;;;;;x
culture_nandor_opinion;Nandor Opinion;;;;;;;;;x
culture_laegrim_opinion;Laegrim Opinion;;;;;;;;;x
culture_sirannar_opinion;Sirannar Opinion;;;;;;;;;x
culture_silvan_opinion;Silvan Opinion;;;;;;;;;x
culture_hisildi_opinion;Hisildi Opinion;;;;;;;;;x
culture_avari_opinion;Avari Opinion;;;;;;;;;x
culture_hwendim_opinion;Hwendim Opinion;;;;;;;;;x
culture_orkish_opinion;Orkish Opinion;;;;;;;;;x
culture_angbandim_opinion;Angbandim Opinion;;;;;;;;;x
culture_balrog_opinion;Balrog Opinion;;;;;;;;;x
culture_dragons_opinion;Dragon Opinion;;;;;;;;;x
religion_group_eruhini_opinion;Ainur Opinion;;;;;;;;;x
religion_eruhini_opinion;Ainur Opinion;;;;;;;;;x
religion_group_khazad_opinion;Dwarven Opinion;;;;;;;;;x
religion_mahal_opinion;Dwarven Opinion;;;;;;;;;x
religion_group_eldar_opinion;Elven Opinion;;;;;;;;;x
religion_moriquendi_opinion;Dark Elven Opinion;;;;;;;;;x
religion_calaquendi_opinion;High Elven Opinion;;;;;;;;;x
religion_group_forodwaith_opinion;Forodwaith Opinion;;;;;;;;;x
religion_lossoth_opinion;Forodwaith Opinion;;;;;;;;;x
religion_anach_opinion;Anachrim Opinion;;;;;;;;;x
religion_group_edain_opinion;Edain Opinion;;;;;;;;;x
religion_druedain_opinion;Drúedain Opinion;;;;;;;;;x
religion_edain_opinion;Edain Opinion;;;;;;;;;x
religion_group_hildor_opinion;Men of Darkness Opinion;;;;;;;;;x
religion_easterlings_opinion;Easterling Opinion;;;;;;;;;x
religion_group_melkor_opinion;Melkorin Opinion;;;;;;;;;x
religion_umaiar_opinion;Umaiar Opinion;;;;;;;;;x
religion_orkish_opinion;Orkish Opinion;;;;;;;;;x
religion_dragons_opinion;Dragons Opinion;;;;;;;;;x
