#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESCcultureconversion.10;One of the provinces of your kingdom has long been under your command, and little by little, your people settled there. You should consider asking the first inhabitants of this province to join your people.;L'une des provinces de votre royaume est depuis longtemps sous votre commandement, et petit à petit, votre peuple s'y est installé. Vous devriez envisager de demander aux premiers habitants de cette province de se joindre à votre peuple.;;;;;;;;;;;;x
EVTOPTAcultureconversion.10;This land should be inhabited by my kin now.;Cette région devrait être habitée par mon peuple maintenant.;;;;;;;;;;;;x
EVTOPTBcultureconversion.10;The diversity of our kingdom is a strength.;La diversité de notre royaume est une force.;;;;;;;;;;;;x
EVTDESCcultureconversion.11;You send an emissary to the indigenous communities, inviting them to join your people or leave us this land so that we can establish our own cities. You hope that their response will be positive.;Vous envoyez un émissaire auprès des communautés indigènes, leur proposant de se joindre à votre peuple ou de nous laisser ce territoire pour que nous puissions y établir nos propres cités. Vous espérez que leur réponse sera positive.;;;;;;;;;;;;x
EVTOPTAcultureconversion.11;I hope they'll accept it!;J'espère qu'ils accepteront !;;;;;;;;;;;;x
EVTDESCcultureconversion.20;One of the provinces of your kingdom has long been under your command, and little by little, your people settled there. You should consider asking the first inhabitants of this province to join your people.;L'une des provinces de votre royaume est depuis longtemps sous votre commandement, et petit à petit, votre peuple s'y est installé. Vous devriez envisager de demander aux premiers habitants de cette province de se joindre à votre peuple.;;;;;;;;;;;;x
EVTOPTAcultureconversion.20;This land should be inhabited by my kin now.;Cette région devrait être habitée par mon peuple maintenant.;;;;;;;;;;;;x
EVTOPTBcultureconversion.20;The diversity of our kingdom is a strength.;La diversité de notre royaume est une force.;;;;;;;;;;;;x
EVTDESCcultureconversion.21;You send an emissary to the indigenous communities, inviting them to join your people or leave us this land so that we can establish our own cities. You hope that their response will be positive.;Vous envoyez un émissaire auprès des communautés indigènes, leur proposant de se joindre à votre peuple ou de nous laisser ce territoire pour que nous puissions y établir nos propres cités. Vous espérez que leur réponse sera positive.;;;;;;;;;;;;x
EVTOPTAcultureconversion.21;I hope they'll accept it!;J'espère qu'ils accepteront !;;;;;;;;;;;;x
EVTDESCcultureconversion.30;One of the provinces of your kingdom has long been under your command, but your legions are not installed there, because of the presence of many natives. You should clean the earth of these rascals, and install a new force in the service of darkness here.;L'une des provinces de votre royaume est depuis longtemps sous votre commandement, mais vos légions ne s'y sont pas installées, à cause de la présence des indigènes encore nombreux. Vous devriez nettoyer cette terre de ces vauriens, et installer une nouvelle force au service des ténèbres ici.;;;;;;;;;;;;x
EVTOPTAcultureconversion.30;I'll slay all of these natives!;Je vais exterminer tous ces indigènes !;;;;;;;;;;;;x
EVTOPTBcultureconversion.30;No, they're good slaves.;Non, ce sont de bons esclaves.;;;;;;;;;;;;x
EVTDESCcultureconversion.31;Your men entered the province, and began to chase the natives. Many people have disappeared, however, and you begin to fear that these runts dare to rebel against your power.;Vos hommes de mains sont entrés dans la province, et ont commencé à chasser les indigènes. De nombreuses personnes ont disparues cependant, et vous commencez à craindre que ces avortons osent se révolter contre votre pouvoir.;;;;;;;;;;;;x
EVTOPTAcultureconversion.31;Slay all the men you'll find!;Massacrez-les Tous !;;;;;;;;;;;;x
EVTDESCcultureconversion.32;The inhabitants want to keep their own culture.;@FIXME@ The inhabitants wants to keep their culture;;;;;;;;;;;;x
EVTOPTAcultureconversion.32;Slay all the men you'll find!;Massacrez-les Tous !;;;;;;;;;;;;x
EVTDESCcultureconversion.33;Your fears prove to be true, and while your men set fire to the villages of the natives, one of them rises against you, gathering around him many forces. The battle seems inevitable, and you'll have to evacuate these abortions by force.;Vos craintes se révèlent fondées, et alors que vos hommes incendient les villages des indigènes, l'un d'entre eux s'élève contre vous, rassemblent de nombreuses forces. Le combat semble inévitable, et vous allez devoir évacuer ces avortons par la force.;;;;;;;;;;;;x
EVTOPTAcultureconversion.33;Blood and Death for them!;La Mort et le Sang pour eux!;;;;;;;;;;;;x
EVTTOOLTIPcultureconversion.1;They might be converted;@FIXME@ will maybe be converted;;;;;;;;;;;;x
EVTDESCcultureconversion.4;The inhabitants want to keep their own culture;@FIXME@ The inhabitants wants to keep their culture;;;;;;;;;;;;x
EVTOPTAcultureconversion.4;Slay all the men you find!;Massacrez-les Tous !;;;;;;;;;;;;x

# cultural melting pot events
convert_to_golodhrim;Embrace Golodhrim Tongue;Adopter la Renaissance carolingienne;Begrüßt die karolingische Renaissance;;Acoge el Renacimiento Carolingio;;;;;;;;;x
convert_to_golodhrim_desc;In our Realm, Mithrim ways and words are increasingly melding in with our Valian heritage. This tendency is seen above all in learned texts and matters of diplomacy. Perhaps we should take the step in earnest and promote this linguistic change...;Les manières et les mots latins se fondent de plus en plus à l'héritage germanique de votre royaume. Cette tendance se retrouve dans tous les écrits et enseignements, tant de l'État que de la religion. Nous pourrions peut-être prendre ceci plus au sérieux et promouvoir ce changement culturel...;In unserem Reich schleichen sich mehr und mehr lateinische Bräuche und Begriffe in unser germanisches Erbe. Dies sieht man vor allem an den Texten der Gelehrten und bei Angelegenheiten von Staat und Religion. Vielleicht sollten wir diese Entwicklung ernst nehmen und den kulturellen Wandel fördern...;;En nuestro reino, las maneras y palabras latinas están mezclándose cada vez más con nuestra herencia germana. Esta tendencia se puede ver sobretodo en textos, cuestiones de estado y religiosas. Puede que debamos tomar una decisión en serio y promover este cambio cultural...;;;;;;;;;x
convert_to_egledhrim;Embrace Egledhrim Tongue;Adopter la Renaissance carolingienne;Begrüßt die karolingische Renaissance;;Acoge el Renacimiento Carolingio;;;;;;;;;x
convert_to_egledhrim_desc;In our Realm, Eglath ways and words are increasingly melding in with our Valian heritage. This tendency is seen above all in learned texts and matters of diplomacy. Perhaps we should take the step in earnest and promote this linguistic change...;Les manières et les mots latins se fondent de plus en plus à l'héritage germanique de votre royaume. Cette tendance se retrouve dans tous les écrits et enseignements, tant de l'État que de la religion. Nous pourrions peut-être prendre ceci plus au sérieux et promouvoir ce changement culturel...;In unserem Reich schleichen sich mehr und mehr lateinische Bräuche und Begriffe in unser germanisches Erbe. Dies sieht man vor allem an den Texten der Gelehrten und bei Angelegenheiten von Staat und Religion. Vielleicht sollten wir diese Entwicklung ernst nehmen und den kulturellen Wandel fördern...;;En nuestro reino, las maneras y palabras latinas están mezclándose cada vez más con nuestra herencia germana. Esta tendencia se puede ver sobretodo en textos, cuestiones de estado y religiosas. Puede que debamos tomar una decisión en serio y promover este cambio cultural...;;;;;;;;;x
convert_to_gondolindrim;Embrace Gondolindrim Tongue;Adopter la Renaissance carolingienne;Begrüßt die karolingische Renaissance;;Acoge el Renacimiento Carolingio;;;;;;;;;x
convert_to_gondolindrim_desc;In our Realm, Nevrathrim ways and words are increasingly melding in with our Valian heritage. This tendency is seen above all in learned texts and matters of diplomacy. Perhaps we should take the step in earnest and promote this linguistic change...;Les manières et les mots latins se fondent de plus en plus à l'héritage germanique de votre royaume. Cette tendance se retrouve dans tous les écrits et enseignements, tant de l'État que de la religion. Nous pourrions peut-être prendre ceci plus au sérieux et promouvoir ce changement culturel...;In unserem Reich schleichen sich mehr und mehr lateinische Bräuche und Begriffe in unser germanisches Erbe. Dies sieht man vor allem an den Texten der Gelehrten und bei Angelegenheiten von Staat und Religion. Vielleicht sollten wir diese Entwicklung ernst nehmen und den kulturellen Wandel fördern...;;En nuestro reino, las maneras y palabras latinas están mezclándose cada vez más con nuestra herencia germana. Esta tendencia se puede ver sobretodo en textos, cuestiones de estado y religiosas. Puede que debamos tomar una decisión en serio y promover este cambio cultural...;;;;;;;;;x
convert_to_brethilin;Embrace Brethilin Tongue;Adopter la Renaissance carolingienne;Begrüßt die karolingische Renaissance;;Acoge el Renacimiento Carolingio;;;;;;;;;x
convert_to_brethilin_desc;In our Realm, Doriathrim ways and words are increasingly melding in with our Haladin heritage. This tendency is seen above all in learned texts and matters of diplomacy. Perhaps we should take the step in earnest and promote this linguistic change...;Les manières et les mots latins se fondent de plus en plus à l'héritage germanique de votre royaume. Cette tendance se retrouve dans tous les écrits et enseignements, tant de l'État que de la religion. Nous pourrions peut-être prendre ceci plus au sérieux et promouvoir ce changement culturel...;In unserem Reich schleichen sich mehr und mehr lateinische Bräuche und Begriffe in unser germanisches Erbe. Dies sieht man vor allem an den Texten der Gelehrten und bei Angelegenheiten von Staat und Religion. Vielleicht sollten wir diese Entwicklung ernst nehmen und den kulturellen Wandel fördern...;;En nuestro reino, las maneras y palabras latinas están mezclándose cada vez más con nuestra herencia germana. Esta tendencia se puede ver sobretodo en textos, cuestiones de estado y religiosas. Puede que debamos tomar una decisión en serio y promover este cambio cultural...;;;;;;;;;x
convert_to_hadoran;Embrace Hadoran Tongue;Adopter la Renaissance carolingienne;Begrüßt die karolingische Renaissance;;Acoge el Renacimiento Carolingio;;;;;;;;;x
convert_to_hadoran_desc;In our Realm, Golodhrim ways and words are increasingly melding in with our Marachin heritage. This tendency is seen above all in learned texts and matters of diplomacy. Perhaps we should take the step in earnest and promote this linguistic change...;Les manières et les mots latins se fondent de plus en plus à l'héritage germanique de votre royaume. Cette tendance se retrouve dans tous les écrits et enseignements, tant de l'État que de la religion. Nous pourrions peut-être prendre ceci plus au sérieux et promouvoir ce changement culturel...;In unserem Reich schleichen sich mehr und mehr lateinische Bräuche und Begriffe in unser germanisches Erbe. Dies sieht man vor allem an den Texten der Gelehrten und bei Angelegenheiten von Staat und Religion. Vielleicht sollten wir diese Entwicklung ernst nehmen und den kulturellen Wandel fördern...;;En nuestro reino, las maneras y palabras latinas están mezclándose cada vez más con nuestra herencia germana. Esta tendencia se puede ver sobretodo en textos, cuestiones de estado y religiosas. Puede que debamos tomar una decisión en serio y promover este cambio cultural...;;;;;;;;;x
convert_to_lossidil;Embrace Lossidil Tongue;Adopter la Renaissance carolingienne;Begrüßt die karolingische Renaissance;;Acoge el Renacimiento Carolingio;;;;;;;;;x
convert_to_lossidil_desc;In our Realm, Hwendim ways and words are increasingly melding in with our Eglath heritage. This tendency is seen above all in learned texts and matters of diplomacy. Perhaps we should take the step in earnest and promote this linguistic change...;Les manières et les mots latins se fondent de plus en plus à l'héritage germanique de votre royaume. Cette tendance se retrouve dans tous les écrits et enseignements, tant de l'État que de la religion. Nous pourrions peut-être prendre ceci plus au sérieux et promouvoir ce changement culturel...;In unserem Reich schleichen sich mehr und mehr lateinische Bräuche und Begriffe in unser germanisches Erbe. Dies sieht man vor allem an den Texten der Gelehrten und bei Angelegenheiten von Staat und Religion. Vielleicht sollten wir diese Entwicklung ernst nehmen und den kulturellen Wandel fördern...;;En nuestro reino, las maneras y palabras latinas están mezclándose cada vez más con nuestra herencia germana. Esta tendencia se puede ver sobretodo en textos, cuestiones de estado y religiosas. Puede que debamos tomar una decisión en serio y promover este cambio cultural...;;;;;;;;;x
convert_to_ulbandim;Embrace Ulbandim Tongue;Adopter la Renaissance carolingienne;Begrüßt die karolingische Renaissance;;Acoge el Renacimiento Carolingio;;;;;;;;;x
convert_to_ulbandim_desc;In our Realm, Orkish ways and words are increasingly melding in with our Baradhrim heritage. This tendency is seen above all in learned texts and matters of diplomacy. Perhaps we should take the step in earnest and promote this linguistic change...;Les manières et les mots latins se fondent de plus en plus à l'héritage germanique de votre royaume. Cette tendance se retrouve dans tous les écrits et enseignements, tant de l'État que de la religion. Nous pourrions peut-être prendre ceci plus au sérieux et promouvoir ce changement culturel...;In unserem Reich schleichen sich mehr und mehr lateinische Bräuche und Begriffe in unser germanisches Erbe. Dies sieht man vor allem an den Texten der Gelehrten und bei Angelegenheiten von Staat und Religion. Vielleicht sollten wir diese Entwicklung ernst nehmen und den kulturellen Wandel fördern...;;En nuestro reino, las maneras y palabras latinas están mezclándose cada vez más con nuestra herencia germana. Esta tendencia se puede ver sobretodo en textos, cuestiones de estado y religiosas. Puede que debamos tomar una decisión en serio y promover este cambio cultural...;;;;;;;;;x
convert_to_boradin;Embrace Boradin Tongue;Adopter la Renaissance carolingienne;Begrüßt die karolingische Renaissance;;Acoge el Renacimiento Carolingio;;;;;;;;;x
convert_to_boradin_desc;In our Realm, Eldarin ways and words are increasingly melding in with our Baradhrim heritage. This tendency is seen above all in learned texts and matters of diplomacy. Perhaps we should take the step in earnest and promote this linguistic change...;Les manières et les mots latins se fondent de plus en plus à l'héritage germanique de votre royaume. Cette tendance se retrouve dans tous les écrits et enseignements, tant de l'État que de la religion. Nous pourrions peut-être prendre ceci plus au sérieux et promouvoir ce changement culturel...;In unserem Reich schleichen sich mehr und mehr lateinische Bräuche und Begriffe in unser germanisches Erbe. Dies sieht man vor allem an den Texten der Gelehrten und bei Angelegenheiten von Staat und Religion. Vielleicht sollten wir diese Entwicklung ernst nehmen und den kulturellen Wandel fördern...;;En nuestro reino, las maneras y palabras latinas están mezclándose cada vez más con nuestra herencia germana. Esta tendencia se puede ver sobretodo en textos, cuestiones de estado y religiosas. Puede que debamos tomar una decisión en serio y promover este cambio cultural...;;;;;;;;;x
convert_to_silvan;Embrace Silvan Tongue;Adopter la Renaissance carolingienne;Begrüßt die karolingische Renaissance;;Acoge el Renacimiento Carolingio;;;;;;;;;x
convert_to_silvan_desc;In our Realm, Sindarin ways and words are increasingly melding in with our Nandorin heritage. This tendency is seen above all in learned texts and matters of diplomacy. Perhaps we should take the step in earnest and promote this linguistic change...;Les manières et les mots latins se fondent de plus en plus à l'héritage germanique de votre royaume. Cette tendance se retrouve dans tous les écrits et enseignements, tant de l'État que de la religion. Nous pourrions peut-être prendre ceci plus au sérieux et promouvoir ce changement culturel...;In unserem Reich schleichen sich mehr und mehr lateinische Bräuche und Begriffe in unser germanisches Erbe. Dies sieht man vor allem an den Texten der Gelehrten und bei Angelegenheiten von Staat und Religion. Vielleicht sollten wir diese Entwicklung ernst nehmen und den kulturellen Wandel fördern...;;En nuestro reino, las maneras y palabras latinas están mezclándose cada vez más con nuestra herencia germana. Esta tendencia se puede ver sobretodo en textos, cuestiones de estado y religiosas. Puede que debamos tomar una decisión en serio y promover este cambio cultural...;;;;;;;;;x
