#CODE;ENGLISH;FRENCH;GERMAN;SPANISH;ITALIAN;x
d_house_of_the_tower_of_snow;House of the Tower of Snow;;;;;;x
d_house_of_the_tower_of_snow_adj;House of the Tower of Snow;;;;;;x
d_house_of_the_wing;House of the Wing;;;;;;x
d_house_of_the_wing_adj;House of the Wing;;;;;;x
d_house_of_the_hammer_of_wrath;House of the Hammer of Wrath;;;;;;x
d_house_of_the_hammer_of_wrath_adj;House of the Hammer of Wrath;;;;;;x
d_house_of_the_king;House of the King;;;;;;x
d_house_of_the_king_adj;House of the King;;;;;;x
d_march_rangers;March-Rangers;;;;;;x
d_march_rangers_adj;March-Ranger;;;;;;x
d_grey_sentinels;Grey Sentinels;;;;;;x
d_grey_sentinels_adj;Grey Sentinel;;;;;;x
d_brethil_company;Brethil Company;;;;;;x
d_brethil_company_adj;Brethil Company;;;;;;x
d_the_balarim_band;Balarim Band;;;;;;x
d_the_balarim_band_adj;Balarim Band;;;;;;x
d_haven_guard;Haven Guard;;;;;;x
d_haven_guard_adj;Haven Guard;;;;;;x
d_sirion_haven_guard;Haven Guard;;;;;;x
d_sirion_haven_guard_adj;Haven Guard;;;;;;x
d_the_mithrim_company;Mithrim Company;;;;;;x
d_the_mithrim_company_adj;Mithrim Company;;;;;;x
d_the_nevrathrim_company;Nevrathrim Company;;;;;;x
d_the_nevrathrim_company_adj;Nevrathrim Company;;;;;;x
d_the_ramdalrim_company;Ramdalrim Company;;;;;;x
d_the_ramdalrim_company_adj;Ramdalrim Company;;;;;;x
d_farothrim_hunters;Farothrim Hunters;;;;;;x
d_farothrim_hunters_adj;Farothrim Hunter;;;;;;x
d_dani_axe_elves;Dani Axe-Elves;;;;;;x
d_dani_axe_elves_adj;Dani Axe-Elf;;;;;;x
d_the_kingless;Kingless;;;;;;x
d_the_kingless_adj;Kingless;;;;;;x
d_knights_of_denethor;Knights of Denethor;;;;;;x
d_knights_of_denethor_adj;Knights of Denethor;;;;;;x
d_ossiriandeb_rangers;Ossiriand Rangers;;;;;;x
d_ossiriandeb_rangers_adj;Ossiriand Ranger;;;;;;x
d_kindi_clan;Kindi Clan;;;;;;x
d_kindi_clan_adj;Kindi;;;;;;x
d_cuind_clan;Cuind Clan;;;;;;x
d_cuind_clan_adj;Cuind;;;;;;x
d_hwenti_clan;Hwenti Clan;;;;;;x
d_hwenti_clan_adj;Hwenti;;;;;;x
d_windan_clan;Windan Clan;;;;;;x
d_windan_clan_adj;Windan;;;;;;x
d_kinn_lai_clan;Kinn-lai Clan;;;;;;x
d_kinn_lai_clan_adj;Kinn-lai;;;;;;x
d_penni_clan;Penni Clan;;;;;;x
d_penni_clan_adj;Penni;;;;;;x
d_avari_outlaws;Evair Outlaws;;;;;;x
d_avari_outlaws_adj;Evair Outlaw;;;;;;x
d_beodin_band;Beodin Band;;;;;;x
d_beodin_band_adj;Beodin Band;;;;;;x
d_maradin_band;Hadoran Band ;;;;;;x
d_maradin_band_adj;Hadoran Band;;;;;;x
d_haladin_band;Halethrim Band;;;;;;x
d_haladin_band_adj;Halethrim Band;;;;;;x
d_druedain_band;Drúedain Band;;;;;;x
d_druedain_band_adj;Drúedain Band;;;;;;x
d_gaurwaith;Gaurwaith;;;;;;x
d_gaurwaith_adj;Gaurwaith;;;;;;x
d_dorthonion_outlaws;Dorthonion Outlaws;;;;;;x
d_dorthonion_outlaws_adj;Dorthonion Outlaw;;;;;;x
d_androth_outlaws;Androth Outlaws;;;;;;x
d_androth_outlaws_adj;Androth Outlaw;;;;;;x
d_atanatari;Atanatari;;;;;;x
d_atanatari_adj;Atanatari;;;;;;x
d_boradin_band;Bóradin Band;;;;;;x
d_boradin_band_adj;Bóradin Band;;;;;;x
d_uldorim_band;Uldorim Band;;;;;;x
d_uldorim_band_adj;Uldorim Band;;;;;;x
d_arhunerim_nomads;Arhûnerim Nomads;;;;;;x
d_arhunerim_nomads_adj;Arhûnerim Nomad;;;;;;x
d_ulbandim;Ulbandim;;;;;;x
d_ulbandim_adj;Ulbandim;;;;;;x
d_forochel_nomads;Forochel Nomads;;;;;;x
d_forochel_nomads_adj;Forochel Nomad;;;;;;x
d_ystavat_talven;Ystävät Talven;;;;;;x
d_ystavat_talven_adj;Ystävät Talven;;;;;;x
d_imehwake;Imehwäke;;;;;;x
d_imehwake_adj;Imehwäke;;;;;;x
d_mornerim_band;Mornerim Band;;;;;;x
d_mornerim_band_adj;Mornerim Band;;;;;;x
d_mornaugrim;Ogolnaugrim;;;;;;x
d_mornaugrim_adj;Ogolnaugrim;;;;;;x
d_cultists_of_ungoliant;Cultists of Ungoliant;;;;;;x
d_cultists_of_ungoliant_adj;Ungoliant Cultist;;;;;;x
d_anachrim_band;Anachrim Band;;;;;;x
d_anachrim_band_adj;Anachrim Band;;;;;;x
d_sirion_swanships;Sirion Swanships;;;;;;x
d_sirion_swanships_adj;Sirion Swanship;;;;;;x
d_gelion_sirithyrn;Gelion Sirithyrn;;;;;;x
d_gelion_sirithyrn_adj;Gelion Sirithyrn;;;;;;x
d_barad_nimras_palanrist;Barad Nimras Palanrist;;;;;;x
d_barad_nimras_palanrist_adj;Barad Nimras Palanrist;;;;;;x
d_falathrim_celebrist;Falathrim Celebrist;;;;;;x
d_falathrim_celebrist_adj;Falathrim Celebrist;;;;;;x
d_merlocks;Merlocks;;;;;;x
d_merlocks_adj;Merlock;;;;;;x
d_kaukareldar;Kaukareldar;;;;;;x
d_kaukareldar_adj;Kaukareldar;;;;;;x
d_eolrim_band;Eölrim Band;;;;;;x
d_eolrim_band_adj;Eölrim Band;;;;;;x
d_aredain;Aredain;;;;;;x
d_aredain_adj;Aredain;;;;;;x
