#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
k_ulmo;Ulmo;Ulmo;;;Ulmo;;;;;;;;;x
k_ulmo_adj;Ulmo;Ulmo;;;di Ulmo;;;;;;;;;x
k_tulkas;Tulkas;Tulkas;;;Tulkas;;;;;;;;;x
k_tulkas_adj;Tulkas;Tulkas;;;di Tulkas;;;;;;;;;x
k_forodwaith;Barl Syrnac;;;;;;;;;;;;;x
k_forodwaith_adj;Barl Syrnac;;;;;;;;;;;;;x
k_iron_mountains;The Iron Mountains;;;;;;;;;;;;;x
k_iron_mountains_adj;Iron Mountain;;;;;;;;;;;;;x
k_region;Region;;;;;;;;;;;;;x
k_region_adj;Regionrim;;;;;;;;;;;;;x
k_neldoreth;Neldoreth;;;;;;;;;;;;;x
k_neldoreth_adj;Neldorim;;;;;;;;;;;;;x
k_arthorien;Arthorien;;;;;;;;;;;;;x
k_arthorien_adj;Arthorim;;;;;;;;;;;;;x
k_faroth;Faroth;;;;;;;;;;;;;x
k_faroth_adj;Farothrim;;;;;;;;;;;;;x
k_nan_tathren;Tasarinan;;;;;;;;;;;;;x
k_nan_tathren_adj;Tathrim;;;;;;;;;;;;;x
k_taur_nu_wethrin;Taur-nu-Wethrin;;;;;;;;;;;;;x
k_taur_nu_wethrin_adj;Wethrim;;;;;;;;;;;;;x
k_sharbhund;Sharbhund;;;;;;;;;;;;;x
k_sharbhund_adj;Sharbhundul;;;;;;;;;;;;;x
k_zirakbhund;Zirakbhund;;;;;;;;;;;;;x
k_zirakbhund_adj;Zirakbhundul;;;;;;;;;;;;;x
k_dor_lomin;Dor-lómin;;;;;;;;;;;;;x
k_dor_lomin_adj;Lóminrim;;;;;;;;;;;;;x
k_amon_ereb;Erebardh;;;;;;;;;;;;;x
k_amon_ereb_adj;Erebrim;;;;;;;;;;;;;x
k_linaewen;Linaewen;;;;;;;;;;;;;x
k_linaewen_adj;Linaewenrim;;;;;;;;;;;;;x
k_mithrim;Mithrim;;;;;;;;;;;;;x
k_mithrim_adj;Mithrim;;;;;;;;;;;;;x
k_balar;Balar;;;;;;;;;;;;;x
k_balar_adj;Balarim;;;;;;;;;;;;;x
k_sirion;Sirion;;;;;;;;;;;;;x
k_sirion_adj;Sirrim;;;;;;;;;;;;;x
k_anach;Anach;;;;;;;;;;;;;x
k_anach_adj;Anachrim;;;;;;;;;;;;;x
k_avari;Windan;;;;;;;;;;;;;x
k_avari_adj;Windan;;;;;;;;;;;;;x
k_helcarth;Helcarth;;;;;;;;;;;;;x
k_helcarth_adj;Helcarthrim;;;;;;;;;;;;;x
k_palisor;Palisor;;;;;;;;;;;;;x
k_palisor_adj;Palisoran;;;;;;;;;;;;;x
k_rurik;Rûrîk;;;;;;;;;;;;;x
k_rurik_adj;Rûrîkul;;;;;;;;;;;;;x
k_khazad_madur;Khazad-madur;;;;;;;;;;;;;x
k_khazad_madur_adj;Khazad-madurul;;;;;;;;;;;;;x
k_kibil_tarag;Kibil-Tarag;;;;;;;;;;;;;x
k_kibil_tarag_adj;Kibil-Taragul;;;;;;;;;;;;;x
k_kheled_nala;Kheled-nâla;;;;;;;;;;;;;x
k_kheled_nala_adj;Kheledul;;;;;;;;;;;;;x
k_gundabad;Gundabad;;;;;;;;;;;;;x
k_gundabad_adj;Gundabadul;;;;;;;;;;;;;x
