#CODE;ENGLISH;FRENCH;GERMAN;SPANISH;ITALIAN;x
ca_town_1;Castle Town;Bourg fortifié;Burgstädtchen;Pueblo del castillo;;;;;;x
tp_monastery_2;Shrine;Église;Kirche;Iglesia;;;;x
tp_monastery_3;Shrine;Église;Kirche;Iglesia;;;;x
tp_monastery_4;Shrine;Abbaye;Kathedrale;Catedral;;;;x
tp_monastery_5;Shrine;Abbaye;Kathedrale;Catedral;;;;x
tp_monastery_6;Shrine;Abbaye;Kathedrale;Catedral;;;;x
tp_town_1;Shrine Town;Bourg;Kirchenstädtchen;Pueblo de iglesia;;;;x
tp_town_2;Shrine Town;Bourg;Kirchenstädtchen;Pueblo de iglesia;;;;x
tp_town_3;Shrine Town;Bourg;Kirchenstädtchen;Pueblo de iglesia;;;;x
tp_town_4;Shrine Town;Bourg;Kirchenstädtchen;Pueblo de iglesia;;;;x
tp_town_5;Shrine Town;Bourg;Kirchenstädtchen;Pueblo de iglesia;;;;x
tp_town_6;Shrine Town;Bourg;Kirchenstädtchen;Pueblo de iglesia;;;;x
ca_wall_q_1_desc;This shallow moat surrounding the fortress provides another obstacle for attackers to overcome.;Ces douves peu profondes qui entourent le château sont pour l'attaquant un obstacle supplémentaire à franchir.;Dieser seichte Burggraben, der die Burg umgibt, bietet ein weiteres Hindernis, das Angreifer überwinden müssen. ;El poco profundo foso que rodea el castillo es un obstáculo más que los atacantes deben superar.;;;;x
ca_wall_q_2_desc;These narrow slits allow the defenders to rain down arrows on any attacker without being hit in turn.;Ces fentes étroites permettent aux défenseurs de tirer une pluie de flèches sur l'attaquant sans être atteints en retour.;Diese schmalen Schlitze erlauben es den Verteidigern, Pfeile auf jeden Angreifer herabregnen zu lassen, ohne selbst getroffen zu werden.;Estas estrechas hendiduras permiten a los defensores lanzar una lluvia de flechas sobre cualquier enemigo sin ser contraatacados.;;;;x
ca_wall_q_3_desc;A fortified portcullis that can quickly be raised or lowered as the situation demands.;Une herse renforcée qui peut être rapidement levée ou baissée selon les besoins.;Ein befestigtes Fallgatter, das schnell geöffnet oder geschlossen werden kann, ganz wie es die Situation verlangt. ;Un rastrillo fortificado que puede alzarse o bajarse rápidamente, según la situación lo requiera. ;;;;x
ca_wall_q_4_desc;A deep moat filled with unsanitary water. A formidable obstacle for any attacker.;Des douves profondes remplies d'eau insalubre. Un formidable obstacle à tout attaquant.;Ein tiefer Burggraben, gefüllt mit verschmutztem Wasser. Ein hervorragendes Hindernis gegen jegliche Angreifer. ;Profundo foso lleno de agua insalubre. Un obstáculo formidable contra cualquier atacante.;;;;x
ca_wall_q_5_desc;This outer network of barbicans ensures that attackers come under fire before they can even approach the main walls.;Ce réseau extérieur de barbacanes expose les attaquants à des tirs avant même qu'ils puissent s'approcher des murs principaux.;Dieses Außennetzwerk an Wachtürmen stellt sicher, dass Angreifer bereits unter Beschuss stehen, bevor sie auch nur die Hauptmauern erreicht haben. ;Esta red exterior de barbacanas asegura que los atacantes sean atacados antes de que tan siquiera logren acercarse a las murallas principales. ;;;;x
ca_wall_1_desc;A simple palisade to keep out riff-raff, but it will not delay a determined attacker for very long.;Une simple Palisade qui peut éloigner la racaille, mais qui ne retiendra pas un attaquant déterminé très longtemps.;Ein einfacher Lattenzaun, der Gesindel fernhält, allerdings wird er keinem entschlossenen Angreifer lange standhalten. ;Empalizada sencilla para impedir el paso a los alborotadores,,,,,;;;;x
ca_wall_2_desc;These Low Stone Wall provide some protection, but they can still easily be scaled.;Ces murets offrent une certaine protection, mais peuvent être facilement enjambés.;Diese niedrigen Mauern bieten einen gewissen Schutz, allerdings können sie leicht niedergerissen werden. ;Estas murallas bajas proporcionan cierta protección, pero pueden escalarse fácilmente. ;;;;x
ca_wall_3_desc;These stone walls surround the fortress and must be overcome by any attacker.;Ces murs de pierre qui entourent le château doivent être surmontés par tout attaquant.;Diese Steinmauern umgeben die Burg und müssen von jedem Angreifer überwunden werden. ;Estas murallas de piedra rodean el castillo y deben ser superadas por cualquier atacante.;;;;x
ca_wall_4_desc;These large walls surround the fortress and must be overcome by any attacker.;Ces grands murs qui entourent le château doivent être surmontés par tout attaquant.;Diese großen Mauern umgeben die Burg und müssen erst von jedem Angreifer überwunden werden. ;Estas grandes murallas rodean el castillo y deben ser superadas por cualquier atacante.;;;;x
ca_wall_5_desc;These Massive Stone Wall surround the fortress and must be overcome by any attacker.;Ces murs massifs qui entourent le château doivent être surmontés par tout attaquant.;Diese massiven Mauern umgeben die Burg und müssen erst von jedem Angreifer überwunden werden. ;Estas enormes murallas rodean el castillo y deben ser superadas por cualquier atacante.;;;;x
ca_keep_1_desc;This keep serves as the fortified residence of the castle's inhabitants.;Ce donjon sert de résidence fortifiée aux habitants du château.;Dieser Bergfried dient den Burgbewohnern als befestigte Wohnstätte.;Esta fortaleza sirve como residencia fortificada a los habitantes del castillo. ;;;;x
ca_militia_barracks_1_desc;This simple training ground readies the citizenry for war.;Ce simple champ d'entraînement prépare les paysans à la guerre.;Dieser einfache Übungsplatz bereitet die Bauern auf den Krieg vor. ;En este sencillo campo de entrenamiento se prepara a los campesinos para la guerra. ;;;;x
ca_militia_barracks_2_desc;An archery range where the levies can master the art of the bow.;Un champ de tir à l'arc où les troupes peuvent maîtriser leur art.;Ein Bogenschießplatz, auf dem das Heer seine Bogenkünste verbessern kann.;Campo de prácticas de tiro, donde los levas pueden aprender el arte del tiro con arco.;;;;x
ca_militia_barracks_3_desc;An expanded archery range where the levies can master the art of the bow.;Un très grand champ de tir à l'arc où les troupes peuvent maîtriser leur art.;Ein erweiterter Bogenschießplatz, auf dem das Heer seine Bogenkünste verbessern kann. ;Campo de prácticas de tiro ampliado, donde las levas pueden aprender el arte del tiro con arco.;;;;x
ca_training_grounds_1_desc;Training Grounds where the fortress levies can practise and ready themselves for the inevitability of war.;Des terrains d'entraînement où les troupes du château veut s'exercer et se préparer à une guerre inévitable.;Übungsplätze, auf denen das Burgheer üben und sich auf den unvermeidlichen Krieg vorbereiten kann.;Campos de entrenamiento donde las levas del castillo pueden practicar y prepararse para la inevitabilidad de la guerra. ;;;;x
ca_barracks_1_desc;These quarters are the home of the fortress's levies.;Ces quartiers abritent l'ost du château.;Diese Quartiere sind die Behausung für das Burgheer. ;Estos cuartos son el hogar de las levas del castillo. ;;;;x
ca_stable_1_desc;This stable just outside the fortress walls houses all the steeds of the levy.;Cette écurie tout près du château abrite tous les destriers de l'ost.;Dieser Stall, direkt außerhalb der Burgmauern, beherbergt alle Rösser des Heeres.;Este establo situado junto a las murallas del castillo alberga las monturas de la leva. ;;;;x
ca_town_1_desc;A small village has formed around the fortress, as local villagers flock to its walls for protection.;Un petit village s'est formé autour du château. Les paysans des environs s'assemblent près de ses murs pour bénéficier de leur protection.;Ein kleines Dorf hat sich um die Burg herum gebildet, da ansässige Bauern für Schutz zu den Burgmauern strömen.;Una pequeña aldea se ha formado alrededor del castillo, pues los campesinos locales acuden a sus murallas en busca de protección. ;;;;x
ca_town_2_desc;A town has formed around the fortress, as local villagers flock to its walls for protection.;Une ville s'est formée autour du château. Les paysans des environs s'assemblent près de ses murs pour bénéficier de leur protection.;Eine Kleinstadt hat sich um die Burg herum gebildet, da ansässige Bauern für Schutz zu den Burgmauern strömen.;Un pueblo se ha formado alrededor del castillo, pues los campesinos locales acuden a sus murallas en busca de protección. ;;;;x
ca_town_3_desc;A city has formed around the fortress, as local villagers flock to its walls for protection.;Une cité s'est formée autour du château. Les paysans des environs s'assemblent près de ses murs pour bénéficier de leur protection.;Eine Stadt hat sich um die Burg herum gebildet, da ansässige Bauern für Schutz zu den Burgmauern strömen.;Una ciudad se ha formado alrededor del castillo, pues los campesinos locales acuden a sus murallas en busca de protección. ;;;;x
ca_town_4_desc;The small village that once surrounded this fortress has turned into a large city, with thousands of inhabitants calling it their home.;Le petit village qui s'est un jour construit autour du château est devenu une grande cité où des milliers d'habitants ont trouvé leur chez-soi.;Das kleine Dorf, das diese Burg einmal umgeben hat, hat sich zu einer großen Stadt mit Tausenden Einwohnern gemausert, die sie als ihre Heimat bezeichnen. ;La pequeña aldea que una vez rodeó el castillo se ha convertido en una gran ciudad,,,,,;;;;x
ca_town_5_desc;The small village that once surrounded this fortress has turned into a bustling metropolis, with thousands of inhabitants calling it their home.;Le petit village qui s'est un jour construit autour du château est devenu une métropole achalandée où des milliers d'habitants ont trouvé leur chez-soi.;Das kleine Dorf, das diese Burg einmal umgeben hat, hat sich zu einer geschäftigen Metropole mit Tausenden Einwohnern gemausert, die sie als ihre Heimat bezeichnen. ;La pequeña aldea que una vez rodeó el castillo se ha convertido en una bulliciosa metrópoli,,,,,;;;;x
ct_wall_q_1_desc;This shallow moat surrounding the city provides another obstacle for attackers to overcome.;Ces douves peu profondes qui entourent la cité sont un obstacle supplémentaire à franchir pour les attaquants.;Dieser seichte Burggraben, der die Stadt umgibt, bietet ein weiteres Hindernis, das Angreifer überwinden müssen. ;Campo de prácticas de tiro ampliado, donde las levas pueden aprender el arte del tiro con arco.;;;;x
ct_wall_q_2_desc;This gatehouse defends the entrance to the city, and makes it easier to control who comes in and who leaves.;Ce corps-de-garde protège l'entrée de la cité. Il est ainsi plus simple de contrôler qui y entre et qui en sort.;Dieses Torhaus verteidigt den Eingang der Stadt und vereinfacht die Kontrolle darüber, wer reinkommt und wer geht.;Esta puerta defiende la entrada de la ciudad y permite controlar más fácilmente quién entra y quién sale. ;;;;x
ct_wall_3_desc;These stone walls surround the city and must be overcome by any attacker.;Ces murs de pierre entourent la cité et doivent être surmontés par tout attaquant.;Diese Steinmauern umgeben die Stadt und müssen von jedem Angreifer überwunden werden. ;Estas murallas de piedra rodean la ciudad y deben ser superadas por cualquier atacante.;;;;x
ct_wall_4_desc;These large walls surround the city and must be overcome by any attacker.;Ces grands murs de pierre entourent la cité et doivent être surmontés par tout attaquant.;Diese großen Mauern umgeben die Stadt und müssen erst von jedem Angreifer überwunden werden. ;Estas grandes murallas rodean la ciudad y deben ser superadas por cualquier atacante.;;;;x
ct_wall_5_desc;These Massive Stone Wall surround the city and must be overcome by any attacker.;Ces massifs murs de pierre entourent la cité et doivent être surmontés par tout attaquant.;Diese massiven Mauern umgeben die Stadt und müssen erst von jedem Angreifer überwunden werden. ;Estas enormes murallas rodean la ciudad y deben ser superadas por cualquier atacante.;;;;x
ct_training_grounds_1_desc;The city militia assembles here to train and arm themselves.;La milice de la cité s'assemble ici pour s'entraîner et s'armer.;Die Stadt-Miliz versammelt sich hier, um zu üben und sich zu bewaffnen.;La milicia de la ciudad se reúne aquí para entrenar y armarse. ;;;;x
ct_barracks_1_desc;This where the adult men of the city muster to join the militia in times of war.;C'est ici que les hommes de la cité se rassemblent pour se joindre à la milice en temps de guerre.;Hier werden die erwachsenen Männer der Stadt einberufen, um in Kriegszeiten der Miliz beizutreten. ;Aquí se congregan los hombres adultos de la ciudad para unirse a la milicia en tiempos de guerra. ;;;;x
ct_barracks_2_desc;This range lets the city inhabitants practise their archery and provides skilled bowmen for the militia.;Les citadins peuvent exercer leur arc dans ce champ de tir. La milice peut ainsi s'enrichir d'habiles archers.;Dieser Bereich erlaubt es den Bewohnern der Stadt, sich in der Bogenkunst zu üben und bietet der Miliz sachkundige Bogenschützen.;Este campo de entrenamiento permite a los habitantes de la ciudad practicar el tiro con arco y proporciona arqueros cualificados a la milicia. ;;;;x
ct_guard_1_desc;The City Guard are headquartered here, constantly on watch for those who would break the law or upset the peace.;Les quartiers généraux des gardes de la cité sont ici. Ils surveillent constamment, prêts à arrêter quiconque contrevient à la loi ou trouble la paix.;Die Stadtwache hat hier ihren Hauptsitz und hält rund um die Uhr nach denen Ausschau, die das Gesetz brechen oder den Frieden stören würden. ;La guardia de la ciudad, siempre atenta para descubrir a quienes violen la ley o alteren el orden público,,,,,;;;;x
ct_marketplace_1_desc;A small market in the center of town where merchants peddle their wares.;Un petit marché au centre de la ville où les marchands mènent leurs petites affaires.;Ein kleiner Markt im Zentrum der Stadt, wo die Kaufleute ihre Waren feilbieten. ;Pequeño mercado en el centro de la ciudad donde los mercaderes venden sus mercancías. ;;;;x
ct_marketplace_2_desc;This is where the city's guilds meet and organize their activities.;C'est là que les guildes de la cité se rencontrent et organisent leurs activités.;An diesem Ort treffen sich die  Gilden der Stadt und organisieren ihre Aktivitäten. ;Aquí es donde los gremios de la ciudad se reúnen y organizan sus actividades. ;;;;x
ct_marketplace_3_desc;Toll booths provide a welcome boost to any city's income, as traveling merchants are forced to part with some of their wealth while passing through.;Les cabines de péages augmentent considérablement les revenus de la cité car les marchands qui passent par là doivent se départir d'une part de leurs richesses.;Mauthäuschen bieten dem städtischen Einkommen einen willkommenen Schub, da reisende Kaufleute bei ihrer Durchreise einen Teil ihres Reichtums abgeben müssen.;Los controles de peaje favorecen los ingresos de cualquier ciudad, puesto que los mercaderes ambulantes se ven obligados a desprenderse de parte de su riqueza al pasar.;;;;x
ct_marketplace_4_desc;Legal disputes in the city are adjucated here, ensuring that trade and commerce continues to flow as smoothly as possible.;Dans la cité, les disputes d'ordre légal sont réglées ici, ce qui assure la sérénité des affaires commerciales.;Rechtliche Streitigkeiten in der Stadt werden hier verhandelt und stellen sicher, dass der Handel weiterhin so reibungslos wie möglich weitergehen kann.;Las disputas legales de la ciudad se deliberan aquí,,,,,;;;;x
ct_marketplace_5_desc;Assay offices test the purity of precious metals, and the assayer provides those certified as pure with a master's mark as proof of their quality. This helps to promote fair and honest trade.;On teste la pureté des métaux précieux dans ces bureaux. Les analystes apposent leur marque sur les métaux qui sont certifiés purs, preuve de leur qualité. Ceci assure un commerce honnête et juste. ;In Metallprobenbüros wird die Reinheit wertvoller Metalle überprüft und der Prüfer vergibt an all jene, die als unverfälscht gelten, die Meistermarke als Zeichen für ihre Qualität. Dies hilft dabei,,,,,;;;;;x
ct_marketplace_6_desc;These fairgrounds are large enough to host a magnificent fair, bringing in traders and entertainers from all over the realm.;Ces champs de foire sont assez grands pour y tenir une immense foire, accueillant ainsi des marchands et des artistes venus de tout le royaume.;Dieser Festplatz ist groß genug, um einen prächtigen Jahrmarkt abzuhalten, der Händler und Unterhaltungskünstler aus dem ganzen Reich anlockt. ;Estos terrenos son lo suficientemente amplios como para albergar una magnífica feria,,,,,;;;;x
ct_port_1_desc;A port that services ships coming in to load or unload cargo.;Un port qui dessert les bateaux qui viennent charger ou décharger leurs marchandises.;Ein Hafen, der Schiffen, die ihn anlaufen dazu dient, ihre Fracht zu be- oder entladen. ;Puerto mercantil, utilizado para la carga y descarga de mercancías.;;;;x
ct_university_1;Library;Université;;;;;;x
ct_university_2;Library;Université;;;;;;x
ct_university_3;Library;Université;;;;;;x
ct_university_1_desc;Loremasters gather here to seek further wisdom.;Un lieu de hautes études pour ceux qui ont assez d'influence pour y être admis.;Ein Ort der höheren Lehre für all jene, die ausreichend Einfluss besitzen, um Zutritt zu erlangen.;Centro de educación superior para aquellos con influencia suficiente para ser admitidos.;;;;x
tp_wall_q_1_desc;This shallow moat surrounding the shrine provides another obstacle for attackers to overcome.;Ces douves peu profondes entourant l'église forment un autre obstacle à surmonter pour les assaillants.;Dieser seichte Burggraben, der die Kirche umgibt, bietet ein weiteres Hindernis, das Angreifer überwinden müssen. ;El poco profundo foso que rodea la iglesia es un obstáculo más que los atacantes deben superar.;;;;x
tp_wall_q_2_desc;This gatehouse defends the entrance to the shrine, and makes it easier to control who comes in and who leaves.;Ce corps-de-garde protège l'entrée de l'église. Il est ainsi plus simple de contrôler qui y entre et qui en sort.;Dieses Pförtnerhaus verteidigt den Eingang der Kirche und vereinfacht die Kontrolle darüber, wer reinkommt und wer geht.;Esta puerta defiende la entrada de la iglesia y permite controlar más fácilmente quién entra y quién sale. ;;;;x
tp_wall_3_desc;These stone walls surround the shrine and must be overcome by any attacker.;Ces murs de pierre entourent l'église et doivent être surmontés par tout attaquant.;Diese Steinmauern umgeben die Kirche und müssen von jedem Angreifer überwunden werden. ;Estas murallas de piedra rodean la iglesia y deben ser superadas por cualquier atacante.;;;;x
tp_wall_4_desc;These large walls surround the shrine and must be overcome by any attacker.;Ces grands murs de pierre entourent l'église et doivent être surmontés par tout attaquant.;Diese großen Mauern umgeben die Kirche und müssen erst von jedem Angreifer überwunden werden. ;Estas grandes murallas rodean la iglesia y deben ser superadas por cualquier atacante.;;;;x
tp_wall_5_desc;These Massive Stone Wall surround the shrine and must be overcome by any attacker.;Ces massifs murs de pierre entourent l'église et doivent être surmontés par tout attaquant.;Diese massiven Mauern umgeben die Kirche und müssen erst von jedem Angreifer überwunden werden. ;Estas enormes murallas rodean la iglesia y deben ser superadas por cualquier atacante.;;;;x
tp_monastery_1_desc;This shrine serves as the spiritual center of the local community.;Cette église est le centre spirituel de la communauté locale.;Diese Kirche dient als spirituelles Zentrum für die ansässige Gemeinde.;Esta iglesia constituye el centro espiritual de la comunidad local. ;;;;x
tp_monastery_2_desc;People from across the realm come here to visit this impressive place. It serves as a major landmark, and its spires can be seen from far away.;Des gens viennent de tout le royaume visiter cette impressionnante cathédrale. Elle est un point de repère important et ses clochers peuvent être vus de très loin.;Menschen aus dem ganzen Reich kommen her, um die beeindruckende Kathedrale zu besuchen. Sie dient als bedeutendes Wahrzeichen,,,,,,,;;;;;x
tp_barracks_1_desc;When necessary,workers from the local farms are conscripted into the shrine militia and stationed here.;Lorsqu'il le faut, des paysans des fermes avoisinantes sont conscrits dans la milice de l'église et sont postés ici.;Falls nötig,,,,,,,;;;;;x
tp_elite_barracks_1_desc;These holy warriors have sworn to defend this shrine with their lives.;Ces saints guerriers ont juré de défendre leur église au péril de leur vie.;Diese heiligen Krieger haben geschworen, die Kirche mit ihren Leben zu verteidigen. ;Estos guerreros santos han jurado defender esta iglesia con su vida. ;;;;x
tp_town_1_desc;This small village of faithful followers has formed around the shrine.;Ce petit village de paysans pieux a été érigé autour de l'église.;Dieses kleine Dorf gläubiger Bauern hat sich um diese Kirche niedergelassen.;Esta pequeña aldea de campesinos fieles se ha formado alrededor de la iglesia. ;;;;x
tp_town_2_desc;This town of faithful followers has formed around the shrine.;Cette ville de paysans pieux a été érigée autour de l'église.;Diese Stadt gläubiger Bauern hat sich um diese Kirche niedergelassen.;Este pueblo de campesinos fieles se ha formado alrededor de la iglesia. ;;;;x
tp_town_3_desc;This large town of faithful followers has formed around the shrine.;Cette grande ville de paysans pieux a été érigée autour de l'église.;Diese große Stadt gläubiger Bauern hat sich um diese Kirche niedergelassen.;Esta gran ciudad de campesinos fieles se ha formado alrededor de la iglesia. ;;;;x
tp_town_4_desc;The small village that once surrounded this shrine has turned into a large city, with thousands of inhabitants calling it their home.;Le petit village qui s'est un jour construit autour de l'église est devenu une grande cité où des milliers d'habitants ont trouvé leur chez-soi.;Das kleine Dorf, das diese Kirche einmal umgeben hat,,,,,,,;;;;;x
tp_town_5_desc;The small village that once surrounded this shrine has turned into a bustling metropolis, with thousands of inhabitants calling it their home.;Le petit village qui s'est un jour construit autour de l'église est devenu une métrople achalandée où des milliers d'habitants ont trouvé leur chez-soi.;Das kleine Dorf, das diese Kirche einmal umgeben hat,,,,,,,;;;;;x
tp_school_1;School;Ecole;;;;;;x
tp_school_2;School;Ecole;;;;;;x
tp_school_1_desc;This school teaching the languages, history, and crafts of Middle-Earth.;"De nombreux sujets sont enseignés dans cette école et c'est un rare lieu de hautes études. Toutefois"", les étudiants qui y sont enrôlés se préparent principalement à une carrière au sein du clergé. Les filles n'y sont pas admises.";Diese Schule unterrichtet viele Fächer und ist ein seltenes Zentrum der höheren Lehre,,,,,,,;;;;;x
ca_con_wall_6;Numenorean Walls;Le mur théodosien;Theodosianische Mauern;Murallas Teodosianas;;;;x
ca_con_wall_6_desc;The Numenorean walls are almost indestructable,.;Le mur théodosien ont été érigés pendant le règne de l’empereur Théodose II au début du Ve siècle. Même aujourd’hui, elles sont toujours parmi les plus formidables fortifications construites par l’homme.;Die Theodosische Mauer wurde während der Herrschaft des Kaisers Theodosius II im frühen fünften Jahrhundert gebaut, aber sie ist noch immer eine der bemerkenswertesten Befestigungen, welche jemals durch Menschen errichtet wurden.;Las Murallas Teodosianas fueron construidas durante el reinado del emperador Teodosio II,,,,,;;;;x
ct_rep_arsenal_1_desc;A small collection of shipyards and armories centered around the docks of the Republic's capital.;Un petit regroupement de chantiers navals et d’armureries centralisés autour des quais de la capitale de la république.;Eine kleine Auswahl an Werften und Waffenkammern in der Nähe des Hafens der republikanischen Hauptstadt.;Pequeño conjunto de astilleros y armerías situada alrededor de los muelles de la capital de la República.;;;;x
ct_rep_arsenal_1;Arsenal;Arsenal;Arsenal;Arsenal;;;;x
ct_rep_arsenal_2;Arsenal;Arsenal;Arsenal;Arsenal;;;;x
ct_rep_arsenal_3;Arsenal;Arsenal;Arsenal;Arsenal;;;;x
ct_rep_arsenal_2_desc;A heavily fortified collection of shipyards and armories centered around the docks of the Guild's capital.;Un regroupement très fortifié de chantiers navals et d’armureries centralisés autour des quais de la capitale de la république.;Eine schwer befestige Ansammlung an Werften und Waffenkammern rund um den Hafen der republikanischen Hauptstadt.;Conjunto fortificado de astilleros y armerías situado alrededor de los muelles de la capital de la República.;;;;x
ca_shipyard_1;Fortress Shipyard;Chantier naval du château;Schloss-Werft;Astillero del Castillo;;;;x
ca_shipyard_2;Fortress Shipyard;Chantier naval du château;Schloss-Werft;Astillero del Castillo;;;;x
ca_shipyard_3;Fortress Shipyard;Chantier naval du château;Schloss-Werft;Astillero del Castillo;;;;x
ca_shipyard_4;Fortress Shipyard;Chantier naval du château;Schloss-Werft;Astillero del Castillo;;;;x
ct_shipyard_1;City Shipyard;Chantier naval de la ville;Stadt-Werft;Astillero de la Ciudad;;;;x
ct_shipyard_2;City Shipyard;Chantier naval de la ville;Stadt-Werft;Astillero de la Ciudad;;;;x
ct_shipyard_3;City Shipyard;Chantier naval de la ville;Stadt-Werft;Astillero de la Ciudad;;;;x
ct_shipyard_4;City Shipyard;Chantier naval de la ville;Stadt-Werft;Astillero de la Ciudad;;;;x
tp_shipyard_1;Temple Shipyard;Chantier naval du temple;Tempel-Werft;Astillero del Templo;;;;x
tp_shipyard_2;Temple Shipyard;Chantier naval du temple;Tempel-Werft;Astillero del Templo;;;;x
tp_shipyard_3;Temple Shipyard;Chantier naval du temple;Tempel-Werft;Astillero del Templo;;;;x
tp_shipyard_4;Temple Shipyard;Chantier naval du temple;Tempel-Werft;Astillero del Templo;;;;x
shipyard_desc;Skilled shipwrights are hard at work here, building all sorts of seafaring vessels.;De talentueux charpentiers sont à l'œuvre ici, construisant toutes sortes de navires.;Erfahrene Schiffsbauer arbeiten hier hart und bauen alle Arten von hochseetüchtigen Schiffen.;Carpinteros navales cualificados trabajan duro aquí, construyendo todo tipo de embarcaciones marinas.;;;;x
ca_wall_q_1;Castle Fortifications;Fortifications du château;Burg-Befestigung;Fortificaciones del Castillo;;;;x
ca_wall_q_2;Castle Fortifications;Fortifications du château;Burg-Befestigung;Fortificaciones del Castillo;;;;x
ca_wall_q_3;Castle Fortifications;Fortifications du château;Burg-Befestigung;Fortificaciones del Castillo;;;;x
ca_wall_q_4;Castle Fortifications;Fortifications du château;Burg-Befestigung;Fortificaciones del Castillo;;;;x
ca_wall_q_5;Castle Fortifications;Fortifications du château;Burg-Befestigung;Fortificaciones del Castillo;;;;x
ca_wall_1;Fortress Walls;Murailles du château;Burgmauern;Muros del Castillo;;;;x
ca_wall_2;Fortress Walls;Murailles du château;Burgmauern;Muros del Castillo;;;;x
ca_wall_3;Fortress Walls;Murailles du château;Burgmauern;Muros del Castillo;;;;x
ca_wall_4;Fortress Walls;Murailles du château;Burgmauern;Muros del Castillo;;;;x
ca_wall_5;Fortress Walls;Murailles du château;Burgmauern;Muros del Castillo;;;;x
ca_barracks_1;Barracks;Caserne;Kasernen;Cuarteles;;;;x
ca_barracks_2;Barracks;Caserne;Kasernen;Cuarteles;;;;x
ca_barracks_3;Barracks;Caserne;Kasernen;Cuarteles;;;;x
ca_barracks_4;Barracks;Caserne;Kasernen;Cuarteles;;;;x
ca_barracks_5;Barracks;Caserne;Kasernen;Cuarteles;;;;x
ca_barracks_6;Barracks;Caserne;Kasernen;Cuarteles;;;;x
ca_stable_1;Stables;Écurie;Ställe;Establos;;;;x
ca_stable_2;Stables;Écurie;Ställe;Establos;;;;x
