#CODE;ENGLISH;FRENCH;GERMAN;SPANISH;x

# introduction - the burning of the ships

EVTDESCfeanor.4;Your scouts have returned from the east. While it was known to you that the forces of Morgoth were directed to attack the realms of the Sindar, they appear to have turned northward in preference of a more valuable target - you.\n\nThe Dark Lord has sent forth host of orchoth beasts from Angband numbering in the ten thousands, marshalled by demon lords. Apparently the Enemy believes that such a meagre force is adequate to burn your encampment and slay you.;;;;;;x
EVTOPTAfeanor.4;I am insulted. Prepare for battle!;;;;;;x
EVTOPTATOOLTIPfeanor.4;You drive the eager band forward.;;;;;;x
EVTOPTBfeanor.4;Melkor is a great deceiver.  We must be cautious.;;;;;;x
EVTOPTBTOOLTIPfeanor.4;You will prepare your defenses and fight on your own terms.;;;;;;x
EVTDESCfeanor.4b;Your wrath has driven the blades of your bannermen true. The orcs were no match for such an assault, and most have broken rank and fled to the mountains.;;;;;;x
EVTOPTAfeanor.4b;Forward! To Angband and victory!;;;;;;x
EVTOPTATOOLTIPfeanor.4b;The Oath will soon be fulfilled.;;;;;;x
# only available if you lose the proud trait (through a superficially bad response to the words of maedhros)
EVTOPTBfeanor.4b;This was too easy. It must be some kind of trick.;;;;;;x
EVTOPTBTOOLTIPfeanor.4b;Your pride has been tempered enough to recognize this baiting.;;;;;;x
EVTDESCfeanor.4c;You have chased the routed orcs to the very gates of Angband, the Annon Daer.  Beyond the great brass edifice sits your rival Melkor, the scourge of all creation.\nEmboldened by wrath and drunk on victory, you drive forward with your personal royal guard.  But even as the gate enters your reach, your guard-captain utters a cry. The balrogs, mighty Demon lords mantled in shadow and flame, have emerged from the earth to surround your companions, cutting your vangard force off from the rest of the Ñoldor.  It seems that you have fallen into Morgoth's trap.;;;;;;x
# 20 piety
EVTOPTAfeanor.4c;Curses! We must fight our way out of here!;;;;;;x
EVTOPTATOOLTIPfeanor.4c;You cut your losses and attempt to escape with your lives.;;;;;;x
EVTOPTBfeanor.4c;The only possible route is forward! To the gates!;;;;;;x
EVTOPTB1TOOLTIPfeanor.4c;being halted by the balrog ambush.;;;;;;x
EVTOPTB2TOOLTIPfeanor.4c;fighting your way to the gates - the Silmarils lie within.;;;;;;x
EVTDESCfeanor.4d;The flaming blades and whips of the balrogs have rent apart the shields and armor of your guard, and ultimately yours as well.\nThe Ñoldorin warriors accompanying you fought valliantly in your defense, and in the gap that opened during the fighting your sons forced their way into the fray!  Although you are badly wounded and your finest warriors have suffered many losses, escape is at hand.;;;;;;x
EVTOPTAfeanor.4d;My sons!;;;;;;x
EVTOPTATOOLTIPfeanor.4d;You are rescued by your faithful kin.;;;;;;x
EVTDESCfeanor.4e;The brace holding the gate is forged of some hellish iron and holds the gates fast. Focusing your inner flame, you swing your fell sword through the thin seam in the crude brass gate.\nThe fell spirit within the metal is no match for yours, and the gates swing open.  The balrogs bellow in rage and surprise, and fresh orcs emerge from the pits to meet you at the gate. Battle is joined, and the creatures fall to your blades.;;;;;;x
EVTOPTAfeanor.4e;You underestimate me again, Morgoth!;;;;;;x
EVTOPTATOOLTIPfeanor.4e;You fight your way deeper into the realm of Melkor.;;;;;;x
EVTDESCfeanor.4f;At last you and your companions have reached the nethermost hall of Morgoth. The mundane lights of torches and bonfires fall to the dominance of the holy gems - the hallowed Silmarils now resting in the Iron Crown of the Dark Lord. rising from his throne, he extends his hand in a gesture of beckoning.\nThe Balrogs, wolves, trolls, and other nameless horrors of Morgoth's court withdraw as Grond, the hammer of the underworld is brought forth.  The time is now for a final reckoning.  You will leave this room with the Silmarils, or not at all.;;;;;;x
EVTOPTAfeanor.4f;For Finwë!;;;;;;x
EVTOPTATOOLTIPfeanor.4f;You will cut that crown from his head!;;;;;;x
EVTDESCfeanor.4g;Your wounds are too great, and you fall to your knees. The pain of your shattered bones and burned flesh is great, but still nothing when compared to the humiliation. You have failed utterly, despite everything.\n\nBefore the blackness takes you, you see your sons, and feel their hands lifting you from the cold stone away from this bleak pit.;;;;;;x
EVTOPTAfeanor.4g;No, no, leave me, leave... me...;;;;;;x
EVTOPTATOOLTIPfeanor.4g;Your pleading is ignored;;;;;;x

# Feanor's Death at Eithel Sirion

EVTTITfeanor.5;The Passing of Fëanor;;;;;;x
EVTDESCfeanor.5;As your retreating band marches to safety through the pass of Eithel Sirion, you feebly call for a halt. Your wounds are mortal, and your spirit is departing from your body.\n\nThrice you curse Morgoth, facing Angband. It is in this moment of observation, seeing the very mountains which Melkor raised for his own protection, that you realize the truth of Námo's words.  Despite how far your warriors fought, and despite how near you came to the Silmarils, there was never any real hope of victory.  No elf could ever have brought the Dark Lord to heel, nor could have an army of the Ñoldor in shining plate, armed with fell blades. But nonetheless, the Oath remains.;;;;;;x
EVTOPTAfeanor.5;You must avenge me. Swear this...;;;;;;x
EVTOPTATOOLTIPfeanor.5;Your sons ensure their dedication to your house, and to the Oath.;;;;;;x
EVTDESCfeanor.5b;Your Hröa and Fëa have divided, and you feel yourself drifting to the halls of Mandos. The wrath burning inside of you is far from quenched, however, and your body begins to burn.  Your sons witness as your form is reduced to ashes, the last tongue of flame dying as your awareness of Middle-Earth draws to a final end.;;;;;;x
EVTOPTAfeanor.5b;My name and deeds live on...;;;;;;x
EVTOPTATOOLTIPfeanor.5b;Fëanor Nos Finwë departs from Middle-Earth.;;;;;;x

# Feanor's death from his sons' perspective

EVTTITfeanor.9;The Passing of Fëanor;;;;;;x
EVTDESCfeanor.9;As your retreating band marches to safety through the pass of Eithel Sirion, your father feebly calls for a halt. His wounds are mortal, he says, and his spirit is departing from his body.  With the last of his strength, he turns to the North and raises his head, an undiminished hatred burning in his eyes.\n\nThrice he curses Morgoth, facing Angband and the encircling mountains raised by Morgoth for its protection.  After a pause, he returns his ashen face to you and your brothers.  'Swear that you will fulfill the Oath, that you will fight the forces of Morgoth, that you will avenge me...';;;;;;x
EVTOPTAfeanor.9;We swear it, father.;;;;;;x
EVTOPTATOOLTIPfeanor.9;You and your brothers ensure your dedication to your house, and to the Oath.;;;;;;x
EVTDESCfeanor.9b;Fëanor's Hröa and Fëa divide as he draws his final breath. The wrath burning inside of him is far from quenched, however, and his body begins to burn.  You witness as your father's form is reduced to ashes, consumed by the incendiary power of his own spirit.;;;;;;x
EVTOPTAfeanor.9b;His name and deeds live on...;;;;;;x
EVTOPTATOOLTIPfeanor.9b;Fëanor Nos Finwë departs from Middle-Earth.;;;;;;x


# ?? events if Feanor doesn't die ??
