#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
TOOLTIPelf_diplomacy_annex_realmSUCCESS;[Root.GetTitledFirstName] will accept (approximate chance)\n;;;;;;;;;;;;;x
#
### ELVEN CHILDHOOD ###;;;;;;;;;;;;;;
EVTTITelfchild.0;Childhood;Enfance;;;;;;;;;;;;x
EVTDESCelfchild.0;You're young for an elf, and your body and soul have not finished growing. You still need to wait many years before finally being considered as an adult by your kin.;Vous êtes encore jeune pour un elfe, et votre corps comme votre esprit n'ont pas fini de grandir. Vous devez encore patienter de longues années avant d'être enfin considéré comme un adulte au sein de votre peuple.;;;;;;;;;;;;x
EVTOPTAelfchild.0;Ok.;Ok.;;;;;;;;;;;;x
EVTTITelfchild.1;End of your Childhood;Fin de votre Enfance;;;;;;;;;;;;x
EVTDESCelfchild.1;You have finally reached adulthood. You have become wiser, stronger, and your mind is at its peak. You can finally take a full part in the events of your world.;Vous avez enfin atteint l'âge adulte pour un elfe. Vous êtes devenu plus sage, plus fort, et votre esprit est à son apogée. Vous pouvez enfin prendre part aux événements de votre monde.;;;;;;;;;;;;x
EVTOPTAelfchild.1;Finally!;Enfin!;;;;;;;;;;;;x
EVTTITelfchild.2;Your name;Votre Nom;;;;;;;;;;;;x
EVTDESCelfchild.2;Among elves, it is customary to receive several names during a lifetime: the first name is given by the father at birth, the Ataressë. The second, the Amilessë is given by the mother. Finally, at majority, the elf receives a third name, the Epessë or Kilmessë. What name will you choose?;Chez les elfes, il est coutume de recevoir plusieurs noms durant sa vie : le premier nom est donné par le père à la naissance, l'Ataressë. Le second, l'Amilessë, est donné par la mère. Enfin, à la majorité, l'elfe reçoit un troisième nom, l'Epessë ou Kilmessë. Quel nom allez-vous recevoir aujourd'hui?;;;;;;;;;;;;x
EVTOPTAelfchild.2;I will keep my Ataressë;Je garde mon Ataressë;;;;;;;;;;;;x
EVTOPTBelfchild.2;I will use my Amilessë;Je vais utiliser mon Amilessë;;;;;;;;;;;;x
EVTOPTCelfchild.2;I will choose an Epessë;Je vais choisir mon Epessë;;;;;;;;;;;;x
EVTTITelfchild.3;Epessë;Epessë;;;;;;;;;;;;x
EVTDESCelfchild.3;Epessë, Quenya word for "after-name", is a nickname or honorific chosen by an elf as his or her public name later in life. It is part of the essë, or naming, of High Elves, along with the ataressë ("father-name") and amilessë ("mother-name"). Gil-Galad epessë, for exemple, was Ereinion.;L'epessë, est un surnom ou nom honorifique choisi par un elfe comme son nom public tardivement dans sa vie. Il fait partie de la essë, ou la dénomination, chez les Hauts Elfes, avec l'ataressë (nom donné par le père) et l'amilessë (nom donné par la mère). Gil-Galad, par exemple, a choisi de se faire appeler Ereinion, ;;;;;;;;;;;;x
EVTTITelfchild.4;Still a Child!;Encore un Enfant!;;;;;;;;;;;;x
EVTDESCelfchild.4;You are too young to be a councillor for your liege. Your time will come once you reach your majority, but not before. You need to leave your position for now.;Vous êtes trop jeune pour être le Conseiller de votre Souverain. Votre temps viendra, mais une fois votre enfance terminée, et pas avant. Vous devez quitter son Conseil pour le moment.;;;;;;;;;;;;x
EVTOPTAelfchild.4;I'm too young for this.;Je suis trop jeune pour cela.;;;;;;;;;;;;x
EVTTITelfchild.5;Still a Child!;Ce n'est qu'un Enfant!;;;;;;;;;;;;x
EVTDESCelfchild.5;One of your councillor is still a child, and cannot give you the counsel you need from him. He is leaving his position for now.;L'un de vos conseillers n'est encore qu'un enfant, et est trop jeune pour vous donner les conseils que vous recherchez auprès de lui. Il quitte votre Conseil, pour le moment.;;;;;;;;;;;;x
EVTOPTAelfchild.5;That was a mistake.;C'était une erreur.;;;;;;;;;;;;x
ISACHILD;leaves your council;quitte votre Conseil;;;;;;;;;;;;x
#
EVTOPTAelfchild.3;I want to be called "Amroth".;;;;;;;;;;;;;x
EVTOPTBelfchild.3;I want to be called "Amdir".;;;;;;;;;;;;;x
EVTOPTCelfchild.3;I want to be called "Bladorthin".;;;;;;;;;;;;;x
EVTOPTDelfchild.3;I want to be called "Annael".;;;;;;;;;;;;;x
EVTOPTEelfchild.3;I want to be called "Beleg".;;;;;;;;;;;;;x
EVTOPTFelfchild.3;I want to be called "Círdan".;;;;;;;;;;;;;x
EVTOPTGelfchild.3;I want to be called "Daeron".;;;;;;;;;;;;;x
EVTOPTHelfchild.3;I want to be called "Galadhon".;;;;;;;;;;;;;x
EVTOPTIelfchild.3;I want to be called "Galathil".;;;;;;;;;;;;;x
EVTOPTJelfchild.3;I want to be called "Galdor".;;;;;;;;;;;;;x
EVTOPTKelfchild.3;I want to be called "Voronwë".;;;;;;;;;;;;;x
EVTOPTLelfchild.3;I want to be called "Arminas".;;;;;;;;;;;;;x
EVTOPTMelfchild.3;I want to be called "Auredhir".;;;;;;;;;;;;;x
EVTOPTNelfchild.3;I want to be called "Amnon".;;;;;;;;;;;;;x
EVTOPTOelfchild.3;I want to be called "Ausir".;;;;;;;;;;;;;x
EVTOPTPelfchild.3;I want to be called "Eglathron".;;;;;;;;;;;;;x
EVTOPTQelfchild.3;I want to be called "Erestor".;;;;;;;;;;;;;x
EVTOPTRelfchild.3;I want to be called "Elfriniol".;;;;;;;;;;;;;x
EVTOPTSelfchild.3;I want to be called "Ingilmo".;;;;;;;;;;;;;x
EVTOPTTelfchild.3;I want to be called "Inglor".;;;;;;;;;;;;;x
EVTOPTUelfchild.3;I want to be called "Gelion".;;;;;;;;;;;;;x
EVTOPTVelfchild.3;I want to be called "Elemmírë".;;;;;;;;;;;;;x
EVTOPTWelfchild.3;I want to be called "Lenwë".;;;;;;;;;;;;;x
EVTOPTXelfchild.3;I want to be called "Denethor".;;;;;;;;;;;;;x
EVTOPTYelfchild.3;I want to be called "Galion".;;;;;;;;;;;;;x
EVTOPTZelfchild.3;I want to be called "Haldir".;;;;;;;;;;;;;x
EVTOPTAAelfchild.3;I want to be called "Ithilbor".;;;;;;;;;;;;;x
EVTOPTABelfchild.3;I want to be called "Orophin".;;;;;;;;;;;;;x
EVTOPTACelfchild.3;I want to be called "Saeros".;;;;;;;;;;;;;x
EVTOPTADelfchild.3;I want to be called "Belenthrond".;;;;;;;;;;;;;x
EVTOPTAEelfchild.3;I want to be called "I'll keep my name.;;;;;;;;;;;;;x

# CLAIM THE HIGH KINGDOM OF THE NOLDOR
EVTtitle_events.1;Crown of the High King;Couronnement d'un Haut-Roi!;;;;;;;;;;;;;x
EVTDESCtitle_events.1;The old Kingdom of the Noldor lies in ruin, the house of Finwë no longer sits upon the throne of the Deep-Elves. Since your people fled from Aman, never has your plight seemed more dire. Without leadership, the petty lords of the Noldor will never be able to stand against the blight of Morgoth. A claimant of the throne must forge a new realm that the Noldor can call their High Kingdom in Middle-Earth.;Le dernier Haut-Roi des Noldor était Gil-Galad, mais il a péri durant la Dernière Alliance. Depuis le départ de Galadriel de la Lorien, aucun des votres n'était en position de réclamer la couronne… Mais vous êtes venu, et vous pouvez enfin restorer la Gloire des Noldor! ;;;;;;;;;;;;;x
EVTOPTAtitle_events.1;I will bring unity to my people once more!;Je suis l'Héritier du Trône de Fëanor!;;;;;;;;;;;;;x
EVTOPTBtitle_events.1;No, now is not the time.;Je suis l'Héritier du Trône de Fëanor!;;;;;;;;;;;;;x
EVTtitle_events.2;A High King of the Noldor;Couronnement d'un Haut-Roi!;;;;;;;;;;;;;x
EVTDESCtitle_events.2;Word has reached you that Lord [From.GetFirstName] is pressing [From.GetHerHis] claim to the crown of the Noldor to create a new unified realm in Middle-Earth. The kin of Finwë have a High King once more to swear their allegiance to in the name of unity and strength to oppose the machinations of Morgoth. Will you swear fealty?;;;;;;;;;;;;;;x
EVTOPTAtitle_events.2;My lord [From.GetFirstName] will have my sword!;Je suis l'Héritier du Trône de Fëanor!;;;;;;;;;;;;;x
EVTOPTBtitle_events.2;I am a [Root.GetTitle] in my own right.;Je suis l'Héritier du Trône de Fëanor!;;;;;;;;;;;;;x
EVTOPTCtitle_events.2;[From.GetFirstName] has no right to claim the kingship!;Je suis l'Héritier du Trône de Fëanor!;;;;;;;;;;;;;x
EVTDESCtitle_events.3;[From.GetTitledFirstName] has denounced your rightful move towards kingship, calling you a usurper and pretender. It seems that [From.GetHerHis] realm will not ally with you in your move towards unity as long as its current ruler holds power.;Le dernier Haut-Roi des Noldor était Gil-Galad, mais il a péri durant la Dernière Alliance. Depuis le départ de Galadriel de la Lorien, aucun des votres n'était en position de réclamer la couronne… Mais vous êtes venu, et vous pouvez enfin restorer la Gloire des Noldor! ;;;;;;;;;;;;;x
EVTOPTAtitle_events.3;Who does that damned fool think [From.GetSheHe] is?;Je suis l'Héritier du Trône de Fëanor!;;;;;;;;;;;;;x
EVTtitle_events.4;Crown of the High King;Couronnement d'un Haut-Roi!;;;;;;;;;;;;;x
EVTDESCtitle_events.4;The High Kingdom of the Noldor has fallen, its ruler slain. The royal capital has been sacked and its subject peoples scattered, made leaderless. As the rightful heir to the kingdom before its fall, you can claim the crown and declare your kingdom to be the High Kingdom of the Noldor reborn.;Le dernier Haut-Roi des Noldor était Gil-Galad, mais il a péri durant la Dernière Alliance. Depuis le départ de Galadriel de la Lorien, aucun des votres n'était en position de réclamer la couronne… Mais vous êtes venu, et vous pouvez enfin restorer la Gloire des Noldor! ;;;;;;;;;;;;;x
EVTOPTAtitle_events.4;The realm of [Root.Capital.GetName] is now that of the Noldor!;Je suis l'Héritier du Trône de Fëanor!;;;;;;;;;;;;;x
EVTOPTBtitle_events.4;No, I will not claim the crown.;Je suis l'Héritier du Trône de Fëanor!;;;;;;;;;;;;;x
EVTDESCtitle_events.5;My lord [Root.GetFirstName], I will of course recognize your claim and join your noble cause to reforge our lost kingdom!;Le dernier Haut-Roi des Noldor était Gil-Galad, mais il a péri durant la Dernière Alliance. Depuis le départ de Galadriel de la Lorien, aucun des votres n'était en position de réclamer la couronne… Mais vous êtes venu, et vous pouvez enfin restorer la Gloire des Noldor! ;;;;;;;;;;;;;x
EVTOPTAtitle_events.5;The realm of [Root.Capital.GetName] is now that of the Noldor!;Je suis l'Héritier du Trône de Fëanor!;;;;;;;;;;;;;x
