#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;x;
king_culture_umaiar;Overlord;;;;;;;x;
duke_culture_umaiar;High Lord;;;;;;;x;
count_culture_umaiar;Lord;;;;;;;x;
city_baron_culture_umaiar;Master;;;;;;;x;
city_count_culture_umaiar;Lord Master;;;;;;;x;
city_duke_culture_umaiar;High Master;;;;;;;x;
city_king_culture_umaiar;Great Master;;;;;;;x;
baron_culture_umaiar;Captain;;;;;;;x;
temple_baron_culture_umaiar;Sorceror;;;;;;;x;
temple_count_culture_umaiar;Sorceror Lord;;;;;;;x;
city_barony_of_culture_umaiar;Pits of;;;;;;x
barony_of_culture_umaiar;Fortress of;;;;;;x
temple_barony_of_culture_umaiar;Temple of;;;;;;;x
empire_of_culture_umaiar;Land of;;;;;;;x
kingdom_of_culture_umaiar;Dominion of;;;;;;;x
duchy_of_culture_umaiar;High Lordship of;;;;;;;x
county_of_culture_umaiar;Lordship of;;;;;;;x
city_baron_female_culture_umaiar;Mistress;;;;;;;x;
baron_female_culture_umaiar;Captainess;;;;;;;x;
temple_baron_female_culture_umaiar;Sorceress;;;;;;;x;
king_female_culture_umaiar;Overlord;;;;;;;x;
duke_female_culture_umaiar;High Lady;;;;;;;x;
count_female_culture_umaiar;Lady;;;;;;;x;
;;;;;;;;x;

#MORGOTH;;x;;;;;;;x
emperor_culture_valar;King;;;;;;;x;
king_culture_valar;Overlord;;;;;;;x;
duke_culture_valar;High Lord;;;;;;;x;
count_culture_valar;Lord;;;;;;;x;
city_baron_culture_valar;Master;;;;;;;x;
city_count_culture_valar;Lord Master;;;;;;;x;
city_duke_culture_valar;High Master;;;;;;;x;
city_king_culture_valar;Great Master;;;;;;;x;
baron_culture_valar;Captain;;;;;;;x;
temple_baron_culture_valar;Sorceror;;;;;;;x;
temple_count_culture_valar;Sorceror Lord;;;;;;;x;
city_barony_of_culture_valar;Pits of;;;;;;x
barony_of_culture_valar;Fortress of;;;;;;x
temple_barony_of_culture_valar;Temple of;;;;;;;x
empire_of_culture_valar;Land of;;;;;;;x
kingdom_of_culture_valar;Dominion of;;;;;;;x
duchy_of_culture_valar;High Lordship of;;;;;;;x
county_of_culture_valar;Lordship of;;;;;;;x
city_baron_female_culture_valar;Mistress;;;;;;;x;
baron_female_culture_valar;Captainess;;;;;;;x;
temple_baron_female_culture_valar;Sorceress;;;;;;;x;
king_female_culture_valar;Overlord;;;;;;;x;
duke_female_culture_valar;High Lady;;;;;;;x;
count_female_culture_valar;Lady;;;;;;;x;
vice_royalty_duke_culture_valar;Overseer;;;;;;;x;
vice_royalty_duchy_of_culture_valar;High Lordship of;;;;;;;x
vice_royalty_king_culture_valar;High Overseer;;;;;;;x;
vice_royalty_kingdom_of_culture_valar;Dominion of;;;;;;;x
;;;;;;;;x;

#ANACH
emperor_culture_anach;King;;;;;;;x
king_culture_anach;Great Chieftain;;;;;;;x
duke_culture_anach;High Chieftain;;;;;;;x
count_culture_anach;Chieftain;;;;;;;x
city_baron_culture_anach;Master;;;;;;;x
baron_culture_anach;Lord;;;;;;;x
temple_baron_culture_anach;Priest;;;;;;;x
empire_of_culture_anach;Kingdom of;;;;;;;x;
kingdom_of_culture_anach;Great Chiefdom of;;;;;;;x;
duchy_of_culture_anach;High Chiefdom;;;;;;;x;
county_of_culture_anach;Chiefdom of;;;;;;;x;
city_barony_of_culture_anach;Village of;;;;;;;x;
barony_of_culture_anach;Hall of;;;;;;;x;
temple_barony_of_culture_anach;Temple of;;;;;;;x;
;;;;;;;;x;

#ORKISH;;x;;;;;;;x
baron_culture_orkish;Srûtaru;Surveillant;;;;;;x;
count_culture_orkish;Durub;Capitaine;;;;;;x;
duke_culture_orkish;Krîtar;Chef;;;;;;x;
king_culture_orkish;Karg-Kragor;Seigneur;;;;;;x;
emperor_culture_orkish;Dark Lord;Seigneur Noir;;;;;;x;

city_baron_culture_orkish;Hrizgthrakî;Maître;;;;;;x;
city_count_culture_orkish;Hûrushar;;;;;;;x;
city_duke_culture_orkish;Gothsnaga;;;;;;;x;
city_king_culture_orkish;Gorgottul;;;;;;;x;
city_emperor_culture_orkish;Dark Lord;Seigneur Noir;;;;;;x;

temple_baron_culture_orkish;Dush;Maître;;;;;;x;
temple_count_culture_orkish;Hûrdush;;;;;;;x;
temple_duke_culture_orkish;Dushkrîtar;;;;;;;x;
temple_king_culture_orkish;Gothmog;;;;;;;x;
temple_emperor_culture_orkish;Dark Lord;Seigneur Noir;;;;;;x;

city_barony_of_culture_orkish;Pits of;;;;;;x
barony_of_culture_orkish;Fortress of;;;;;;x
temple_barony_of_culture_orkish;Temple of;;;;;;;x
empire_of_culture_orkish;Land of;;;;;;;x
kingdom_of_culture_orkish;Dominion of;;;;;;;x
duchy_of_culture_orkish;High Lordship of;;;;;;;x
county_of_culture_orkish;Lordship of;;;;;;;x
;;;;;;;;x;

#ICE-ORKISH;;x;;;;;;;x
baron_culture_kul_uruk;Srûtaru;Surveillant;;;;;;x;
count_culture_kul_uruk;Durub;Capitaine;;;;;;x;
duke_culture_kul_uruk;Krîtar;Chef;;;;;;x;
king_culture_kul_uruk;Karg-Kragor;Seigneur;;;;;;x;
emperor_culture_kul_uruk;Dark Lord;Seigneur Noir;;;;;;x;

city_baron_culture_kul_uruk;Hrizgthrakî;Maître;;;;;;x;
city_count_culture_kul_uruk;Hûrushar;;;;;;;x;
city_duke_culture_kul_uruk;Gothsnaga;;;;;;;x;
city_king_culture_kul_uruk;Gorgottul;;;;;;;x;
city_emperor_culture_kul_uruk;Dark Lord;Seigneur Noir;;;;;;x;

temple_baron_culture_kul_uruk;Dush;Maître;;;;;;x;
temple_count_culture_kul_uruk;Hûrdush;;;;;;;x;
temple_duke_culture_kul_uruk;Dushkrîtar;;;;;;;x;
temple_king_culture_kul_uruk;Gothmog;;;;;;;x;
temple_emperor_culture_kul_uruk;Dark Lord;Seigneur Noir;;;;;;x;

city_barony_of_culture_kul_uruk;Pits of;;;;;;x
barony_of_culture_kul_uruk;Fortress of;;;;;;x
temple_barony_of_culture_kul_uruk;Temple of;;;;;;;x
empire_of_culture_kul_uruk;Land of;;;;;;;x
kingdom_of_culture_kul_uruk;Dominion of;;;;;;;x
duchy_of_culture_kul_uruk;High Lordship of;;;;;;;x
county_of_culture_kul_uruk;Lordship of;;;;;;;x
;;;;;;;;x;

#WILDERNESS;;x;;;;;;;x
emperor_culture_wilderness;The;Le;;;;;;x;
king_culture_wilderness;The;Le;;;;;;x;
duke_culture_wilderness;The;Le;;;;;;x;
count_culture_wilderness;The;Le;;;;;;x;
city_baron_culture_wilderness;The;Le;;;;;;x;
baron_culture_wilderness;The;Le;;;;;;x;
temple_baron_culture_wilderness;The;Le;;;;;;x;
emperor_female_culture_wilderness;The;La;;;;;;x;
king_female_culture_wilderness;The;La;;;;;;x;
duke_female_culture_wilderness;The;La;;;;;;x;
count_female_culture_wilderness;The;La;;;;;;x;
empire_of_culture_wilderness;Lands of;Pays de;;;;;;x;
kingdom_of_culture_wilderness;Lands of;Pays de;;;;;;x;
duchy_of_culture_wilderness;Lands of;Pays de;;;;;;x;
county_of_culture_wilderness;Lands of;Pays de;;;;;;x;
city_barony_of_culture_wilderness;Ruins of;Ruines de;;;;;;x;
barony_of_culture_wilderness;Ruins of;Ruines de;;;;;;x;
temple_barony_of_culture_wilderness;Ruins of;Ruines de;;;;;;x;
;;;;;;;;x;

#EDAIN;;x;;;;;;;x
emperor_culture_group_edain;King;;;;;;;x;
king_culture_group_edain;High Chieftain;;;;;;;x;
duke_culture_group_edain;Chieftain;;;;;;;x;
emperor_female_culture_group_edain;Queen;;;;;;;x;
king_female_culture_group_edain;High Chieftain;;;;;;;x;
duke_female_culture_group_edain;High Lady;;;;;;;x;
count_culture_group_edain;Lord;;;;;;;x;
city_baron_culture_group_edain;Master;;;;;;;x;
baron_culture_group_edain;Captain;;;;;;;x;
temple_baron_culture_group_edain;Priest;;;;;;;x;
temple_baron_female_culture_group_edain;Priestess;;;;;;;x;
empire_of_culture_group_edain;Kingdom of;;;;;;;x;
kingdom_of_culture_group_edain;High Chiefdom of;;;;;;;x;
duchy_of_culture_group_edain;Chiefdom of;;;;;;;x;
county_of_culture_group_edain;Lordship of;;;;;;;x;
city_barony_of_culture_group_edain;Village of;;;;;;;x;
barony_of_culture_group_edain;Fortress of;;;;;;;x;
temple_barony_of_culture_group_edain;Shrine of;;;;;;;x;
;;;;;;;;x;

#DWARVES;;x;;;;;;;x
emperor_culture_group_dwarves;High King;Roi;;;;;;x;
king_culture_group_dwarves;King;Roi;;;;;;x;
duke_culture_group_dwarves;Lord;Seigneur;;;;;;x;
duke_female_culture_group_dwarves;Lady;Seigneur;;;;;;x;
count_culture_group_dwarves;Guardian;Seigneur;;;;;;x;
count_female_culture_group_dwarves;Guardian;Seigneur;;;;;;x;
city_baron_culture_group_dwarves;Ward;Gardien;;;;;;x;
baron_culture_group_dwarves;Keeper;Garde;;;;;;x;
temple_baron_culture_group_dwarves;Priest;Prêtre;;;;;;x;
empire_of_culture_group_dwarves;High Kingdom of;Royaume de;;;;;;x;
kingdom_of_culture_group_dwarves;Kingdom of;Royaume de;;;;;;x;
duchy_of_culture_group_dwarves;Realm of;District de;;;;;;x;
county_of_culture_group_dwarves;Hold of;Salles de;;;;;;x;
city_barony_of_culture_group_dwarves;Mines of;Chambres de;;;;;;x;
barony_of_culture_group_dwarves;Vault of;Cave de;;;;;;x;
temple_barony_of_culture_group_dwarves;Shrine of;Temple de Mahal de;;;;;;x;
;;;;;;;;x;

#QUENDI;;x;;;;;;;x
emperor_culture_group_quendi;High King;Haut-Roi;;;;;;x;
king_culture_group_quendi;King;Roi;;;;;;x;
duke_culture_group_quendi;High Lord;Seigneur;;;;;;x;
count_culture_group_quendi;Lord;Seigneur;;;;;;x;
city_baron_culture_group_quendi;Protector;Protecteur;;;;;;x;
baron_culture_group_quendi;Sentry;Capitaine;;;;;;x;
temple_baron_culture_group_quendi;Priest;Prêtre;;;;;;x;
emperor_female_culture_group_quendi;High Queen;Haute-Reine;;;;;;x;
king_female_culture_group_quendi;Queen;Reine;;;;;;x;
duke_female_culture_group_quendi;High Lady;Dame;;;;;;x;
count_female_culture_group_quendi;Lady;Dame;;;;;;x;
empire_of_culture_group_quendi;High Kingdom of;Royaume de;;;;;;x;
kingdom_of_culture_group_quendi;Kingdom of;Royaume de;;;;;;x;
duchy_of_culture_group_quendi;High Lordship of;Grande Seigneurie de;;;;;;x;
county_of_culture_group_quendi;Lordship of;Seigneurie de;;;;;;x;
city_barony_of_culture_group_quendi;City of;Salles de;;;;;;x;
barony_of_culture_group_quendi;Fortress of;Avant-Poste de;;;;;;x;
temple_barony_of_culture_group_quendi;Shrine of;Temple des Valar de;;;;;;x;
;;;;;;;;x;

#AMANYAR;;x;;;;;;;x
emperor_culture_group_amanyar;High King;Haut-Roi;;;;;;x;
king_culture_group_amanyar;King;Roi;;;;;;x;
duke_culture_group_amanyar;High Lord;Seigneur;;;;;;x;
count_culture_group_amanyar;Lord;Seigneur;;;;;;x;
city_baron_culture_group_amanyar;Protector;Protecteur;;;;;;x;
baron_culture_group_amanyar;Captain;Capitaine;;;;;;x;
temple_baron_culture_group_amanyar;Priest;Prêtre;;;;;;x;
emperor_female_culture_group_amanyar;High Queen;Haute-Reine;;;;;;x;
king_female_culture_group_amanyar;Queen;Reine;;;;;;x;
duke_female_culture_group_amanyar;High Lady;Dame;;;;;;x;
count_female_culture_group_amanyar;Lady;Dame;;;;;;x;
empire_of_culture_group_amanyar;High Kingdom of;Royaume de;;;;;;x;
kingdom_of_culture_group_amanyar;Kingdom of;Royaume de;;;;;;x;
duchy_of_culture_group_amanyar;High Lordship of;Grande Seigneurie de;;;;;;x;
county_of_culture_group_amanyar;Lordship of;Seigneurie de;;;;;;x;
city_barony_of_culture_group_amanyar;City of;Salles de;;;;;;x;
barony_of_culture_group_amanyar;Fortress of;Avant-Poste de;;;;;;x;
temple_barony_of_culture_group_amanyar;Shrine of;Temple des Valar de;;;;;;x;
;;;;;;;;x;

#UMANYAR;;x;;;;;;;x
emperor_culture_group_umanyar;High King;Haut-Roi;;;;;;x;
king_culture_group_umanyar;King;Roi;;;;;;x
duke_culture_group_umanyar;High Lord;Seigneur;;;;;;x
count_culture_group_umanyar;Lord;Seigneur;;;;;;x
city_baron_culture_group_umanyar;Protector;Protecteur;;;;;;x
baron_culture_group_umanyar;Captain;Capitaine;;;;;;x
temple_baron_culture_group_umanyar;Priest;Prêtre;;;;;;x
emperor_female_culture_group_umanyar;High Queen;Haute-Reine;;;;;;x
king_female_culture_group_umanyar;Queen;Reine;;;;;;x
duke_female_culture_group_umanyar;High Lady;Dame;;;;;;x
count_female_culture_group_umanyar;Lady;Dame;;;;;;x
empire_of_culture_group_umanyar;High Kingdom of;Royaume de;;;;;;x
kingdom_of_culture_group_umanyar;Kingdom of;Royaume de;;;;;;x
duchy_of_culture_group_umanyar;High Lordship of;Grande Seigneurie de;;;;;;x
county_of_culture_group_umanyar;Lordship of;Seigneurie de;;;;;;x
city_barony_of_culture_group_umanyar;Halls of;Salles de;;;;;;x
barony_of_culture_group_umanyar;Fortress of;Avant-Poste de;;;;;;x
temple_barony_of_culture_group_umanyar;Shrine of;Temple des Valar de;;;;;;x;
family_palace_culture_group_umanyar;Shipyard;Chantier Naval;;;;;;x;
family_palace_baron_culture_group_umanyar;Master;Capitaine;;;;;;x;
family_palace_baron_female_culture_group_umanyar;Mistress;Capitaine;;;;;;x;
family_palace_barony_of_culture_group_umanyar;Shipyard of;Chantier Naval de;;;;;;x;
family_palace_baron_foa_culture_group_umanyar;My Lord;;;;;;;x;
family_palace_baron_deed_culture_group_umanyar;Chair of;Siège de;;;;;;x;
;;;;;;;;x;

#ELDARIN HAVENS;;x;;;;;;;x
city_empire_of_culture_group_umanyar;High Kingdom of;Marins Sindar du;;;;;;x;
city_kingdom_of_culture_group_umanyar;Great Havens of;Marins Sindar du;;;;;;x;
city_duchy_of_culture_group_umanyar;Havens of;Marins Sindar du;;;;;;x;
city_county_of_culture_group_umanyar;Haven of;Marins Sindar du;;;;;;x;
city_count_culture_group_umanyar;Lord Protector;Capitaine;;;;;;x;
city_duke_culture_group_umanyar;Haven Lord;Armateur en Chef;;;;;;x;
city_king_culture_group_umanyar;Great Haven Lord;Armateur en Chef;;;;;;x;
city_emperor_culture_group_umanyar;High King;;;;;;;x;

city_empire_of_culture_group_amanyar;High Kingdom of;Marins Sindar du;;;;;;x;
city_kingdom_of_culture_group_amanyar;Great Havens of;Marins Sindar du;;;;;;x;
city_duchy_of_culture_group_amanyar;Havens of;Marins Sindar du;;;;;;x;
city_county_of_culture_group_amanyar;Haven of;Marins Sindar du;;;;;;x;
city_count_culture_group_amanyar;Lord Protector;Capitaine;;;;;;x;
city_duke_culture_group_amanyar;Haven Lord;Armateur en Chef;;;;;;x;
city_king_culture_group_amanyar;Great Haven Lord;Armateur en Chef;;;;;;x;
city_emperor_culture_group_amanyar;High King;;;;;;;x;

city_empire_of_culture_group_aumanyar;High Kingdom of;Marins Sindar du;;;;;;x;
city_kingdom_of_culture_group_aumanyar;Great Havens of;Marins Sindar du;;;;;;x;
city_duchy_of_culture_group_aumanyar;Havens of;Marins Sindar du;;;;;;x;
city_county_of_culture_group_aumanyar;Haven of;Marins Sindar du;;;;;;x;
city_count_culture_group_aumanyar;Lord Protector;Capitaine;;;;;;x;
city_duke_culture_group_aumanyar;Haven Lord;Armateur en Chef;;;;;;x;
city_king_culture_group_aumanyar;Great Haven Lord;Armateur en Chef;;;;;;x;
city_emperor_culture_group_aumanyar;High King;;;;;;;x;

city_empire_of_culture_group_moriquendi;High Kingdom of;Marins Sindar du;;;;;;x;
city_kingdom_of_culture_group_moriquendi;Great Havens of;Marins Sindar du;;;;;;x;
city_duchy_of_culture_group_moriquendi;Havens of;Marins Sindar du;;;;;;x;
city_county_of_culture_group_moriquendi;Haven of;Marins Sindar du;;;;;;x;
city_count_culture_group_moriquendi;Lord Protector;Capitaine;;;;;;x;
city_duke_culture_group_moriquendi;Haven Lord;Armateur en Chef;;;;;;x;
city_king_culture_group_moriquendi;Great Haven Lord;Armateur en Chef;;;;;;x;
city_emperor_culture_group_moriquendi;High King;;;;;;;x;

city_empire_of_culture_group_edain;High Kingdom of;Marins Sindar du;;;;;;x;
city_kingdom_of_culture_group_edain;Great Havens of;Marins Sindar du;;;;;;x;
city_duchy_of_culture_group_edain;Havens of;Marins Sindar du;;;;;;x;
city_county_of_culture_group_edain;Haven of;Marins Sindar du;;;;;;x;
city_count_culture_group_edain;Lord Protector;Capitaine;;;;;;x;
city_duke_culture_group_edain;Haven Lord;Armateur en Chef;;;;;;x;
city_king_culture_group_edain;Great Haven Lord;Armateur en Chef;;;;;;x;
city_emperor_culture_group_edain;High King;;;;;;;x;

city_empire_of_culture_group_quendi;High Kingdom of;Marins Sindar du;;;;;;x;
city_kingdom_of_culture_group_quendi;Great Havens of;Marins Sindar du;;;;;;x;
city_duchy_of_culture_group_quendi;Havens of;Marins Sindar du;;;;;;x;
city_county_of_culture_group_quendi;Haven of;Marins Sindar du;;;;;;x;
city_count_culture_group_quendi;Lord Protector;Capitaine;;;;;;x;
city_duke_culture_group_quendi;Haven Lord;Armateur en Chef;;;;;;x;
city_king_culture_group_quendi;Great Haven Lord;Armateur en Chef;;;;;;x;
city_emperor_culture_group_quendi;High King;;;;;;;x;

city_empire_of_culture_maiar;High Kingdom of;Marins Sindar du;;;;;;x;
city_kingdom_of_culture_maiar;Great Havens of;Marins Sindar du;;;;;;x;
city_duchy_of_culture_maiar;Havens of;Marins Sindar du;;;;;;x;
city_county_of_culture_maiar;Haven of;Marins Sindar du;;;;;;x;
city_count_culture_maiar;Lord Protector;Capitaine;;;;;;x;
city_duke_culture_maiar;Haven Lord;Armateur en Chef;;;;;;x;
city_king_culture_maiar;Great Haven Lord;Armateur en Chef;;;;;;x;
city_emperor_culture_maiar;High King;;;;;;;x;
;;x;;;;;;;x

#MORIQUENDI;;x;;;;;;;x
emperor_culture_group_moriquendi;High King;Haut-Roi;;;;;;x
king_culture_group_moriquendi;King;Roi;;;;;;x
duke_culture_group_moriquendi;High Lord;Seigneur;;;;;;x
count_culture_group_moriquendi;Lord;Seigneur;;;;;;x
city_baron_culture_group_moriquendi;Protector;Protecteur;;;;;;x
baron_culture_group_moriquendi;Sentry;Capitaine;;;;;;x
temple_baron_culture_group_moriquendi;Priest;Prêtre;;;;;;x
emperor_female_culture_group_moriquendi;High Queen;Haute-Reine;;;;;;x
king_female_culture_group_moriquendi;Queen;Reine;;;;;;x
duke_female_culture_group_moriquendi;High Lady;Dame;;;;;;x
count_female_culture_group_moriquendi;Lady;Dame;;;;;;x
empire_of_culture_group_moriquendi;High Kingdom of;Royaume de;;;;;;x
kingdom_of_culture_group_moriquendi;Kingdom of;Royaume de;;;;;;x
duchy_of_culture_group_moriquendi;High Lordship of;Grande Seigneurie de;;;;;;x
county_of_culture_group_moriquendi;Lordship of;Seigneurie de;;;;;;x
city_barony_of_culture_group_moriquendi;Halls of;Salles de;;;;;;x
barony_of_culture_group_moriquendi;Outpost of;Avant-Poste de;;;;;;x;
temple_barony_of_culture_group_moriquendi;Shrine of;Temple des Valar de;;;;;;x;
;;;;;;;;x;

# AUMANYAR
emperor_culture_group_aumanyar;High King;Haut-Roi;;;;;;x
king_culture_group_aumanyar;King;Roi;;;;;;x
duke_culture_group_aumanyar;High Lord;Seigneur;;;;;;x
count_culture_group_aumanyar;Lord;Seigneur;;;;;;x
city_baron_culture_group_aumanyar;Protector;Protecteur;;;;;;x
baron_culture_group_aumanyar;Sentry;Capitaine;;;;;;x
temple_baron_culture_group_aumanyar;Priest;Prêtre;;;;;;x
emperor_female_culture_group_aumanyar;High Queen;Haute-Reine;;;;;;x
king_female_culture_group_aumanyar;Queen;Reine;;;;;;x
duke_female_culture_group_aumanyar;High Lady;Dame;;;;;;x
count_female_culture_group_aumanyar;Lady;Dame;;;;;;x
empire_of_culture_group_aumanyar;High Kingdom of;Royaume de;;;;;;x
kingdom_of_culture_group_aumanyar;Kingdom of;Royaume de;;;;;;x
duchy_of_culture_group_aumanyar;High Lordship of;Grande Seigneurie de;;;;;;x
county_of_culture_group_aumanyar;Lordship of;Seigneurie de;;;;;;x
city_barony_of_culture_group_aumanyar;Halls of;Salles de;;;;;;x
barony_of_culture_group_aumanyar;Outpost of;Avant-Poste de;;;;;;x;
temple_barony_of_culture_group_aumanyar;Shrine of;Temple des Valar de;;;;;;x;
;;;;;;;;x;

#BARADHRIM
emperor_culture_group_easterling;King;;;;;;;x
king_culture_group_easterling;Great Chieftain;;;;;;;x
duke_culture_group_easterling;High Chieftain;;;;;;;x
count_culture_group_easterling;Chieftain;;;;;;;x
city_baron_culture_group_easterling;Master;;;;;;;x
city_count_culture_group_easterling;Lord Master;;;;;;;x
city_duke_culture_group_easterling;High Master;;;;;;;x
baron_culture_group_easterling;Lord;;;;;;;x
temple_baron_culture_group_easterling;Priest;;;;;;;x
empire_of_culture_group_easterling;Kingdom of;;;;;;;x;
kingdom_of_culture_group_easterling;Great Chiefdom of;;;;;;;x;
duchy_of_culture_group_easterling;High Chiefdom;;;;;;;x;
county_of_culture_group_easterling;Chiefdom of;;;;;;;x;
city_barony_of_culture_group_easterling;Halls of;;;;;;;x;
barony_of_culture_group_easterling;Keep of;;;;;;;x;
temple_barony_of_culture_group_easterling;Shrine of;;;;;;;x;


#MAIAR;;;;;;;;x
emperor_culture_maiar;High King;Haut-Roi;;;;;;x;
king_culture_maiar;King;Roi;;;;;;x;
duke_culture_maiar;High Lord;Seigneur;;;;;;x;
count_culture_maiar;Lord;Seigneur;;;;;;x;
city_baron_culture_maiar;Protector;Protecteur;;;;;;x;
baron_culture_maiar;Sentry;Capitaine;;;;;;x;
temple_baron_culture_maiar;Priest;Prêtre;;;;;;x;
emperor_female_culture_maiar;High Queen;Haute-Reine;;;;;;x;
king_female_culture_maiar;Queen;Reine;;;;;;x;
duke_female_culture_maiar;High Lady;Dame;;;;;;x;
count_female_culture_maiar;Lady;Dame;;;;;;x;
empire_of_culture_maiar;High Kingdom of;Royaume de;;;;;;x;
kingdom_of_culture_maiar;Kingdom of;Royaume de;;;;;;x;
duchy_of_culture_maiar;High Lordship of;Grande Seigneurie de;;;;;;x;
county_of_culture_maiar;Lordship of;Seigneurie de;;;;;;x;
city_barony_of_culture_maiar;Halls of;Salles de;;;;;;x;
barony_of_culture_maiar;Hold of;Avant-Poste de;;;;;;x;
temple_barony_of_culture_maiar;Shrine of;Temple des Valar de;;;;;;x;

#LOSSOTH;;x;;;;;
emperor_culture_lossoth;King;;;;;;;x
king_culture_lossoth;Great Chieftain;;;;;;;x
duke_culture_lossoth;High Chieftain;;;;;;;x
count_culture_lossoth;Chieftain;;;;;;;x
city_baron_culture_lossoth;Master;;;;;;;x
baron_culture_lossoth;Lord;;;;;;;x
temple_baron_culture_lossoth;Henkinimittäji;;;;;;;x
empire_of_culture_lossoth;Kingdom of;;;;;;;x;
kingdom_of_culture_lossoth;Great Chiefdom of;;;;;;;x;
duchy_of_culture_lossoth;High Chiefdom;;;;;;;x;
county_of_culture_lossoth;Chiefdom of;;;;;;;x;
city_barony_of_culture_lossoth;Village of;;;;;;;x;
barony_of_culture_lossoth;Halls of;;;;;;;x;
temple_barony_of_culture_lossoth;Temple of;;;;;;;x;
