#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_ramdal;Ramdal;Ramdal;Ramdal;;Ramdal;;;;;;;;;x
d_ramdal_adj;Ramdalrim;;;;;;;;;;;;;x
d_region;Region;Region;Region;;Region;;;;;;;;;x
d_region_adj;Region;;;;;;;;;;;;;x
d_sereach;Sereach;Sereach;Sereach;;Sereach;;;;;;;;;x
d_sereach_adj;Sereachrim;;;;;;;;;;;;;x
d_siriombar;Siriombar;Siriombar;Siriombar;;Siriombar;;;;;;;;;x
d_siriombar_adj;Siriombarim;;;;;;;;;;;;;x
d_taeglin;Taeglin;Taeglin;Taeglin;;Taeglin;;;;;;;;;x
d_taeglin_adj;Taeglin;;;;;;;;;;;;;x
d_taer_dorthonion;Taer-Dorthonion;Taer-Dorthonion;Taer-Dorthonion;;Taer-Dorthonion;;;;;;;;;x
d_taer_dorthonion_adj;Taer-Dorthonrim;;;;;;;;;;;;;x
d_talath_annui;Talath Annui;Talath Annui;Talath Annui;;Talath Annui;;;;;;;;;x
d_talath_annui_adj;Annui Talathrim;;;;;;;;;;;;;x
d_talath_dirnen;Talath Dirnen;Talath Dirnen;Talath Dirnen;;Talath Dirnen;;;;;;;;;x
d_talath_dirnen_adj;Dir Talathrim;;;;;;;;;;;;;x
d_talath_i_sirion;Talath-i-Sirion;Talath-i-Sirion;Talath-i-Sirion;;Talath-i-Sirion;;;;;;;;;x
d_talath_i_sirion_adj;Sirion Talathrim;;;;;;;;;;;;;x
d_thalos;Thalos;Thalos;Thalos;;Thalos;;;;;;;;;x
d_thalos_adj;Thalothrim;;;;;;;;;;;;;x
d_thangorodrim;Thangorodrim;Thangorodrim;Thangorodrim;;Thangorodrim;;;;;;;;;x
d_thangorodrim_adj;Thangorodrim;;;;;;;;;;;;;x
d_tumhalad;Tumhalad;Tumhalad;Tumhalad;;Tumhalad;;;;;;;;;x
d_tumhalad_adj;Tumhaladrim;;;;;;;;;;;;;x
d_tumunzahar;Tumunzahar;Tumunzahar;Tumunzahar;;Tumunzahar;;;;;;;;;x
d_tumunzahar_adj;Tumunzaharul;;;;;;;;;;;;;x
d_umboth_muilin;Umboth Muilin;Umboth Muilin;Umboth Muilin;;Umboth Muilin;;;;;;;;;x
d_umboth_muilin_adj;Umboth Muilinrim;;;;;;;;;;;;;x
d_vinyamar;Vinyamar;Vinyamar;Vinyamar;;Vinyamar;;;;;;;;;x
d_vinyamar_adj;Vinyamarim;;;;;;;;;;;;;x
d_watch_of_aglon;Watch of Aglon;Watch of Aglon;Watch of Aglon;;Watch of Aglon;;;;;;;;;x
d_watch_of_aglon_adj;Aglonin;;Aglonin;;;;;;;;;;;x
d_nimras;Nimras;;;;;;;;;;;;;x
d_nimras_adj;Nimrathrim;;;;;;;;;;;;;x
d_uzlamazahar;Uzlamazahâr;;;;;;;;;;;;;x
d_uzlamazahar_adj;Uzlamazahârul;;;;;;;;;;;;;x
d_zirakbhund;Zirakbhund;;;;;;;;;;;;;x
d_zirakbhund_adj;Zirakbhundul;;;;;;;;;;;;;x
d_shulukbund;Shulukbund;;;;;;;;;;;;;x
d_shulukbund_adj;Shulukbundul;;;;;;;;;;;;;x
d_khazadbizar;Khazadbizar;;;;;;;;;;;;;x
d_khazadbizar_adj;Khazadbizarul;;;;;;;;;;;;;x
d_khazad_zahar;Khazad-zahar;;;;;;;;;;;;;x
d_khazad_zahar_adj;Khazad-zaharul;;;;;;;;;;;;;x
d_ered_rhivamar;Ered Rhivamar;;;;;;;;;;;;;x
d_ered_rhivamar_adj;Rhivamarim;;;;;;;;;;;;;x
d_ered_umarth;Ered Umarth;;;;;;;;;;;;;x
d_ered_umarth_adj;Umarthrim;;;;;;;;;;;;;x
d_ered_muil;Ered Muil;;;;;;;;;;;;;x
d_ered_muil_adj;Ered Muilrim;;;;;;;;;;;;;x
d_fendarurdu;Fendar'urdu;;;;;;;;;;;;x
d_fendarurdu_adj;Fendar'urdul;;;;;;;;;;;;x
d_azaghurdu;A'zagh'urdu;;;;;;;;;;;;x
d_azaghurdu_adj;A'zagh'urdul;;;;;;;;;;;;x
d_khadrelzudnu;Khadrel-Zudnû;;;;;;;;;;;;x
d_khadrelzudnu_adj;Khadrel-Zudnûl;;;;;;;;;;;;x
d_zarsurdu;Zars'urdu;;;;;;;;;;;;x
d_zarsurdu_adj;Zars'urdul;;;;;;;;;;;;x
d_ikkundurdu;Ik-Kund'urdu;;;;;;;;;;;;x
d_ikkundurdu_adj;Ik-Kund'urdul;;;;;;;;;;;;x
d_regmyl;Regmyl;;;;;;;;;;;;x
d_regmyl_adj;Regmyl;;;;;;;;;;;;x
d_dark_hunters;Dark Hunters;;;;;;;;;;;;x
d_dark_hunters_adj;Dark Hunter;;;;;;;;;;;;x
d_lassaraukar;Lassaraukar;;;;;;;;;;;;x
d_lassaraukar_adj;Lassaraukar;;;;;;;;;;;;x
d_lithrogath;Lithrogath;;;;;;;;;;;;x
d_lithrogath_adj;Lithrogath;;;;;;;;;;;;x
d_lhygrogath;Lhygrogath;;;;;;;;;;;;x
d_lhygrogath_adj;Lhygrogath;;;;;;;;;;;;x
d_lhygrogath_adj;Lhygrogath;;;;;;;;;;;;x
d_helegrogath;Helegrogath;;;;;;;;;;;;x
d_helegrogath_adj;Helegrogath;;;;;;;;;;;;x
d_gothrogath_legion;Gothrogath Legion;;;;;;;;;;;;x
d_gothrogath_legion_adj;Gothrogath;;;;;;;;;;;;x
d_hiisii_ice_orcs;Hiisii Raiders;;;;;;;;;;;;x
d_hiisii_ice_orcs_adj;Hiisii;;;;;;;;;;;;x
d_utumna;Utumna;;;;;;;;;;;;x
d_utumna_adj;Utumnain;;;;;;;;;;;;x
